Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
6440	-158.557	0	-158.557	15.9928	0.0800106	0.0058692	0.013439	0.0436576	0.124762	0.014465	0.299763	0.0796587	0.121979	0.00588804	0.0161163	0.024157	0.00826668	0.0927678	0.122635	0.0205245	0.0647631	0.210349	0.00718717	0.0189321	0.0535075	0.0304812	0.155508	0.0148935	0.156895	0.0865935	0.0440267	0.0280458	0.100423	0.0718532	0.331417	0.0241471	0.250914	0.108505	0.027726	0.107507	0.0359236	0.179697	0.154561	0.156767	0.18016	0.044225	0.00793137	0.235544	0.0366741	0.128622	0.236689	0.101807	0.260663	0.702447	0.901979	1.06243	1.33314	0.141166	0.104379	0.130182	0.624272	3.7269
6450	-150.568	0	-150.568	15.9928	0.107993	0.0601588	0.00741142	0.214522	0.000557244	0.144433	0.332955	0.00500364	0.00986773	0.0667234	0.0140186	0.0785385	0.0269537	0.0927678	0.175288	0.00366457	0.0763234	0.0249788	0.00527246	0.106333	0.155566	0.170164	0.102448	0.00110317	0.0622381	0.0135448	0.13943	0.0557123	0.100423	0.0718532	0.189338	0.0241471	0.0662552	0.108505	0.00853584	0.208697	0.0577223	0.179697	0.259946	0.156767	0.0193429	0.0426223	0.188486	0.243846	0.0107869	0.0378314	0.190067	0.203141	0.314327	0.702447	0.901979	1.06243	1.33314	0.0788233	0.366477	0.183568	0.371132	3.93631
6460	-143.22	0	-143.22	17.2325	0.0746404	0.0601588	0.0116211	0.214522	0.0663295	0.129576	0.188018	0.0110408	0.00986773	0.163403	0.0140186	0.0785385	0.0249966	0.0100226	0.0471222	0.00366457	0.341433	0.0627284	0.0142928	0.0146584	0.11267	0.170164	0.102448	0.00110317	0.0622381	0.0135448	0.13943	0.0557123	0.13555	0.0430665	0.233461	0.0811594	0.133288	0.108505	0.255977	0.0022919	0.0577223	0.0692059	0.0315169	0.0608667	0.0193429	0.112244	5.71053e-05	0.0645247	0.00127987	0.0397551	0.456544	0.156271	0.281625	0.712555	0.906127	1.06083	1.32049	0.0952413	0.231586	0.29306	0.380113	3.54222
6470	-155.633	0	-155.633	5.82066	0.0918371	0.115435	0.006056	0.214522	0.0663295	0.129576	0.188018	0.059618	0.00986773	0.00894825	0.0116937	0.0785385	0.135379	0.00411576	0.0471222	0.0246067	0.143801	0.0328336	0.0467108	0.0429299	0.338639	0.0205055	0.0977929	0.00333975	0.0622381	0.171754	0.0169925	0.0557123	0.13555	0.0301876	0.190376	0.0811594	0.133288	0.0384231	0.255977	0.00213061	0.0577223	0.12834	0.317418	0.0744981	0.273875	0.0791782	0.00249556	0.178977	0.000795904	0.0538695	0.0962059	0.379964	0.290187	0.532962	0.8213	1.08166	1.56408	0.207893	0.16123	0.27877	0.352106	4.02553
6480	-145.559	0	-145.559	46.7896	0.103743	0.045728	0.00439945	0.0477448	0.040007	0.0944164	0.395544	0.0333269	0.00803227	0.141751	0.0116937	0.0696309	0.0154545	0.0428951	0.0316585	0.025029	0.143801	0.0480885	0.0982317	0.0674762	0.0183453	0.0300305	0.181761	0.0120576	0.0622381	0.171754	0.0551986	0.0864364	0.204587	0.0746257	0.190376	0.00867305	0.133288	0.133898	0.0282245	0.0306942	0.029815	0.0689273	0.111164	0.273051	0.273875	0.0398238	0.016749	0.143799	0.0599018	0.011108	0.327924	0.0783497	0.378918	0.820774	0.946629	1.04117	1.19142	0.0926203	0.288018	0.184615	0.434746	3.70425
6490	-147.709	0	-147.709	16.716	0.0660204	0.101808	0.0087206	0.0667036	0.0505775	0.165949	0.231394	0.0188463	0.00803227	0.00234674	0.0116937	0.0733595	0.099576	0.0247737	0.0901038	0.025029	0.257128	0.0480885	0.0982317	0.00898819	0.096151	0.0805017	0.129821	0.186627	0.0201273	0.0462738	0.190448	0.0864364	0.00977383	0.016483	0.190376	0.139229	0.133288	0.133898	0.0258331	0.0947582	0.0872385	0.200072	0.111164	0.142821	0.17465	0.0160839	0.00324673	0.20793	0.15338	0.0101816	0.30555	0.0718151	0.251144	0.708472	0.90446	1.06148	1.32559	0.0923331	0.302805	0.178064	0.426797	3.77267
6500	-139.867	0	-139.867	16.716	0.0757745	0.0115329	0.0779097	0.0568921	0.00597607	0.162153	0.231394	0.0188463	0.00803227	0.0122184	0.0116937	0.0015877	0.099576	0.000164599	0.0452758	0.0212983	0.202624	0.0240908	0.0982317	0.00898819	0.128077	0.0883976	0.0699837	0.0189328	0.0201273	0.0462738	0.0579	0.0628466	0.0367898	0.17675	0.238348	0.0178438	0.0762344	0.00321403	0.042957	0.0630597	0.0260607	0.157535	0.243354	0.0142554	0.17465	0.0453045	0.0776861	0.2997	0.0635229	0.0112176	0.276881	0.178643	0.170036	0.708472	0.90446	1.06148	1.32559	0.0811481	0.205795	0.120548	0.592509	3.06084
6510	-151.385	0	-151.385	19.8477	0.0421777	0.0700262	0.00606757	0.0568921	0.0912317	0.104849	0.171775	0.0911867	0.00254681	0.172754	0.0206757	0.0563963	0.014899	0.010669	0.179796	0.0640245	0.111598	0.00406481	0.0182709	0.108483	0.128077	0.0883976	0.566875	0.0689871	0.0681827	0.172832	0.0737211	0.201523	0.0367898	0.17675	0.238348	0.117637	0.54783	0.0435023	0.0191252	0.00490012	0.0260607	0.0446087	0.243354	0.0161746	0.17465	0.0109228	0.0396922	0.125829	0.205041	0.0691561	0.261889	0.0571507	0.280934	0.730844	0.913467	1.05783	1.29786	0.0744708	0.301846	0.265918	0.357765	4.50733
6520	-153.498	0	-153.498	19.8477	0.198564	0.0700262	0.0657706	0.0568921	0.0296498	0.0814623	0.203605	0.097806	0.0241616	0.199923	0.0206757	0.0563441	0.014899	0.0339495	0.00225559	0.0314	0.113368	0.0275501	0.0313053	0.0566543	0.0345353	0.0883976	0.0420772	0.0893609	0.0681827	0.172832	0.136673	0.00663682	0.00598374	0.17675	0.238348	0.143781	0.0476092	0.0435023	0.0881105	0.136348	0.0295956	0.113431	0.165818	0.0161746	0.141601	0.00676332	0.0396922	0.20489	0.22945	0.160664	0.175049	0.0230798	0.206868	0.730844	0.913467	1.05783	1.29786	0.0744075	0.240914	0.243591	0.441088	3.44847
6530	-144.368	0	-144.368	7.20418	0.102918	0.0700262	0.0464437	0.109046	0.0296498	0.00378416	0.203605	0.0680001	0.0261347	0.0228449	0.00203034	0.0563441	0.01027	0.112097	0.182251	0.154771	0.118265	0.0275501	0.0100742	0.0208219	0.0404137	0.337	0.287112	0.0228531	0.0681827	0.172832	0.136673	0.00192032	0.0550646	0.0400685	0.238348	0.0508204	0.376078	0.0435023	0.0706988	0.00240288	0.0267743	0.0183775	0.0713764	0.016205	0.0680941	0.12108	0.0396922	0.240106	0.110214	0.125789	0.144584	0.11329	0.266017	0.573947	0.842927	1.07848	1.50465	0.119311	0.255738	0.258579	0.366372	3.6825
6540	-144.717	0	-144.717	62.1743	0.0548594	0.0700262	0.0464437	0.0400305	0.0423845	0.172729	0.113662	0.0680001	0.0261347	0.0265723	0.00717885	0.0170596	0.00331624	0.112097	0.261989	0.0152984	0.314227	0.0275501	0.0484524	0.00391313	0.0235292	0.337	0.161699	0.0228531	0.0414294	0.172832	0.128643	0.00791373	0.0556624	0.0691301	0.127741	0.0292945	0.19753	0.101578	0.359584	0.0140741	0.0156156	0.0183775	0.148965	0.0557493	0.143857	0.021327	0.0143681	0.0442947	0.265949	0.0929399	0.232641	0.194574	0.169601	0.843714	0.954359	1.03646	1.16547	0.113409	0.266218	0.255454	0.364919	3.74068
6550	-141.858	0	-141.858	12.654	0.0719194	0.0700262	0.00750119	0.0400305	0.0341334	0.0608372	0.128801	0.000226088	0.0409861	0.022321	0.00717885	0.0464832	0.0949267	0.00122345	0.0316084	0.0152984	0.345864	0.0518824	0.0484524	0.00425588	0.0195228	0.00215359	0.226495	0.0841593	0.174031	0.172832	0.128643	0.00588597	0.0175953	0.148638	0.127741	0.0905101	0.101775	0.101578	0.359584	0.0140741	0.0261362	0.0125619	0.00717537	0.0897353	0.163096	0.0433236	0.0120887	0.053806	0.0118642	0.286087	0.331941	0.0660932	0.250209	0.668685	0.88763	1.06744	1.37625	0.124903	0.315609	0.245144	0.314345	3.25329
6560	-136.77	0	-136.77	4.8462	0.0526729	0.0166546	0.035357	0.0117653	0.0466429	0.0438781	0.144041	0.0151279	0.0727587	0.115663	0.00717885	0.00677179	0.0873968	0.0232263	0.0316084	0.0685216	0.428709	0.0518824	0.0785155	0.021786	0.0354418	0.140687	0.160778	0.0841593	0.0307529	0.0422058	0.00310231	0.0162646	0.0278913	0.0444933	0.127741	0.0905101	0.0996387	0.27259	0.0554641	0.0140741	0.00635938	0.0388195	0.0179003	0.0897353	0.163096	0.0804035	0.00535179	0.0773766	0.0242456	0.017979	0.501949	0.0872113	0.291238	0.495562	0.800179	1.08356	1.6207	0.262947	0.19402	0.147032	0.396001	3.00762
6570	-153.476	0	-153.476	115.759	0.379765	0.0871789	0.035357	0.000390222	0.0240875	0.243339	0.163303	0.0374276	0.0727587	0.115663	0.00426546	0.0411782	0.0396853	0.119108	0.179652	0.0685216	0.210431	0.0518824	0.0815687	0.0624506	0.0445324	0.00681392	0.0732072	0.00747724	0.0307529	0.053397	0.00429235	0.101756	0.040922	0.111655	0.127741	0.0287922	0.0423696	0.0930933	0.294087	0.00164955	0.0324675	0.048182	0.115544	0.0686431	0.0625939	0.0638237	0.0307443	0.148308	0.10251	0.0128129	0.276179	0.253581	0.206609	0.884454	0.967406	1.02766	1.12048	0.130943	0.254151	0.252946	0.36196	3.50255
6580	-145.324	0	-145.324	33.8251	0.0503598	0.030713	0.00699509	0.0500306	0.0634111	0.218125	0.207635	0.0142157	0.0156621	0.000344033	0.0278339	0.0411782	0.10739	0.0713632	0.0337377	0.0550902	0.199849	0.0767323	0.0815687	0.0624506	0.0577591	0.099352	0.162926	0.00747724	0.00655229	0.08853	0.527627	0.00688888	0.0223633	0.0917887	0.203324	0.0703877	0.142053	0.0399455	0.0328371	0.102696	0.0324675	0.048182	0.162165	0.0686431	0.111517	0.0638237	0.0446573	0.0891266	0.0666801	0.0598959	0.520262	0.0530695	0.210966	0.790691	0.936056	1.04708	1.22617	0.0696498	0.228059	0.261465	0.440826	3.60865
6590	-155.753	0	-155.753	3.41094	0.294469	0.00925408	0.163502	0.0500306	0.0394917	0.108589	0.268526	0.140064	0.000350933	0.038014	0.0885439	0.0116967	0.140358	0.283899	0.00467989	0.00860184	0.138761	0.0767323	0.0815687	0.150632	0.0668069	0.099352	0.199971	0.0802856	0.00548344	0.00938351	0.131923	0.0074514	0.0562665	0.0917887	0.0528176	0.198546	0.132922	0.0553468	0.0368292	0.102696	0.0324675	0.048182	0.325152	0.00266453	0.111517	0.0366048	0.0446573	0.0701431	0.00145264	0.246253	0.240654	0.156525	0.284972	0.41875	0.75201	1.08391	1.74533	0.0656364	0.23643	0.303967	0.393967	4.02688
6600	-146.977	0	-146.977	31.8918	0.0644774	0.0834236	0.0144066	0.0265221	0.152687	0.0786183	0.178789	0.0864816	0.017108	0.038014	0.0552078	0.0260574	0.0743893	0.00994743	0.0100737	0.00714735	0.11509	0.0483533	0.00585596	0.0802381	0.0282369	0.00651841	0.257577	0.0802856	0.00899321	0.0613509	0.180515	0.0074514	0.00182918	0.0123406	0.387615	0.198546	0.132922	0.0476074	0.0368292	0.00202246	0.0171619	0.048182	0.186124	0.0373148	0.125071	0.0365423	0.0604572	0.0544742	0.0448758	0.00226134	0.34826	0.12079	0.429339	0.784749	0.933907	1.04821	1.23314	0.135733	0.44636	0.121592	0.296315	3.13438
6610	-138.234	0	-138.234	18.1757	0.0727774	0.0038803	0.0675283	0.0254947	0.0283054	0.0786183	0.18173	0.0864816	0.00697944	0.0394233	0.0489873	0.0125692	0.0743893	0.0251625	0.0654432	0.0831128	0.110942	0.00611646	0.0452229	0.0351792	0.104423	0.0501554	0.0430055	0.0802856	0.00899321	0.0613509	0.0864928	0.0320693	0.0116302	0.050572	0.0537873	0.0670301	0.132922	0.109507	0.051038	0.010596	0.035678	0.0927624	0.186124	0.0373148	0.0120449	0.0365423	0.140669	0.307199	0.033563	0.000971799	0.246038	0.11072	0.301509	0.71958	0.908972	1.05969	1.31175	0.0735299	0.324462	0.225579	0.376429	2.59334
6620	-156.881	0	-156.881	10.4083	0.129564	0.00603665	0.0675283	0.0705685	0.022988	0.0786183	0.205623	0.0434629	0.0065109	0.0418949	0.0654645	0.1272	0.0743893	0.0251625	0.044302	0.0768981	0.0712354	0.136848	0.0452229	0.562813	0.100917	0.0533348	0.0644468	0.0100887	0.0060317	0.0613509	0.0296612	0.144428	0.0116302	0.050572	0.0506675	0.0670301	0.297608	0.0328399	0.00883569	0.0987442	0.035678	0.0998935	0.186124	0.225401	0.0285206	0.0365423	0.0106371	0.232695	0.210653	0.000241171	0.400749	0.0712829	0.0843779	0.638036	0.873914	1.07152	1.41653	0.103345	0.176503	0.158475	0.561676	3.61332
6630	-168.048	0	-168.048	21.4828	0.147548	0.272915	0.0292299	0.0380205	0.0333717	0.035439	0.508268	0.0782655	0.00283031	0.0551123	0.00183296	0.0228076	0.0471861	0.0329565	0.0455964	0.00617039	0.107037	0.136848	0.0452229	0.00686803	0.0689104	0.0805119	0.14022	0.27949	0.0060317	0.224076	0.0296612	0.144428	0.0116302	0.248336	0.0506675	0.361351	0.297608	0.0328399	0.0301922	0.196171	0.0292491	0.0998935	0.00520262	0.229391	0.21534	0.0281212	0.100599	0.10143	0.00744507	0.0512974	0.478967	0.0231033	0.337758	0.740626	0.917307	1.05617	1.2859	0.0729396	0.278139	0.164578	0.484343	4.56345
6640	-153.801	0	-153.801	19.1715	0.102377	0.00356827	0.0292299	0.0526903	0.237929	0.00769705	0.577218	0.0299196	0.200514	0.000777658	0.00367413	0.0144413	0.0658628	0.0984787	0.0455964	0.10558	0.148464	0.136848	0.0331281	0.0575443	0.0689104	0.108054	0.0437483	0.27949	0.220263	0.00379528	0.0259989	0.0628902	0.00681935	0.0339493	0.0599227	0.022504	0.0958504	0.0749546	0.00104794	0.00175295	0.00941614	0.0313201	0.0116865	0.0831866	0.00912139	0.0022145	0.0847041	0.0541875	0.00253984	0.0174998	0.458785	0.133185	0.333802	0.726457	0.911726	1.05856	1.30325	0.108726	0.113908	0.168587	0.608779	3.29314
6650	-161.702	0	-161.702	5.57074	0.102377	0.0202484	0.00394466	0.00441215	0.0646777	0.0345999	0.243457	0.11137	0.136825	0.0328446	0.00367413	0.0144413	0.310907	0.195654	0.104913	0.0687677	0.109261	0.0038115	0.0992997	0.115194	0.0625795	0.0383946	0.0567004	0.11001	0.230358	0.0135565	0.184713	0.19043	0.0998036	0.00146061	0.0599227	0.0791747	0.213746	0.00432576	0.141932	0.291123	0.250771	0.0257833	0.385357	0.0831866	0.00912139	0.0425619	0.0478264	0.0905874	0.0395469	0.00610448	0.270715	0.0822846	0.510761	0.524184	0.816466	1.08219	1.57716	0.191982	0.171055	0.258984	0.37798	4.40352
6660	-161.294	0	-161.294	8.84368	0.382819	0.271603	0.068895	0.24068	0.0176494	0.0164539	0.243457	0.11137	0.136825	0.0328446	0.00212891	0.0275865	0.0475626	0.195654	0.104913	0.0687677	0.112092	0.00631207	0.0122062	0.00211126	0.0526896	0.0383946	0.123938	0.0101294	0.0456982	0.093995	0.0330276	0.044853	0.117639	0.000360073	0.347708	0.158989	0.213746	0.0653715	0.0182368	0.00273068	0.250771	0.258698	0.175361	0.0404903	0.00118286	0.000197242	0.034036	0.0153289	0.076426	0.137408	0.250674	0.190299	0.329864	0.610699	0.861095	1.07476	1.45344	0.354638	0.133834	0.107827	0.403701	4.23018
6670	-161.24	0	-161.24	3.81759	0.174231	0.00338831	0.0735708	0.0439258	0.0176494	0.014345	0.426187	0.361672	0.109461	0.0639505	0.0053534	0.0275865	0.0452409	0.195654	0.104913	0.0057715	0.0518788	0.117423	0.0249093	0.126641	0.0621689	0.0891133	0.123938	0.030051	0.329821	0.093995	0.27444	0.139975	0.00571298	0.00650891	0.108634	0.158989	0.213746	0.0111935	0.130839	0.0090705	0.0875444	0.0730451	0.142331	0.0404903	0.0330953	0.0805765	0.034036	0.0854056	0.0325605	0.0380409	0.518902	0.0526835	0.272407	0.444052	0.768655	1.08438	1.70291	0.186609	0.0984737	0.177294	0.537623	4.27307
6680	-160.439	0	-160.439	21.7822	0.108772	0.00338831	0.0290483	0.0321564	0.0584243	0.0521671	0.433191	0.0168454	0.183402	0.0442487	0.0163341	0.0737166	0.0917813	0.0206957	0.0977895	0.00330498	0.0518788	0.117423	0.0573274	0.105769	0.0610086	0.0591819	0.340302	0.0196445	0.0546291	0.0968894	0.0363197	0.139975	0.100947	0.115566	0.108634	0.0567695	0.285457	0.134199	0.130839	0.068836	0.171422	0.366459	0.142331	0.0404903	0.0428194	0.0838971	0.034036	0.0678822	0.0258798	0.0217854	0.138878	0.291359	0.454216	0.742302	0.917959	1.05588	1.28386	0.230381	0.169763	0.227365	0.372492	4.28832
6690	-158.701	0	-158.701	52.2496	0.108772	0.00338831	0.0685376	0.0321564	0.00818993	0.0108209	0.0962621	0.0111831	0.0015488	0.0869699	0.000878202	0.0737166	0.173867	0.0473727	0.0556024	0.0560694	0.138267	0.0396401	0.0573274	0.371679	0.0312978	0.118065	0.308551	0.101636	0.048892	0.00393839	0.0363197	0.0652945	0.196972	0.0332746	0.108634	0.0567695	0.0262768	0.134199	0.0379942	0.152066	0.171422	0.309619	0.142331	0.0829083	0.00426592	0.0184215	0.0726803	0.169051	0.0237301	0.00678916	0.54641	0.112468	0.141551	0.830038	0.949784	1.03929	1.18089	0.0755522	0.216621	0.156763	0.551064	3.70408
6700	-151.605	0	-151.605	16.98	0.0021341	0.00709166	0.0575894	0.159869	0.0166438	0.041384	0.123952	0.0362828	6.49167e-05	0.032784	0.0663333	0.0737166	0.00576257	0.101984	0.123763	0.0560694	0.172173	0.0313514	0.0220354	0.113774	0.0975173	0.0894306	0.0510555	0.00425204	0.048892	0.330808	0.000141296	0.0652945	0.196972	0.0303318	0.0732688	0.0421793	0.0373696	0.0126182	0.0474341	0.0659741	0.171422	0.0878337	0.142331	0.0248101	0.0564309	0.0206766	0.136487	0.102219	0.0143487	0.01274	0.370027	0.0680053	0.43266	0.710581	0.905322	1.06115	1.32295	0.253629	0.184214	0.0786989	0.483458	3.07829
6710	-153.8	0	-153.8	16.98	0.0687086	0.0399274	0.0575894	0.00326887	0.0166438	0.041384	0.387992	0.0243348	0.00102365	0.145803	0.10297	0.00879358	0.171782	0.101984	0.0845589	0.0560694	0.215429	0.0313514	0.103652	0.131789	0.0211575	0.182843	0.107854	0.0851066	0.0648797	0.0309316	0.0379406	0.0620482	0.053238	0.0780031	0.154884	0.0421793	0.0175763	0.0197551	0.0512851	0.0659741	0.0886605	0.0878337	0.19375	0.118231	0.0354114	0.0777944	0.00343976	0.0571766	0.0863882	0.00603382	0.234681	0.22231	0.39341	0.710581	0.905322	1.06115	1.32295	0.242596	0.123975	0.285992	0.347437	3.47583
6720	-155.619	0	-155.619	17.8884	0.135646	0.00558217	0.0645385	0.266064	0.10365	0.308554	0.313335	0.032619	0.00102365	0.125097	0.075869	0.00712995	0.00829923	0.101984	0.0609484	0.100505	0.462909	0.0291522	0.170183	0.0419042	0.0794837	0.13639	0.258412	0.00170318	0.0648797	0.0102732	0.0379406	0.0179483	0.0508521	0.107092	0.0367994	0.122763	0.140973	0.167666	0.016241	0.0254704	0.0896522	0.0878337	0.19375	0.118231	0.00367326	0.0185593	0.0372129	0.324371	0.0143818	0.0618644	0.203774	0.0913436	0.304264	0.717495	0.908131	1.06003	1.31434	0.112306	0.198642	0.257859	0.431192	4.23879
6730	-166.808	0	-166.808	42.6734	0.167691	0.00347711	0.00605598	0.226972	0.0173301	0.308554	0.313335	0.032619	0.149162	0.114327	0.075869	0.00712995	0.120921	0.107552	0.0641764	0.0117968	0.0526127	0.0247239	0.0135369	0.0419042	0.0794837	0.285165	0.091366	0.00141645	0.0648797	0.00607494	0.0983104	0.0345924	0.343048	0.127507	0.0367994	0.0720168	0.140973	0.0383775	0.384676	0.00671411	0.348412	0.0878337	0.184241	0.118231	0.0493333	0.104473	0.171731	0.0747017	0.00433972	0.113716	0.217534	0.075471	0.514237	0.812679	0.943833	1.04279	1.20069	0.0674291	0.26257	0.180398	0.489603	4.7354
6740	-170.494	0	-170.494	3.25723	0.379771	0.0978661	0.165425	0.0443449	0.0965918	0.0131953	0.313335	0.0702983	0.149162	0.0157432	0.0459306	0.0104301	0.120921	0.0173545	0.0483233	0.171587	0.268148	0.0752357	0.147962	0.1277	0.336448	0.288998	0.091366	0.013923	0.155533	0.263524	0.133508	0.014718	0.0530066	0.0312148	0.20466	0.102322	0.0775723	0.0289668	0.162225	0.00671411	0.260838	0.0771567	0.184241	0.118231	0.0535138	0.0554226	0.0503078	0.402857	0.0416514	0.151686	0.108836	0.0863333	0.208637	0.408232	0.744844	1.08352	1.7634	0.0568598	0.154235	0.343499	0.445406	5.14373
6750	-166.015	0	-166.015	16.8616	0.110523	0.00571219	0.0244061	0.015894	0.00215814	0.0131953	0.162412	0.306891	0.149162	0.0157432	0.00666337	0.0735832	0.035146	0.0405637	0.0907335	0.229185	0.11172	0.0151525	0.0631667	0.1277	0.0788585	0.231538	0.230594	0.0391918	0.103213	0.205456	0.133508	0.0925937	0.0335909	0.0312148	0.170572	0.262815	0.0936725	0.0691639	0.200451	0.13054	0.0789931	0.0987162	0.210617	0.118231	0.0757413	0.0526969	0.0047505	0.184227	0.00954755	0.0347701	0.527427	0.107244	0.136785	0.709641	0.904938	1.0613	1.32412	0.129545	0.253408	0.308289	0.308757	4.34643
6760	-160.299	0	-160.299	9.80665	0.140391	0.00571219	0.0367096	0.0305349	0.000333924	0.0704434	0.385174	0.0332384	0.149162	0.0417779	0.115502	0.0735832	0.0518149	0.196846	0.0691179	0.0486792	0.236253	0.0436836	0.00654324	0.0102273	0.203245	0.127993	0.101806	0.0179848	0.125191	0.383518	0.0136902	0.0564162	0.0335909	0.0905154	0.170572	0.208469	0.0477184	0.0419	0.183112	0.00430565	0.0789931	0.145252	0.210617	0.106893	0.00911913	0.00389726	0.0695658	0.14706	0.0124368	0.0316723	0.359163	0.139697	0.309971	0.628234	0.869383	1.07273	1.42965	0.0963279	0.287712	0.185976	0.429984	4.18009
6770	-164.623	0	-164.623	18.441	0.143349	0.0173775	0.0367096	0.000259559	0.0897881	0.0704434	0.12868	0.162405	0.0380335	0.052391	0.0440155	0.0735832	0.113362	0.196846	0.122027	0.0486792	0.181054	0.0462212	0.0125918	0.0301162	0.284811	0.446111	0.10448	0.0227143	0.068383	0.384185	0.034055	0.0564162	0.0335909	0.0905154	0.117975	5.51425e-05	0.033162	0.023785	0.183112	0.0476676	0.0647731	0.209172	0.0704971	0.106893	0.0906042	0.0695661	0.0085932	0.107714	0.00910929	0.0231983	0.418115	0.271046	0.170817	0.721463	0.909729	1.05939	1.30942	0.189759	0.21426	0.307747	0.288235	4.15905
6780	-170.172	0	-170.172	23.8767	0.213897	0.146019	0.0367096	0.0361118	0.0109411	0.0412084	0.364864	0.339546	0.249905	0.052391	0.0343053	0.0290546	0.182937	0.0644268	0.122027	0.0486792	0.181054	0.0547836	0.0694367	0.0282834	0.0332806	0.446111	0.0776095	0.0170032	0.0869083	0.0570534	0.034055	0.0811927	0.0925374	0.193029	0.117975	0.00428301	0.074389	0.00896779	0.183253	0.0166016	0.219539	0.0721588	0.0704971	0.106893	0.0906042	0.0695661	0.020586	0.3712	0.00281457	0.00716776	0.384425	0.116477	0.117915	0.753176	0.922146	1.05398	1.2707	0.0853828	0.167062	0.239955	0.5076	4.48067
6790	-177.415	0	-177.415	32.8979	0.019636	0.146019	0.0226776	0.0256791	0.0012713	0.0230468	0.338068	0.298133	0.249905	0.078184	0.0419777	0.00633406	0.182937	0.0644268	0.105124	0.0871674	0.181054	0.421778	0.0694367	0.00113683	0.0836777	0.446111	0.45574	0.0187966	0.0539708	0.229648	0.0434615	0.0631096	0.0320788	0.0170981	0.151125	0.272484	0.0294608	0.00773746	0.183253	0.0166016	0.0507961	0.0397131	0.0704971	0.106893	0.317597	0.0695661	0.0120077	0.349785	0.00149918	0.00381791	0.274845	0.18759	0.182464	0.787904	0.935051	1.04761	1.22944	0.0822202	0.197914	0.231067	0.488798	5.13542
6800	-174.725	0	-174.725	4.16052	0.109703	0.0224378	0.182586	0.0808776	0.0918218	0.0391887	0.208414	0.171685	0.249905	0.0621173	0.0564707	0.00633406	0.0156242	0.0644268	0.105124	0.376623	0.0333775	0.0352407	0.00346764	0.0964066	0.0836777	0.446111	0.2443	0.0187966	0.065046	0.229648	0.0379483	0.0407345	0.0531823	0.0877668	0.151125	0.0682959	0.0386404	0.019206	0.183253	0.0592955	0.0216506	0.0167216	0.0697409	0.172847	0.317597	0.0754748	0.0945229	0.410025	0.000466794	0.0820323	0.199279	0.101331	0.206865	0.462969	0.780583	1.08434	1.6721	0.0325601	0.374682	0.360629	0.232129	4.60741
6810	-172.696	0	-172.696	38.5196	0.0854303	0.0224378	0.0839948	0.0446303	0.136219	0.152667	0.150672	0.100923	0.111086	0.0621173	0.0575059	0.00633406	0.0697703	0.0644268	0.105124	0.113762	0.0916567	0.0217504	0.0646686	0.351289	0.0437076	0.058072	0.2443	0.0187966	0.0192254	0.108825	0.00241328	0.0443213	0.121747	0.120606	0.151125	0.000529932	0.0147193	0.0185865	0.265836	0.0330789	0.347052	0.118991	0.217199	0.172847	0.152249	0.165494	0.0945229	0.389951	0.000175057	0.0307638	0.287256	0.0702294	0.221625	0.803272	0.940539	1.04465	1.21154	0.0793728	0.323552	0.212061	0.385014	4.43071
6820	-171.123	0	-171.123	19.3095	0.0303799	0.17323	0.10062	0.0430748	0.033986	0.0127265	0.253922	0.139849	0.128505	0.0307145	0.384948	0.00633406	0.0348391	0.0997442	0.105124	0.2178	0.171754	0.0591104	0.0905766	0.0502509	0.0390322	0.0912058	0.0705271	0.0239743	0.00299782	0.0546855	0.013969	0.0101158	0.0172483	0.120606	0.151125	0.468263	0.0511966	0.0114302	0.185482	0.00606419	0.264189	0.118991	0.162468	0.14877	0.105242	0.165494	0.0832299	0.158314	7.64339e-05	0.0867723	0.415617	0.155218	0.184002	0.72737	0.912089	1.05841	1.30213	0.092007	0.215701	0.358814	0.333477	4.5338
