Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
12220	-15727.7	-15712	-15.7204	0.0776283	0.11196	0.0980603	0.0714647	0.120179	0.0946574	0.0696874	0.101515	0.0948522	0.0828332	0.0894729	0.159479	0.0841498	0.0956571	0.123061	0.130783	0.154673	0.0674654	0.101252	0.140969	0.042311	0.10248	0.0777418	0.0332383	0.0787624	0.0352947	0.0137082	0.0231198	0.0508786	0.0413295	0.0136631	0.0292897	0.0165613	0.0393154	0.0164798	0.0873071	0.0253893	0.01807	0.0350567	0.0257239	0.0314035	0.0306511	0.0527201	2.99029
12230	-15729.5	-15712.7	-16.7885	0.100598	0.103887	0.117589	0.0714647	0.130333	0.100672	0.0765606	0.0996225	0.1165	0.0777652	0.0872841	0.146487	0.101162	0.0878198	0.0984098	0.125658	0.142835	0.100229	0.116213	0.111498	0.0749481	0.0884433	0.0919934	0.0115947	0.0541336	0.0258439	0.0279074	0.0210091	0.0583422	0.0388759	0.026286	0.0411921	0.0223539	0.0567556	0.0261642	0.0773678	0.0208762	0.016984	0.0466986	0.0360597	0.0258501	0.0474677	0.0473679	3.0971
12240	-15722.7	-15706.3	-16.41	0.0829901	0.0946266	0.139649	0.0796832	0.13429	0.102796	0.0688929	0.116262	0.0959442	0.0902831	0.0870686	0.154227	0.0681481	0.0843112	0.113985	0.103042	0.160224	0.073641	0.116213	0.133324	0.0589433	0.0913868	0.0759	0.0163608	0.0661891	0.0252227	0.0237274	0.0210091	0.0622859	0.0454968	0.0207428	0.0263732	0.0363704	0.0625933	0.0172921	0.0773861	0.0245492	0.0219927	0.0493294	0.0438545	0.0189014	0.0335599	0.0401873	3.05926
12250	-15725.3	-15709.5	-15.7193	0.0911638	0.120665	0.11388	0.0681034	0.112573	0.0968656	0.0943233	0.124551	0.0818502	0.0791621	0.0892262	0.115457	0.083332	0.107621	0.123178	0.112218	0.131622	0.0698475	0.10544	0.133218	0.0655966	0.0928602	0.0829838	0.0138338	0.0661891	0.041213	0.0237322	0.0129221	0.0482173	0.0422986	0.020374	0.022621	0.0150635	0.0596621	0.0339272	0.078415	0.0248187	0.0234652	0.034613	0.027374	0.0310132	0.0253639	0.0493339	2.99019
12260	-15728.8	-15713.2	-15.6278	0.0934748	0.111905	0.11388	0.0764315	0.114696	0.10967	0.0807141	0.113045	0.104126	0.081372	0.0704914	0.117144	0.0940419	0.0920332	0.0966644	0.117691	0.163894	0.0813186	0.10075	0.107188	0.0873962	0.1037	0.0729307	0.0167302	0.0625595	0.0298243	0.0191289	0.0315383	0.0397453	0.0413592	0.0289357	0.0220661	0.0145966	0.0611417	0.0165592	0.0628323	0.0168916	0.0186384	0.0340214	0.0508617	0.0282072	0.0320938	0.048745	2.98103
12270	-15722.2	-15705.8	-16.3563	0.0941534	0.0914213	0.114893	0.0764315	0.13848	0.101856	0.076153	0.116754	0.0919488	0.0739905	0.0847398	0.130011	0.0802329	0.0921682	0.106526	0.129838	0.154011	0.0847762	0.11783	0.139741	0.0537461	0.0900531	0.0777571	0.022295	0.0687866	0.0298243	0.0240333	0.0168729	0.0584053	0.0468095	0.0213641	0.0287905	0.0258803	0.0545836	0.0279599	0.0645384	0.0461186	0.0278356	0.018595	0.0410658	0.0324468	0.0300594	0.0501066	3.05388
12280	-15731.1	-15714.6	-16.4796	0.082977	0.109285	0.119261	0.0624049	0.160854	0.101829	0.0865513	0.0989916	0.106602	0.0830557	0.0989642	0.139279	0.080931	0.0717728	0.0999831	0.11965	0.170777	0.0874108	0.113966	0.11053	0.0762354	0.0846138	0.0735427	0.0358698	0.055501	0.0248826	0.0194567	0.0307181	0.0459592	0.0350664	0.0249223	0.0327906	0.0323334	0.0489702	0.013015	0.0782457	0.0173705	0.0233352	0.0431568	0.0375644	0.0390197	0.0353586	0.0532147	3.06622
12290	-15715.2	-15699.2	-15.9782	0.0862257	0.0990531	0.115722	0.0578802	0.129389	0.101688	0.0815804	0.121711	0.0878196	0.0833168	0.0752208	0.148217	0.0824406	0.095285	0.118686	0.139708	0.13276	0.0731295	0.112945	0.127113	0.0658741	0.0799131	0.0878665	0.0245398	0.0637838	0.0342837	0.0210833	0.0168267	0.0494824	0.0338836	0.0212468	0.0251729	0.0296063	0.0573043	0.0182344	0.0836261	0.0311662	0.0249766	0.0350059	0.0342677	0.0247005	0.0353586	0.0479839	3.01608
12300	-15727	-15710.6	-16.4073	0.0957566	0.104421	0.116307	0.0884358	0.154522	0.0926522	0.0899775	0.11598	0.0771886	0.078573	0.0796283	0.150561	0.0714652	0.0966216	0.111678	0.110779	0.156594	0.0813631	0.130809	0.13208	0.0655622	0.0749544	0.0575181	0.022178	0.061463	0.0407711	0.0284041	0.0216593	0.0437847	0.0467954	0.0212468	0.0411834	0.0194314	0.0451532	0.0222686	0.0762999	0.0158988	0.0244772	0.0372183	0.0383965	0.0247005	0.0465688	0.0476549	3.05898
12310	-15729.1	-15712.7	-16.4253	0.105965	0.109799	0.134433	0.0926164	0.102802	0.103775	0.0822041	0.101394	0.0977229	0.0882172	0.0676658	0.121516	0.0785199	0.0905422	0.110224	0.135573	0.154295	0.0883574	0.120713	0.122098	0.0625743	0.0831585	0.0721757	0.0299656	0.060645	0.0417926	0.0220561	0.0223397	0.0706632	0.0422458	0.0228712	0.0254881	0.032858	0.0476701	0.0139456	0.0663487	0.0340035	0.0108832	0.0331038	0.0418042	0.025609	0.0342709	0.0558778	3.06078
12320	-15727.6	-15711	-16.6723	0.0931201	0.100224	0.123199	0.0669364	0.128054	0.102569	0.0589498	0.122765	0.108503	0.0761249	0.0645277	0.137367	0.0863392	0.0962455	0.129306	0.116369	0.153417	0.0849475	0.11291	0.133394	0.0732451	0.0861159	0.0909549	0.0308941	0.0414127	0.0379627	0.0222968	0.0138027	0.0611997	0.043354	0.0396384	0.0254881	0.0241159	0.0439854	0.0162397	0.0857038	0.0462722	0.02049	0.0223925	0.0291324	0.0316325	0.0458549	0.0580264	3.08548
12330	-15731	-15714.8	-16.1939	0.0931201	0.118413	0.1136	0.0947272	0.127476	0.0956888	0.0824159	0.111087	0.0875772	0.0863923	0.0704208	0.117906	0.0799657	0.101874	0.0994611	0.109443	0.175858	0.0879903	0.0832611	0.123269	0.0586802	0.105843	0.0818131	0.0358793	0.0534512	0.0305987	0.0299245	0.0103138	0.046215	0.0211411	0.0227528	0.0241892	0.0257834	0.0484631	0.0236843	0.0869033	0.0358549	0.0307609	0.0542342	0.0397586	0.0282085	0.0383872	0.0448534	3.03764
12340	-15718.5	-15702.7	-15.7426	0.0931201	0.115858	0.106613	0.0686499	0.127401	0.0905879	0.0713464	0.129223	0.104231	0.0769203	0.0847533	0.128156	0.0791433	0.0946687	0.0967507	0.0909718	0.154529	0.0880469	0.102692	0.123252	0.0538917	0.0810257	0.0843661	0.0259518	0.0603471	0.0241998	0.0225292	0.0147554	0.0501944	0.045035	0.0307753	0.0438799	0.024234	0.0619513	0.0198645	0.0726241	0.0265127	0.0293404	0.045486	0.0415198	0.0306881	0.0289708	0.0474554	2.99251
12350	-15726	-15709.7	-16.3415	0.0873008	0.0998518	0.113553	0.079033	0.138873	0.085707	0.0640591	0.122362	0.105699	0.110964	0.0782432	0.148177	0.0854981	0.0898319	0.118597	0.11832	0.153757	0.0889288	0.0983539	0.1106	0.0735849	0.0774946	0.0839516	0.0275895	0.0758481	0.0504427	0.0282156	0.0111659	0.0390262	0.03391	0.036532	0.0325494	0.0198855	0.0642694	0.0237138	0.056936	0.0224431	0.0284865	0.0302619	0.0337495	0.0320214	0.0343063	0.0383143	3.05241
12360	-15728.1	-15713.1	-14.9834	0.0877205	0.0990518	0.0950243	0.080297	0.117148	0.0911823	0.0910198	0.103846	0.107783	0.0680122	0.0608159	0.12855	0.0803239	0.0825144	0.0964864	0.132584	0.140403	0.0918817	0.116361	0.109634	0.0610272	0.102237	0.0744104	0.0274054	0.0590138	0.027093	0.0155917	0.0179533	0.062754	0.0486268	0.0392622	0.0225892	0.0260847	0.0601326	0.0192247	0.0695837	0.0177117	0.0146931	0.0233639	0.0435962	0.024598	0.0311689	0.0478304	2.91659
12370	-15734	-15717.4	-16.509	0.102792	0.101716	0.130937	0.0634073	0.110534	0.0899419	0.0842064	0.113436	0.113135	0.0661327	0.0760841	0.125857	0.0743031	0.0873058	0.106818	0.110382	0.138316	0.0982295	0.119036	0.142389	0.0552783	0.0749504	0.0831603	0.0216629	0.0635321	0.0247402	0.0392685	0.0111752	0.0430624	0.0440071	0.0324717	0.0297327	0.038483	0.0734022	0.0264001	0.0845419	0.0159235	0.0310796	0.0436112	0.0487872	0.0491276	0.0334997	0.0462995	3.06916
12380	-15728.2	-15711.9	-16.2588	0.0903085	0.10618	0.105648	0.0813887	0.139031	0.0974021	0.0699722	0.124626	0.105739	0.0700522	0.0708493	0.148034	0.0819006	0.0844149	0.10111	0.143784	0.149413	0.0774346	0.0958055	0.0961278	0.0568709	0.0745244	0.100774	0.0301344	0.0670806	0.0336891	0.031359	0.0151125	0.0471002	0.0427573	0.0229507	0.0255117	0.0237472	0.0733668	0.0138796	0.0904097	0.0418443	0.0188263	0.0444646	0.039062	0.0355293	0.0260967	0.049823	3.04414
12390	-15731.6	-15715.2	-16.4804	0.0997913	0.102864	0.117428	0.0750313	0.127122	0.0855648	0.0699722	0.113537	0.10351	0.0825213	0.074895	0.133882	0.0819006	0.102314	0.114623	0.107527	0.158536	0.0929243	0.112798	0.13784	0.0940318	0.0995919	0.0612588	0.0271109	0.0497908	0.038762	0.0216514	0.0238725	0.0671161	0.0353691	0.019482	0.0287523	0.0120999	0.0446299	0.0148992	0.109396	0.0286477	0.021966	0.0198618	0.0234456	0.0340905	0.0458086	0.0500785	3.0663
12400	-15724.9	-15708.7	-16.2103	0.0883465	0.0996165	0.123208	0.0680499	0.146626	0.0965553	0.0719849	0.108987	0.117085	0.0859758	0.065569	0.125262	0.0687159	0.111947	0.0976217	0.126606	0.161961	0.0756726	0.101355	0.127149	0.0672052	0.0942144	0.0784414	0.0271109	0.0595312	0.0410404	0.0260029	0.0101865	0.0576932	0.0265664	0.0306971	0.0284021	0.0438323	0.0690348	0.0176265	0.0586153	0.0272207	0.0346735	0.028422	0.0343691	0.0294872	0.0318759	0.0487367	3.03928
12410	-15723.9	-15707.3	-16.5381	0.0957555	0.102387	0.113185	0.0759009	0.130758	0.100497	0.0862429	0.105822	0.124626	0.0901277	0.0753774	0.125059	0.0820775	0.092143	0.0951271	0.125381	0.186236	0.0835197	0.117687	0.135669	0.0559414	0.0850809	0.0777108	0.0332611	0.0517403	0.0245458	0.0121426	0.0270674	0.0483057	0.0368109	0.0383343	0.0216144	0.0332877	0.0545374	0.0103921	0.0841406	0.0220641	0.0205923	0.0397874	0.0329867	0.0291819	0.0420144	0.0469456	3.07206
12420	-15727	-15711.2	-15.7741	0.0895847	0.0989436	0.0964562	0.0900957	0.146069	0.10524	0.0766398	0.0976396	0.102089	0.0769696	0.0748844	0.140215	0.0825519	0.0955848	0.112926	0.108732	0.154308	0.103742	0.0979964	0.127515	0.0744966	0.0830519	0.0771605	0.0308737	0.0534861	0.0295986	0.011866	0.015601	0.0451237	0.030761	0.0195033	0.0347311	0.0261383	0.0392997	0.0197503	0.0682743	0.0383106	0.0205923	0.0302674	0.053617	0.0278399	0.0427823	0.0443554	2.99566
12430	-15723	-15707.8	-15.1731	0.0837675	0.0996626	0.111312	0.064471	0.130672	0.0791651	0.0853961	0.124016	0.0844211	0.0692545	0.0725182	0.14619	0.0649884	0.112312	0.104165	0.124527	0.174137	0.0705099	0.0996752	0.129262	0.0588936	0.0730999	0.073336	0.0292216	0.060169	0.0276171	0.02875	0.0100851	0.0520135	0.0481272	0.0314827	0.0261456	0.0351252	0.0464922	0.0321713	0.067336	0.0209461	0.0142538	0.025779	0.0365689	0.0244886	0.0342901	0.0487475	2.93556
12440	-15725	-15708.5	-16.5407	0.0746121	0.0851886	0.11316	0.0766299	0.118794	0.0926094	0.0833652	0.136762	0.0994294	0.0827492	0.0730043	0.150281	0.0803746	0.11047	0.122704	0.114428	0.179405	0.079168	0.118574	0.127339	0.0582193	0.0750595	0.0732772	0.021951	0.0541932	0.033444	0.020344	0.0100721	0.0509574	0.0347268	0.0242495	0.0261456	0.0364516	0.0719268	0.024222	0.0917476	0.0238736	0.0196089	0.025779	0.0428153	0.0407896	0.0427316	0.0506943	3.07233
12450	-15730.8	-15715.3	-15.5141	0.092525	0.110353	0.0878175	0.0639918	0.126734	0.104827	0.073631	0.136762	0.0917566	0.0827038	0.0647038	0.118351	0.0889726	0.0836156	0.117028	0.117922	0.151835	0.0890233	0.124303	0.0961157	0.0605617	0.0736024	0.0612678	0.0381577	0.0533151	0.0300787	0.0211257	0.0215685	0.0499141	0.0305723	0.0262389	0.026573	0.0185955	0.0509674	0.0194816	0.0876596	0.0435766	0.0290485	0.0506744	0.0301782	0.0337051	0.0289035	0.0609276	2.96967
12460	-15715	-15699.4	-15.6255	0.0845117	0.107236	0.118939	0.0795903	0.127272	0.0901284	0.0783204	0.126895	0.0952467	0.0932948	0.0701875	0.14183	0.0892126	0.10107	0.115921	0.107863	0.147341	0.0893499	0.10206	0.121646	0.0481322	0.0919821	0.0727115	0.0213589	0.0524932	0.0253829	0.0217293	0.0173865	0.0472744	0.0407119	0.0228598	0.0369871	0.0269467	0.0484645	0.0168581	0.0769698	0.0261239	0.0218268	0.0398236	0.0296183	0.0277103	0.0283369	0.0512004	2.9808
12470	-15731.2	-15714.8	-16.3721	0.0859818	0.091778	0.144766	0.0679732	0.127272	0.0934249	0.0710913	0.112802	0.115568	0.0769209	0.0822122	0.175866	0.0860105	0.0855436	0.114814	0.110751	0.161637	0.0952655	0.0966759	0.105912	0.0678684	0.0840109	0.104683	0.0303318	0.0570848	0.0210395	0.0197283	0.0315788	0.0362425	0.0449206	0.027647	0.0297429	0.0215609	0.056991	0.0294544	0.0709154	0.0179254	0.0238458	0.0393243	0.0278829	0.026223	0.0256936	0.0585044	3.05546
12480	-15721.9	-15706.2	-15.7227	0.0840561	0.0947197	0.11902	0.0740809	0.113788	0.0919944	0.087307	0.125892	0.0855889	0.0717234	0.0759845	0.128461	0.0702575	0.0979618	0.12542	0.138085	0.160097	0.0812481	0.114087	0.133559	0.0647664	0.104357	0.0684253	0.0202767	0.0645207	0.0336649	0.0166025	0.011703	0.0636862	0.0451473	0.0291168	0.0295113	0.00984073	0.0410607	0.0155615	0.0720821	0.0423514	0.025423	0.0298886	0.0283827	0.0197879	0.0361271	0.0449122	2.99053
12490	-15735.8	-15719.7	-16.1636	0.0822364	0.0943038	0.105684	0.0809058	0.159682	0.0735354	0.0798459	0.105625	0.0941391	0.093389	0.0879604	0.129684	0.0712785	0.0698367	0.0977344	0.132153	0.163273	0.0908144	0.10325	0.133257	0.0869003	0.0885635	0.0632671	0.0248597	0.0863192	0.0350675	0.0291993	0.0140439	0.0636862	0.0394855	0.0308495	0.0314756	0.0189346	0.0694108	0.0127748	0.0670318	0.0375986	0.0144264	0.0399933	0.0412277	0.0254675	0.0279496	0.0374972	3.03462
12500	-15724.9	-15709.4	-15.5125	0.0840279	0.100603	0.122194	0.0778897	0.107066	0.074346	0.0819222	0.144814	0.0988327	0.0696986	0.0862828	0.132975	0.0916619	0.0896002	0.10101	0.121739	0.142819	0.0713199	0.106559	0.137513	0.0623616	0.0983846	0.0808875	0.021673	0.0457255	0.0364039	0.025413	0.0279659	0.0517624	0.0506656	0.0201995	0.0233445	0.0232689	0.067733	0.0152459	0.0724318	0.0236679	0.0211337	0.0379648	0.0232125	0.0321939	0.0316859	0.033301	2.9695
12510	-15730.4	-15713.9	-16.4926	0.105396	0.107709	0.119124	0.0793416	0.140657	0.0897444	0.0747718	0.130657	0.0774455	0.10202	0.0791832	0.14601	0.086373	0.095726	0.108334	0.117978	0.188042	0.078108	0.0902714	0.107305	0.041623	0.10247	0.0934176	0.0200351	0.0759753	0.0197771	0.0195559	0.0249512	0.0475522	0.0368475	0.0173753	0.0161292	0.0208433	0.0575781	0.0218006	0.0791696	0.0354251	0.0338634	0.0380266	0.0258112	0.0230184	0.0432186	0.0488484	3.06751
12520	-15727.2	-15711	-16.2724	0.0895079	0.118832	0.101165	0.0594699	0.127039	0.0963058	0.0721322	0.138613	0.0937686	0.097346	0.0686054	0.11823	0.0725566	0.103628	0.123762	0.142333	0.168068	0.0870042	0.118376	0.126275	0.0790281	0.0744549	0.0741389	0.0276485	0.0783619	0.0240387	0.0195559	0.0186572	0.0407125	0.0242713	0.0357338	0.0232311	0.0202333	0.0477571	0.0121226	0.0843863	0.019731	0.0294676	0.0384214	0.0341818	0.0290146	0.0397701	0.0475587	3.04549
12530	-15723.1	-15706.2	-16.945	0.078172	0.105404	0.140709	0.0838166	0.137815	0.107091	0.085426	0.123387	0.0884317	0.076596	0.0701127	0.146883	0.0807787	0.0920265	0.100381	0.120189	0.174709	0.0759731	0.105066	0.136372	0.0649616	0.0892471	0.0888818	0.0311838	0.0650877	0.0245651	0.0234624	0.028874	0.0509768	0.038238	0.0429423	0.0277126	0.0204015	0.054882	0.0238067	0.0871456	0.0311342	0.0286739	0.0306895	0.0274069	0.0163678	0.0392187	0.0475587	3.11276
12540	-15728.2	-15711.6	-16.6269	0.0886794	0.123114	0.109728	0.0874499	0.129442	0.113117	0.0949061	0.10363	0.0855274	0.0665683	0.0641149	0.157078	0.0820119	0.115654	0.114697	0.116705	0.144635	0.0829269	0.112805	0.126129	0.0702333	0.0803884	0.0757257	0.0266424	0.0703468	0.0321058	0.0284794	0.0245568	0.0618067	0.0376495	0.0305604	0.0277126	0.0238853	0.0487721	0.00905633	0.0774501	0.01812	0.0410352	0.0405461	0.035112	0.0175676	0.032182	0.0520943	3.08095
12550	-15723.2	-15707.2	-16.059	0.0893752	0.100873	0.108782	0.0671764	0.13608	0.0983617	0.0768355	0.130905	0.122165	0.116172	0.0607955	0.140731	0.0762148	0.0923815	0.107024	0.115871	0.161674	0.0705451	0.104365	0.127159	0.0541909	0.105937	0.0789309	0.0287219	0.0487715	0.0310546	0.0284794	0.0144226	0.0390167	0.0402344	0.0245423	0.0253272	0.0145721	0.0565934	0.0280271	0.0854794	0.0246853	0.0166856	0.0367554	0.035112	0.0112879	0.0377212	0.0541142	3.02415
12560	-15729.6	-15713.2	-16.4247	0.0792789	0.117711	0.111894	0.0813599	0.122073	0.098584	0.0846322	0.115799	0.122374	0.0603612	0.0787286	0.148133	0.0675741	0.0925659	0.110324	0.152977	0.167881	0.0934058	0.10071	0.118196	0.0567948	0.0824856	0.0670024	0.0246568	0.0579606	0.0278394	0.0237464	0.0194116	0.0597687	0.0441613	0.0358331	0.0204635	0.0161112	0.0678383	0.0124585	0.0779944	0.0273561	0.0314657	0.0259211	0.0333824	0.0453832	0.0378732	0.0402521	3.06072
12570	-15724.3	-15708.2	-16.0895	0.0982744	0.103421	0.135864	0.0836677	0.12364	0.101459	0.073581	0.115799	0.104286	0.063262	0.0809117	0.132089	0.0955647	0.0842716	0.11567	0.125891	0.158117	0.0723224	0.123158	0.104071	0.0682271	0.0865988	0.0863094	0.0226323	0.0628395	0.0350305	0.0237464	0.0181317	0.0447541	0.0316085	0.0249175	0.0278029	0.0129859	0.0595666	0.0194288	0.0639031	0.040204	0.0301689	0.0446199	0.0249718	0.0261691	0.0259989	0.0512704	3.02721
12580	-15728.6	-15712	-16.6118	0.103686	0.110267	0.113986	0.0556344	0.136587	0.100744	0.0819092	0.128889	0.0972735	0.0792975	0.0894162	0.129755	0.0725347	0.0931015	0.10543	0.126843	0.152751	0.101439	0.103457	0.132512	0.0516359	0.0911581	0.0728498	0.036156	0.074257	0.035855	0.030657	0.0247188	0.0386151	0.0367451	0.0213724	0.0305916	0.0219998	0.0702631	0.0176865	0.080493	0.0431143	0.0227729	0.0334135	0.0214605	0.0176012	0.0266009	0.0639011	3.07943
12590	-15721.8	-15706.4	-15.3908	0.104716	0.110267	0.0994671	0.0718138	0.135607	0.0819673	0.0768717	0.126946	0.0730758	0.0670518	0.0694499	0.14545	0.0896085	0.101247	0.111947	0.112951	0.15685	0.0758339	0.117741	0.110814	0.06079	0.0905265	0.0839967	0.0270785	0.0519366	0.0234149	0.0191731	0.0112828	0.047906	0.0292604	0.0311602	0.0218075	0.0156932	0.0473139	0.0176865	0.101116	0.026381	0.0227729	0.0410051	0.0338853	0.0304769	0.0426889	0.0403071	2.95734
12600	-15736.2	-15719.2	-17.0398	0.079638	0.0885177	0.112996	0.0639929	0.132282	0.109445	0.0595408	0.1616	0.104591	0.0886768	0.0867806	0.132458	0.0938456	0.0944546	0.114941	0.111489	0.156549	0.103257	0.130697	0.135721	0.0492124	0.0777777	0.0760613	0.0178116	0.0632787	0.0422661	0.0368186	0.0187359	0.0613905	0.032496	0.0209212	0.0125621	0.0216037	0.0674183	0.0342611	0.0788662	0.0201732	0.0264394	0.0402252	0.048186	0.034085	0.0309732	0.0492008	3.12224
12610	-15726	-15711.2	-14.863	0.0956385	0.0847331	0.0970797	0.0808725	0.11071	0.110944	0.0667847	0.110631	0.0751981	0.0748344	0.0836132	0.119995	0.0882679	0.0966357	0.09553	0.115957	0.158017	0.0745048	0.101252	0.123128	0.0497539	0.0811028	0.0789185	0.0326484	0.0541223	0.0293081	0.0319141	0.0187359	0.0519254	0.0330817	0.0258786	0.0299909	0.0301047	0.0584636	0.0286615	0.0519042	0.0275236	0.0237224	0.0300777	0.0437196	0.0398988	0.0339083	0.0548571	2.90455
12620	-15736.5	-15719.8	-16.6538	0.100323	0.117631	0.0997811	0.0537037	0.115495	0.0898023	0.0978977	0.107066	0.102097	0.092137	0.0836132	0.137953	0.064145	0.103127	0.107277	0.102041	0.162521	0.0599575	0.119573	0.123128	0.0485001	0.0926278	0.09733	0.0323319	0.0546037	0.033059	0.0330141	0.0231335	0.0485014	0.0577064	0.0379248	0.0309764	0.0380554	0.0466238	0.0286615	0.0890023	0.0246863	0.0244178	0.0343611	0.0401204	0.0216233	0.0416593	0.0654443	3.08363
12630	-15724.8	-15708.7	-16.1052	0.0870105	0.100834	0.113898	0.0726938	0.128194	0.102534	0.0820275	0.124328	0.0784259	0.0878326	0.0865609	0.163425	0.0656277	0.10581	0.116936	0.0996278	0.170201	0.0762665	0.096051	0.114513	0.0736595	0.0967855	0.0953091	0.0279515	0.0625409	0.0374828	0.0281244	0.0173104	0.0468128	0.0490035	0.0379248	0.0231478	0.033544	0.0608371	0.0271129	0.0556338	0.0221284	0.0188873	0.0324307	0.0232583	0.0243338	0.022238	0.039524	3.02878
12640	-15728.1	-15711.8	-16.3017	0.0956175	0.0828803	0.0983741	0.0829898	0.113202	0.0939885	0.0703341	0.109091	0.0984245	0.0739277	0.0625979	0.131548	0.0980983	0.0912289	0.133479	0.12365	0.165824	0.0845966	0.118889	0.112496	0.0779223	0.0805083	0.0758297	0.0354159	0.0562638	0.0254347	0.0242965	0.0216165	0.0468128	0.0536313	0.0281833	0.025053	0.033544	0.0507501	0.0316528	0.0915682	0.048031	0.0204028	0.0338925	0.0382831	0.0218315	0.0294981	0.0567652	3.04842
12650	-15723.7	-15707.5	-16.263	0.0956175	0.115509	0.133176	0.067757	0.117543	0.0920789	0.0924638	0.138813	0.0767953	0.0776839	0.0708516	0.144177	0.0764137	0.109549	0.108222	0.114646	0.163686	0.0741457	0.10448	0.115544	0.0598915	0.0822747	0.0745744	0.0283826	0.0506687	0.0206118	0.0317973	0.0169733	0.0528816	0.0547588	0.021335	0.033039	0.0159961	0.0530459	0.0147177	0.0766063	0.0324431	0.0334335	0.0384525	0.039021	0.0309436	0.0307635	0.0627916	3.04456
12660	-15726.1	-15710.4	-15.7046	0.0820957	0.0885974	0.127749	0.0684751	0.130846	0.0920789	0.0861596	0.108164	0.109457	0.0778266	0.0624983	0.121812	0.0815485	0.0868399	0.104564	0.126619	0.181489	0.0812001	0.111702	0.110624	0.0800922	0.0821204	0.0932158	0.0437367	0.054053	0.0352495	0.0203171	0.0132802	0.0405114	0.0388775	0.0159235	0.0270165	0.0229056	0.0501893	0.0220299	0.0624636	0.0200968	0.0373732	0.0369833	0.0351636	0.0327752	0.0452714	0.0387186	2.98871
12670	-15721	-15705	-16.016	0.0850566	0.119877	0.103896	0.0709438	0.122658	0.0871223	0.0778959	0.104419	0.109122	0.0776383	0.0734982	0.155986	0.0927329	0.098532	0.11899	0.106927	0.137333	0.0731047	0.125176	0.141615	0.0621015	0.091909	0.0909013	0.0162187	0.0717758	0.0281153	0.0220487	0.0159008	0.0444669	0.0529649	0.0215504	0.0243591	0.0188116	0.0662011	0.0268637	0.0697348	0.0157037	0.0222789	0.0426562	0.032447	0.0256931	0.034808	0.0398214	3.01986
12680	-15728.5	-15713.8	-14.7009	0.0855784	0.107187	0.107814	0.0783754	0.124674	0.0850747	0.0795856	0.117621	0.103942	0.0541682	0.0773657	0.111763	0.0613639	0.100208	0.112618	0.132876	0.150158	0.0866072	0.0994577	0.134462	0.0513019	0.0687703	0.0962623	0.0215381	0.0585898	0.0287837	0.0331604	0.0202203	0.0440333	0.023147	0.0227374	0.0234243	0.0286627	0.0556279	0.0168292	0.0682823	0.0216025	0.0229618	0.0356542	0.0364331	0.022799	0.034808	0.041819	2.88835
12690	-15728.2	-15711.1	-17.1161	0.0917175	0.10618	0.10533	0.086326	0.131239	0.124409	0.0632057	0.121107	0.096962	0.07896	0.0885086	0.143656	0.0854562	0.111434	0.126384	0.130126	0.163495	0.0926598	0.119891	0.127243	0.0753518	0.0747933	0.0823968	0.0317014	0.0537784	0.0233334	0.0256045	0.0233353	0.0486973	0.0413357	0.0425679	0.0286004	0.0322595	0.0512914	0.0168165	0.0836067	0.0264667	0.0216274	0.0413515	0.0356435	0.0163907	0.0245003	0.034124	3.12987
12700	-15724	-15708.2	-15.7633	0.091617	0.106946	0.117202	0.0702819	0.122576	0.0913096	0.0794676	0.117432	0.0955368	0.0759126	0.074682	0.148618	0.0823309	0.0948476	0.0951515	0.105322	0.163495	0.0873374	0.106576	0.131298	0.044138	0.0968343	0.0798144	0.0290834	0.0600776	0.029988	0.0316431	0.028795	0.0568759	0.0265983	0.0308383	0.0204636	0.0184431	0.0355547	0.0135895	0.0754058	0.0293026	0.0279209	0.0410297	0.0426735	0.0386164	0.0333599	0.0455976	2.99458
12710	-15717.3	-15701.3	-15.9629	0.0914933	0.0943893	0.0994584	0.0828359	0.12134	0.0925934	0.0847668	0.116112	0.1007	0.0948744	0.074682	0.157363	0.0683844	0.0935072	0.119877	0.109021	0.160673	0.0876851	0.102683	0.118492	0.0543819	0.0896561	0.0763138	0.033727	0.0613853	0.0346429	0.0174533	0.0202246	0.049123	0.0329484	0.030989	0.0234695	0.0137514	0.0397574	0.027142	0.0862539	0.0309539	0.0232204	0.043672	0.0369149	0.0217382	0.0422266	0.0536635	3.01454
