Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
9360	-15727.3	-15710.9	-16.377	0.100728	0.105338	0.115404	0.0739698	0.136359	0.100474	0.0612092	0.1021	0.103824	0.0785255	0.0746059	0.132677	0.0869617	0.0904191	0.133572	0.1322	0.172817	0.0933432	0.113591	0.114551	0.0498459	0.0813137	0.0727039	0.0278419	0.082731	0.0252817	0.0280126	0.0128005	0.0479575	0.0614886	0.0303843	0.0395147	0.0168235	0.0588993	0.0118643	0.0577631	0.0273129	0.0157243	0.0312996	0.041736	0.0193169	0.0409716	0.0516912	3.05595
9370	-15727.2	-15710.7	-16.5605	0.0993224	0.0846876	0.12373	0.0728477	0.128578	0.105916	0.0634413	0.135161	0.105354	0.0878077	0.0993453	0.12761	0.0746754	0.101581	0.109487	0.108235	0.167216	0.0774084	0.138237	0.123627	0.0601954	0.0737409	0.0699864	0.0349529	0.0517373	0.0361664	0.0241261	0.0152155	0.043597	0.0280715	0.0237392	0.0262346	0.0238013	0.0514773	0.0330625	0.0680776	0.0421058	0.0266078	0.0464843	0.0362426	0.034926	0.0419963	0.0474976	3.07431
9380	-15735.4	-15719.5	-15.9237	0.0847654	0.0859805	0.117549	0.0634226	0.100274	0.0923009	0.068997	0.0879048	0.101934	0.0694017	0.0658055	0.160795	0.0724499	0.0843727	0.113751	0.116754	0.160434	0.102045	0.0932346	0.125155	0.0538876	0.0897032	0.107133	0.02873	0.0680875	0.0451336	0.030202	0.00826758	0.0467772	0.0515305	0.0274913	0.0348216	0.0202153	0.063697	0.0201787	0.105128	0.020536	0.024621	0.0458536	0.0295466	0.0325157	0.0379036	0.0513336	3.01062
9390	-15728.3	-15712.2	-16.0795	0.0960428	0.102929	0.094845	0.0829818	0.115247	0.0919776	0.0895195	0.130391	0.0989348	0.0813856	0.0853517	0.148849	0.080883	0.0903879	0.102477	0.101173	0.163689	0.0852527	0.0920199	0.12815	0.0401586	0.101523	0.071244	0.0254475	0.069899	0.0308837	0.0293866	0.0127243	0.0551819	0.025972	0.0412304	0.0198087	0.0261644	0.0570337	0.02548	0.0670088	0.0408217	0.0454302	0.0454909	0.033747	0.0315989	0.023599	0.0438809	3.0262
9400	-15723.5	-15707.5	-15.9826	0.0896479	0.10856	0.10253	0.0741843	0.120787	0.0916648	0.068596	0.127348	0.101405	0.0806791	0.0888713	0.108252	0.0679898	0.101731	0.103281	0.111108	0.17075	0.0805151	0.104914	0.142141	0.0821895	0.0848312	0.0706384	0.0382673	0.0734176	0.0282546	0.0273439	0.00846038	0.0424866	0.0391764	0.0240309	0.022273	0.026608	0.0709151	0.02548	0.0661852	0.029897	0.0220629	0.0397339	0.0359563	0.0128314	0.0358589	0.0646563	3.01651
9410	-15720.2	-15705.2	-14.9678	0.0940317	0.0928787	0.117019	0.0598094	0.113131	0.108272	0.0590273	0.115747	0.102861	0.0747621	0.0796047	0.110986	0.0774241	0.0915443	0.103449	0.11722	0.15452	0.0644713	0.101549	0.125351	0.0521339	0.09879	0.0860552	0.0212664	0.0516976	0.0282546	0.0238973	0.0188616	0.0452384	0.0385221	0.0234692	0.0248787	0.0298151	0.0464723	0.0210466	0.0686566	0.0355326	0.0305362	0.0434864	0.0359563	0.0324165	0.0358589	0.058537	2.91504
9420	-15719.5	-15703.8	-15.7351	0.092331	0.108593	0.100993	0.0787729	0.124699	0.10051	0.0717756	0.114137	0.10443	0.0856582	0.0619308	0.124458	0.0765807	0.0962946	0.112068	0.112049	0.177164	0.0681047	0.0967836	0.100381	0.0704706	0.0817733	0.0812844	0.0286016	0.0724285	0.0200815	0.0393286	0.0188616	0.0400868	0.0439367	0.0299915	0.0295168	0.0303951	0.0593467	0.0316415	0.0756455	0.021855	0.0263058	0.0357565	0.0359563	0.0255201	0.032827	0.0524399	2.99176
9430	-15724.6	-15708.4	-16.2251	0.0887538	0.094892	0.135805	0.0766599	0.137768	0.0842841	0.0734533	0.113109	0.0948099	0.0651597	0.0770392	0.13382	0.0770519	0.0864996	0.106198	0.138404	0.154094	0.0806723	0.103278	0.14873	0.0532329	0.109242	0.0619058	0.0262391	0.0587304	0.031596	0.0284826	0.0104513	0.0345684	0.0439367	0.0320246	0.030327	0.0342785	0.0725535	0.0171929	0.0781406	0.0258393	0.024247	0.0455161	0.0341497	0.0255201	0.0370155	0.0550966	3.04077
9440	-15729.8	-15713.7	-16.1175	0.0800839	0.0927893	0.123422	0.0766599	0.132337	0.113204	0.0702991	0.114084	0.0780929	0.0710525	0.0696043	0.113308	0.0770519	0.0901361	0.125578	0.124809	0.155093	0.0940138	0.106773	0.140072	0.0773039	0.0854581	0.0816167	0.0304442	0.0669007	0.0194052	0.0222888	0.016335	0.0580436	0.037793	0.041375	0.0406101	0.0256897	0.0454284	0.0147616	0.0935191	0.0341638	0.0233394	0.0266485	0.0399864	0.0147614	0.0290426	0.0566269	3.03001
9450	-15720.3	-15704.3	-15.9969	0.0876029	0.0986543	0.112797	0.0697429	0.118106	0.0969452	0.0706593	0.118685	0.08681	0.0767306	0.0762187	0.155389	0.080792	0.0991747	0.107815	0.12144	0.167661	0.0945185	0.121633	0.119369	0.0815483	0.095169	0.0702863	0.0282571	0.0615066	0.0226822	0.0319713	0.0150442	0.0387069	0.0337215	0.0157809	0.027255	0.0237518	0.0435108	0.0259546	0.0906355	0.0240066	0.0216496	0.0461041	0.0269331	0.0259781	0.0457638	0.0409815	3.01794
9460	-15721.3	-15704.7	-16.5403	0.0936195	0.113244	0.108128	0.0750603	0.121014	0.0974152	0.0708978	0.152468	0.116776	0.0822422	0.0762742	0.142651	0.081208	0.112521	0.110986	0.106006	0.166714	0.0854444	0.121557	0.140999	0.0492687	0.108642	0.0676329	0.0298744	0.0684316	0.0396645	0.0199936	0.0100316	0.0502799	0.0442415	0.0303363	0.027255	0.0274715	0.0435108	0.0214978	0.0566964	0.0276158	0.0205547	0.0308148	0.0347859	0.0221137	0.0253584	0.0409815	3.07228
9470	-15719.9	-15703.9	-15.9584	0.0903167	0.124871	0.109523	0.0550033	0.136221	0.0889301	0.0776158	0.122661	0.0977117	0.0904168	0.0791973	0.145023	0.0718051	0.095153	0.103688	0.109281	0.16597	0.0761798	0.105577	0.128509	0.0435514	0.0994616	0.0765869	0.0251807	0.0621555	0.0299177	0.0202024	0.00930188	0.046105	0.0438596	0.0303179	0.027255	0.0181539	0.0564237	0.0214978	0.0771119	0.03714	0.0228999	0.0375423	0.0543729	0.0280841	0.026077	0.0472378	3.01409
9480	-15729.4	-15713	-16.4023	0.081331	0.111082	0.110086	0.0774599	0.136782	0.093672	0.0730369	0.132131	0.11304	0.069977	0.0841042	0.153883	0.0563523	0.110128	0.0978001	0.136883	0.165147	0.078356	0.107529	0.112159	0.0638026	0.107443	0.0849085	0.0246923	0.0715665	0.0267287	0.0152683	0.0132202	0.0510996	0.0458871	0.0423296	0.0408983	0.0158732	0.0620388	0.0187656	0.0701974	0.0337369	0.0135787	0.0291846	0.0388971	0.0156787	0.0353947	0.0363521	3.05848
9490	-15724.3	-15708.2	-16.1217	0.0808127	0.105277	0.124921	0.0687492	0.134078	0.113865	0.0938327	0.10757	0.110774	0.0916674	0.0677416	0.12189	0.0837328	0.112341	0.120783	0.102556	0.158252	0.0837582	0.114164	0.12966	0.0630537	0.0854774	0.0733565	0.0193341	0.0711702	0.0325814	0.0189845	0.0198368	0.0510996	0.0377734	0.0331582	0.0223058	0.0368772	0.0505494	0.015941	0.0473455	0.0316076	0.0180576	0.0375709	0.0323946	0.0240454	0.0438686	0.0376136	3.03043
9500	-15731.4	-15715.6	-15.815	0.089486	0.114377	0.106923	0.0748217	0.122575	0.0944083	0.0873912	0.119036	0.0906616	0.0708059	0.0618717	0.148994	0.0636607	0.0810554	0.125086	0.137842	0.152407	0.068815	0.140243	0.117269	0.073188	0.0785546	0.0577104	0.035268	0.059542	0.0130199	0.0156387	0.0215562	0.0494456	0.0511739	0.0270342	0.0337726	0.0218135	0.0508952	0.0267082	0.074465	0.0365894	0.0242215	0.0357657	0.0323946	0.0164093	0.0462344	0.0506237	2.99975
9510	-15729.1	-15712.5	-16.6788	0.101337	0.116758	0.129858	0.0626893	0.137434	0.0983529	0.0728782	0.11081	0.066707	0.0907799	0.0734649	0.13727	0.0861419	0.100972	0.115722	0.128199	0.151955	0.0841482	0.11517	0.135258	0.0621113	0.0984389	0.0790574	0.0353501	0.0689358	0.0501111	0.0331668	0.00775893	0.0344096	0.0424148	0.0306287	0.0215431	0.0244009	0.056981	0.0171944	0.0929939	0.0330406	0.0215589	0.0377861	0.017796	0.0221748	0.0355066	0.0468714	3.08614
9520	-15732.6	-15715.9	-16.6446	0.0714119	0.0975366	0.0872464	0.0647491	0.121504	0.086533	0.085794	0.107606	0.0876501	0.0868547	0.0703341	0.130954	0.0945889	0.117214	0.117208	0.125182	0.177275	0.0758153	0.101459	0.137286	0.0608867	0.0955585	0.087088	0.020021	0.0643389	0.0225077	0.031496	0.0154001	0.0629948	0.0521014	0.0468548	0.0246716	0.0256078	0.0593457	0.0264718	0.102475	0.0245458	0.0363178	0.0411754	0.0467904	0.0203173	0.0327506	0.0387925	3.08271
9530	-15737.6	-15721.6	-15.9706	0.0852336	0.101785	0.116545	0.0549252	0.156336	0.0993876	0.0668036	0.108197	0.08696	0.0743962	0.0703382	0.150129	0.107006	0.115755	0.146836	0.12846	0.154243	0.0889596	0.0988371	0.109103	0.0562604	0.0809282	0.0870272	0.022225	0.0498406	0.0308209	0.0260143	0.0144139	0.0631447	0.0270608	0.0247296	0.0266916	0.0126985	0.0621829	0.0176703	0.08458	0.0250708	0.02794	0.0269958	0.0374397	0.040648	0.024621	0.0260739	3.01531
9540	-15728.3	-15712.8	-15.5869	0.0908006	0.0929043	0.109424	0.0720937	0.1248	0.0962225	0.0677862	0.114656	0.0807613	0.0696165	0.0934373	0.128849	0.0764727	0.0956439	0.124323	0.12846	0.18404	0.0669826	0.110703	0.116085	0.0712472	0.0811125	0.0890638	0.038379	0.0540984	0.0310509	0.0334171	0.0128045	0.04898	0.0468628	0.0275063	0.0266916	0.026473	0.0612335	0.00438111	0.0783294	0.0163444	0.0171386	0.020688	0.0331791	0.0407514	0.0397492	0.0334054	2.97695
9550	-15725.2	-15710.4	-14.8029	0.0817724	0.11902	0.109424	0.0598843	0.134354	0.0832199	0.072153	0.12183	0.0826006	0.0742874	0.0985374	0.136793	0.0809776	0.0863296	0.0927761	0.110519	0.141262	0.0956158	0.110428	0.116993	0.0574249	0.0964356	0.101438	0.0242864	0.0458471	0.0315805	0.0163894	0.0243896	0.0400587	0.0340031	0.0312084	0.0244802	0.0259165	0.0558476	0.0166894	0.0566479	0.0293348	0.0208966	0.0310465	0.0257935	0.0204885	0.0389469	0.0406201	2.89855
9560	-15719.7	-15703.7	-15.9249	0.0987461	0.0973437	0.105259	0.0844209	0.120117	0.0893837	0.078457	0.127969	0.123582	0.0907464	0.0802708	0.124491	0.0709769	0.0993826	0.11351	0.104402	0.158376	0.083179	0.117187	0.132244	0.0513871	0.0931395	0.0711075	0.0276138	0.0577116	0.0288313	0.0273984	0.0168856	0.0532098	0.0279125	0.0223484	0.0260065	0.0286444	0.0536931	0.0162282	0.0634899	0.0215036	0.0314796	0.0335706	0.0428343	0.0195723	0.0492181	0.046912	3.01074
9570	-15718.6	-15702.7	-15.9444	0.0885324	0.103942	0.10677	0.0823674	0.122349	0.111753	0.078457	0.107368	0.104925	0.0779535	0.0720758	0.128223	0.0934477	0.113595	0.0902634	0.110465	0.156869	0.0902364	0.115295	0.153678	0.0590597	0.0829311	0.0667884	0.0194927	0.0682527	0.0297686	0.0227674	0.0169236	0.0548063	0.0398523	0.0244058	0.0283807	0.0273898	0.0536931	0.020903	0.0667496	0.0301737	0.0298157	0.0352788	0.0348238	0.0160463	0.0304407	0.0453832	3.01269
9580	-15729.5	-15713.4	-16.1313	0.085472	0.0976532	0.114844	0.0723044	0.124586	0.080559	0.0774429	0.134339	0.108504	0.0727637	0.0823794	0.154916	0.0934477	0.0959706	0.106599	0.114305	0.177605	0.0851016	0.090397	0.136017	0.0682051	0.0897397	0.0958717	0.0351617	0.0596765	0.0216129	0.0227674	0.0172324	0.0525852	0.0347076	0.0224684	0.0185283	0.0274235	0.0645656	0.0344123	0.0537255	0.0429422	0.029503	0.0295448	0.0266393	0.00774868	0.02503	0.0460856	3.03138
9590	-15715.7	-15699.2	-16.5572	0.085472	0.114113	0.104007	0.0740724	0.123943	0.0863736	0.0798002	0.118427	0.100945	0.0656929	0.0952386	0.161624	0.0911147	0.0842211	0.121451	0.123649	0.160552	0.0737963	0.102907	0.123617	0.0664175	0.0954225	0.0948058	0.0347268	0.0624111	0.0259231	0.0222882	0.0172324	0.0500303	0.0367626	0.0235277	0.0321819	0.0296697	0.0624107	0.0250858	0.0642295	0.0328796	0.0206853	0.0364555	0.0313028	0.028166	0.0411127	0.0492294	3.07397
9600	-15728.2	-15712.4	-15.8725	0.0949581	0.103659	0.100441	0.0892554	0.125874	0.078254	0.0778006	0.126651	0.0838729	0.0771246	0.10448	0.118807	0.0906825	0.0978313	0.106575	0.0970205	0.144625	0.072895	0.115318	0.122959	0.0650958	0.0977278	0.0757749	0.0306667	0.0596878	0.0415021	0.0227335	0.00573516	0.0451539	0.0356883	0.0158897	0.0314058	0.0364239	0.0624107	0.0258272	0.0761148	0.0277483	0.0280367	0.0234768	0.04123	0.0328336	0.0468764	0.04838	3.0055
9610	-15726.5	-15710.1	-16.3814	0.118484	0.100335	0.101035	0.0701931	0.1409	0.0890794	0.089548	0.129484	0.0963741	0.0727976	0.0789194	0.132442	0.0753504	0.0910355	0.109059	0.129016	0.166741	0.0744815	0.100673	0.157037	0.0702869	0.0804354	0.108465	0.0299316	0.0639989	0.023732	0.0313988	0.0218639	0.0427938	0.0388077	0.027606	0.0233826	0.0132647	0.0391367	0.0195026	0.0745079	0.036699	0.0262357	0.034495	0.0236974	0.0240961	0.0339225	0.0451461	3.05639
9620	-15727.7	-15712.3	-15.3995	0.0863205	0.118735	0.127189	0.0804155	0.118454	0.084706	0.074641	0.136484	0.0939972	0.0829488	0.0689864	0.126096	0.0746276	0.0852178	0.0807847	0.121631	0.166369	0.0734402	0.0959825	0.0966564	0.0768096	0.0780653	0.0841219	0.0268233	0.0649871	0.0292804	0.0140663	0.013751	0.0389946	0.0481229	0.0319825	0.0341444	0.0314097	0.0461004	0.0244773	0.0745079	0.0207526	0.0346005	0.0389893	0.0390638	0.0318004	0.0463887	0.0352867	2.95821
9630	-15736.8	-15721.1	-15.6065	0.0849956	0.093522	0.115062	0.0716756	0.108176	0.0972034	0.0715227	0.148373	0.0818688	0.0666309	0.100087	0.147553	0.0717397	0.0989476	0.0995131	0.112219	0.144056	0.0793038	0.126876	0.113326	0.0432113	0.080446	0.0952629	0.0227044	0.0563849	0.0416246	0.0356153	0.018772	0.0627649	0.0346005	0.0275217	0.0339275	0.0297248	0.0554255	0.014797	0.0712534	0.0275661	0.0248012	0.0518342	0.03569	0.0318004	0.0297823	0.0207414	2.9789
9640	-15718	-15701.4	-16.579	0.0980602	0.107538	0.121469	0.0711401	0.127715	0.100827	0.0767797	0.113912	0.100687	0.0909098	0.0723606	0.152432	0.0567799	0.0920439	0.119912	0.122524	0.161491	0.0655533	0.121799	0.131104	0.0552672	0.0988288	0.0826181	0.0245059	0.0638347	0.0254597	0.0266193	0.0203215	0.0482243	0.0462203	0.0326676	0.0411726	0.0153159	0.0642728	0.0168479	0.0774983	0.0203316	0.0248012	0.035501	0.0410993	0.0204815	0.0365029	0.0527196	3.07615
9650	-15722.2	-15706.4	-15.8442	0.097367	0.11743	0.0911631	0.070962	0.122448	0.0902747	0.0654658	0.122565	0.10172	0.0589783	0.0793125	0.146515	0.077274	0.0909468	0.113018	0.120345	0.166271	0.0828615	0.103234	0.134114	0.0627763	0.0943268	0.0876703	0.0336557	0.0698024	0.0222049	0.0238055	0.0104364	0.0472727	0.0402893	0.0176309	0.0287238	0.0152396	0.0561847	0.0130839	0.0975476	0.0343421	0.0152292	0.0322273	0.0386731	0.0200581	0.0365029	0.0527196	3.00267
9660	-15728.3	-15711.4	-16.85	0.0870039	0.0970657	0.103178	0.0934316	0.114367	0.0988256	0.0833878	0.136434	0.0993161	0.0893869	0.0720229	0.149376	0.0714406	0.107417	0.0940912	0.125451	0.181838	0.0929941	0.106694	0.120137	0.0675169	0.1006	0.0881263	0.0198955	0.0616818	0.0362099	0.0297241	0.0115079	0.0521715	0.0333135	0.0330034	0.0287238	0.0193559	0.0501558	0.0119533	0.0799524	0.0137256	0.0257471	0.0335816	0.0379552	0.0281101	0.0441829	0.0722029	3.10326
9670	-15729.8	-15714.3	-15.4872	0.0824563	0.116398	0.109949	0.0639247	0.130146	0.121339	0.081914	0.0970822	0.0758406	0.0945342	0.0779369	0.130836	0.0779151	0.0987499	0.110966	0.136642	0.14515	0.0908337	0.119325	0.132997	0.0505742	0.0660952	0.0770949	0.0324304	0.042555	0.0322088	0.0293297	0.0189312	0.0453565	0.0358462	0.0271319	0.039061	0.00672709	0.0522182	0.0147832	0.0826309	0.0218245	0.0221399	0.030574	0.0321928	0.0281101	0.0376134	0.0466119	2.96698
9680	-15731.2	-15715.5	-15.7163	0.080015	0.0980308	0.118615	0.0678638	0.138725	0.111996	0.0758947	0.132112	0.0863475	0.0900412	0.0851059	0.140499	0.0773422	0.0848054	0.128046	0.122748	0.141145	0.0755771	0.118504	0.125671	0.0428816	0.0886594	0.0764328	0.0147794	0.0314723	0.0207067	0.0230997	0.0243339	0.054156	0.0448306	0.0339489	0.0356251	0.0149483	0.0632649	0.0153137	0.0718569	0.0309695	0.0337752	0.0432105	0.0325546	0.0291594	0.0265536	0.038266	2.98988
9690	-15726.7	-15709.2	-17.4971	0.0957887	0.121629	0.112993	0.0637269	0.138725	0.105702	0.0687168	0.10541	0.110574	0.0710424	0.0788131	0.153979	0.0762921	0.120856	0.104836	0.1258	0.170147	0.0879362	0.116741	0.126886	0.0821256	0.0939854	0.0707191	0.0310997	0.0702196	0.0261755	0.0212902	0.0156302	0.0619671	0.0403834	0.0327344	0.0308577	0.0188793	0.0533057	0.0303522	0.0755947	0.0315612	0.0303233	0.0397601	0.0283298	0.0291594	0.0459784	0.0509363	3.16796
9700	-15729	-15712.4	-16.5621	0.076343	0.0989965	0.126427	0.0881059	0.126678	0.0935842	0.0961702	0.134799	0.0891133	0.0771703	0.0858058	0.159174	0.092014	0.077925	0.0958563	0.132037	0.137927	0.0743723	0.1037	0.142123	0.0870354	0.0854412	0.0898881	0.0261987	0.0530556	0.0214593	0.0244253	0.0155242	0.0576741	0.0414356	0.0227263	0.032255	0.0145047	0.0560577	0.0229602	0.078334	0.0319394	0.021269	0.0337544	0.031446	0.025725	0.0409818	0.0520474	3.07446
9710	-15719.6	-15703.6	-15.9893	0.0913548	0.108663	0.119882	0.0815732	0.137697	0.0934999	0.0712564	0.112288	0.0946354	0.0825816	0.0786175	0.144111	0.0670265	0.103684	0.111976	0.132977	0.180347	0.070641	0.0982883	0.120954	0.0469097	0.0776815	0.0821076	0.0288501	0.064808	0.0242722	0.0204378	0.0182719	0.0545332	0.0414356	0.0210504	0.0263673	0.0179715	0.0559821	0.0236411	0.0933281	0.028116	0.0182434	0.0256077	0.0419418	0.0274272	0.0388833	0.0372642	3.01719
9720	-15721.4	-15705.1	-16.2753	0.0937039	0.11051	0.110949	0.0766003	0.143362	0.09322	0.0843029	0.12722	0.103295	0.0686614	0.0874833	0.14616	0.0792959	0.09842	0.0822686	0.135601	0.155522	0.0676897	0.0932979	0.112107	0.061932	0.0966014	0.0703806	0.0345331	0.0705208	0.0297054	0.0301266	0.0182719	0.0399387	0.0437102	0.026618	0.0258218	0.0220205	0.0527268	0.0205216	0.0709265	0.0287302	0.0320574	0.0411521	0.0382137	0.0303089	0.0366123	0.0546784	3.04578
9730	-15725.3	-15709.6	-15.6837	0.088077	0.103411	0.101538	0.0699891	0.137132	0.114516	0.0755106	0.119696	0.0837481	0.0755817	0.067415	0.144624	0.0991204	0.093668	0.0945221	0.116275	0.139584	0.0711442	0.120902	0.13932	0.0693854	0.0940215	0.059724	0.0207096	0.0550557	0.0304135	0.0231761	0.0271189	0.0667998	0.0386051	0.0239891	0.0298826	0.0136473	0.047989	0.0213513	0.0689313	0.0155042	0.0322072	0.0294363	0.0382137	0.0363323	0.0366123	0.0517468	2.98663
9740	-15730.6	-15714.3	-16.2968	0.107936	0.0992681	0.105496	0.0652491	0.112468	0.0763022	0.0612286	0.125101	0.0901782	0.0789191	0.0782379	0.136875	0.0839044	0.109533	0.106384	0.125871	0.175773	0.0738358	0.129746	0.130651	0.0420557	0.0859254	0.0792826	0.0304341	0.0716779	0.0499461	0.0363777	0.0172578	0.0382478	0.0554651	0.0279865	0.0216954	0.0368369	0.0491322	0.0143043	0.0722678	0.039882	0.0311765	0.0353202	0.0345873	0.0199553	0.045397	0.0397635	3.04793
9750	-15724.9	-15708.8	-16.12	0.0882469	0.114538	0.114593	0.0757751	0.102085	0.0877083	0.0601615	0.130424	0.0724367	0.0750778	0.0875929	0.149072	0.0839044	0.0953254	0.11895	0.120202	0.169884	0.091597	0.127235	0.111541	0.0613874	0.0850396	0.0801609	0.0319361	0.0536167	0.0433542	0.0299862	0.0141133	0.0590497	0.0442304	0.0281692	0.0354234	0.0286587	0.0493315	0.0234051	0.0700733	0.0323009	0.0110186	0.0349042	0.0357571	0.0284214	0.0370055	0.0365628	3.03026
9760	-15722.9	-15707	-15.9383	0.0831703	0.0943151	0.128592	0.0820054	0.124444	0.0920976	0.0747141	0.107377	0.0833928	0.0708778	0.0766904	0.142399	0.0852393	0.101434	0.105786	0.0930294	0.164832	0.0779855	0.0963311	0.131095	0.0585313	0.0839503	0.0869725	0.0198876	0.0671445	0.0332503	0.0218919	0.0215351	0.0425902	0.044466	0.018185	0.0340137	0.0274409	0.0478085	0.0335944	0.0758513	0.0285922	0.0309663	0.0449721	0.0485111	0.027897	0.0475998	0.0506289	3.01209
9770	-15719.5	-15703.9	-15.5608	0.0903353	0.103448	0.12157	0.0687284	0.139608	0.0798046	0.089929	0.108618	0.0987541	0.0733244	0.0700511	0.123738	0.0878857	0.0966662	0.131727	0.108847	0.176138	0.0739201	0.110515	0.130052	0.0517503	0.0875872	0.0741521	0.0190815	0.0457829	0.0354063	0.0176465	0.0131225	0.0473204	0.0446898	0.0344407	0.0340137	0.0186038	0.0541239	0.0188849	0.0782512	0.0241426	0.0314454	0.0293857	0.0293452	0.0297938	0.0303392	0.041367	2.97434
9780	-15722.4	-15707.1	-15.3032	0.0936956	0.121398	0.0949168	0.056719	0.125503	0.0857212	0.0634075	0.101785	0.102954	0.0810323	0.0717203	0.120532	0.0708837	0.100883	0.111268	0.107256	0.168209	0.083846	0.108418	0.115621	0.05019	0.0935574	0.0738543	0.0292917	0.0585805	0.0293277	0.0236372	0.0304256	0.0544998	0.0463942	0.0357931	0.0314965	0.0261457	0.0560627	0.00812922	0.0653666	0.0247708	0.0306084	0.0441767	0.034231	0.0373413	0.0368054	0.0421144	2.94857
9790	-15730.2	-15714.2	-16.0068	0.113079	0.107824	0.14617	0.0676722	0.130654	0.0958002	0.0716195	0.126904	0.106861	0.0913725	0.0926623	0.123291	0.0731366	0.0909981	0.0964793	0.108739	0.157967	0.0658887	0.103555	0.113103	0.0838208	0.104559	0.0678553	0.0317969	0.0637066	0.0291088	0.0251918	0.0219189	0.0244467	0.0363985	0.0236984	0.0197827	0.0202797	0.0507768	0.0155061	0.0711213	0.0291814	0.0282382	0.0418231	0.0398418	0.0300154	0.0272143	0.0488699	3.01893
9800	-15725.6	-15709.6	-16.0882	0.0866527	0.0875561	0.12465	0.0780058	0.143113	0.0920054	0.080097	0.134731	0.0883752	0.0832869	0.0661793	0.125192	0.0954439	0.0862307	0.114497	0.135065	0.156416	0.0706725	0.103478	0.145639	0.054854	0.0986094	0.0752233	0.0256432	0.0667722	0.0338748	0.0210692	0.00873826	0.0363223	0.0510019	0.0153502	0.0231014	0.026388	0.0507768	0.0299537	0.0847703	0.0331166	0.0190078	0.0418156	0.028881	0.0216366	0.0494842	0.0333918	3.02707
9810	-15739.1	-15722.3	-16.8168	0.0847813	0.0933971	0.0965343	0.0672399	0.101609	0.0901627	0.0936614	0.131099	0.0962229	0.096529	0.0682086	0.137511	0.112048	0.115921	0.117349	0.161614	0.153217	0.0841771	0.0876104	0.120624	0.0771485	0.0896919	0.106959	0.0256432	0.0565332	0.0279983	0.0248271	0.0209619	0.052712	0.0417545	0.0386989	0.0374409	0.0236242	0.057305	0.0303545	0.057402	0.0331166	0.0344459	0.0223305	0.0281953	0.0274955	0.0374878	0.0382961	3.09994
9820	-15738.1	-15721.4	-16.7155	0.0955259	0.113119	0.104663	0.101227	0.125322	0.100153	0.0833911	0.146351	0.114046	0.0899652	0.0920895	0.128287	0.0996818	0.100796	0.114597	0.162079	0.144714	0.0838351	0.105177	0.110401	0.0622938	0.0822692	0.0669402	0.0282234	0.0633552	0.0214767	0.0381873	0.0249329	0.0482361	0.0462269	0.0200603	0.027728	0.0196472	0.0594477	0.0135444	0.0524053	0.0275421	0.0318966	0.0213813	0.0273803	0.0297209	0.0241789	0.0373143	3.08981
9830	-15730.4	-15714	-16.4298	0.0858651	0.103222	0.104149	0.0916583	0.123499	0.0759174	0.0833911	0.119987	0.0924275	0.0799627	0.0877138	0.128886	0.114061	0.10734	0.118516	0.140747	0.171037	0.0843408	0.0998952	0.143426	0.0426779	0.0947111	0.0839327	0.0228838	0.065646	0.035384	0.0328177	0.0131956	0.0416236	0.0287879	0.0241992	0.0162679	0.0197897	0.0557043	0.0192355	0.0534235	0.0286009	0.0349041	0.0347379	0.0413438	0.0297209	0.0441841	0.0414168	3.06123
9840	-15730.8	-15714	-16.8216	0.0911219	0.106612	0.126505	0.0697682	0.137304	0.0741967	0.0803238	0.123195	0.0702016	0.0715688	0.0795323	0.134163	0.0810279	0.1184	0.0962262	0.115955	0.152903	0.0779311	0.119922	0.139619	0.0592427	0.117819	0.0769825	0.0341955	0.0783789	0.0527242	0.0215952	0.0144337	0.0432007	0.0398259	0.0271594	0.0271331	0.0297785	0.0550531	0.030025	0.0604673	0.0252993	0.0340955	0.0386587	0.0453532	0.0452835	0.0321976	0.0450354	3.10041
9850	-15733	-15716.1	-16.919	0.0979864	0.0974212	0.123121	0.0598687	0.131033	0.0941371	0.0733129	0.129446	0.103558	0.0971296	0.0682203	0.139536	0.0773133	0.0911847	0.110127	0.119817	0.149947	0.0879898	0.108635	0.110544	0.0507111	0.0904019	0.0904624	0.0407861	0.0813982	0.0322698	0.016809	0.0218754	0.0679041	0.0380629	0.0132331	0.0451733	0.0200233	0.0517676	0.0190911	0.0666196	0.0330956	0.0340955	0.0454969	0.042182	0.043853	0.0485017	0.0460107	3.11015
