Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
100	-13160.7	-13093.1	-67.6114	0.277213	0.393171	0.041682	0.115481	0.169999	0.207288	0.141905	0.318783	0.442348	0.236701	0.268056	0.34663	0.426822	0.361828	0.229891	0.152344	0.26827	0.116692	0.388033	0.258054	0.36973	0.286836	0.500692	0.191587	0.115689	0.19734	0.0217118	0.0569917	0.011517	0.0842665	0.202887	0.0740412	0.11676	0.10425	0.0622976	0.160858	0.369339	0.182868	0.0747851	0.0403835	0.0814852	0.0681289	0.234936	0.177475	0.019217	0.350713	0.0393243	0.0182958	0.519496	0.0529536	0.00362932	0.0869314	0.555475	3.35396	0.398373	0.332014	0.0670353	0.202578	8.67083
110	-13151.7	-13090	-61.7324	0.253112	0.441759	0.0367402	0.132094	0.196918	0.212287	0.135904	0.267344	0.229401	0.230431	0.321252	0.245108	0.377603	0.283326	0.249083	0.108715	0.284698	0.151456	0.480249	0.231689	0.291621	0.286836	0.379787	0.126585	0.126953	0.227659	0.0306356	0.0960709	0.0566984	0.0842665	0.246772	0.0397251	0.0814276	0.0703015	0.0622976	0.0833617	0.297249	0.20748	0.0537956	0.0712811	0.0814852	0.0354763	0.296041	0.13355	0.0182365	0.33282	0.0425536	0.021865	0.534273	0.050252	0.00225998	0.0689465	0.508003	3.42079	0.39078	0.342635	0.0691369	0.197448	8.08341
120	-13154.7	-13094.6	-60.1171	0.286869	0.316513	0.0367402	0.155297	0.22328	0.230653	0.100567	0.265726	0.217307	0.207807	0.286475	0.31371	0.330386	0.209281	0.29447	0.17353	0.245919	0.154922	0.4594	0.254042	0.218042	0.218556	0.41486	0.122321	0.122881	0.22916	0.0337518	0.143134	0.0566984	0.0732054	0.241273	0.0637399	0.166568	0.0652119	0.110841	0.145006	0.31176	0.182034	0.0363317	0.0712811	0.0425269	0.015448	0.253034	0.107522	0.0202699	0.361698	0.0472984	0.022893	0.498329	0.0495122	0.00429073	0.0943271	0.573077	3.3283	0.383303	0.341846	0.0688644	0.205987	7.92121
130	-13157.2	-13088.4	-68.7895	0.27253	0.455469	0.0523012	0.0863487	0.275541	0.180598	0.13281	0.31984	0.307055	0.21226	0.293853	0.281152	0.444171	0.318448	0.324776	0.14782	0.276744	0.179809	0.54129	0.241931	0.279843	0.254418	0.471613	0.116845	0.127993	0.271335	0.0278681	0.12643	0.0566984	0.115422	0.245558	0.127059	0.125893	0.0783707	0.062245	0.127317	0.333184	0.180605	0.0495238	0.0932751	0.0501811	0.0389491	0.25571	0.100183	0.0200894	0.358476	0.0468771	0.0161912	0.49389	0.0644758	0.003332	0.0833772	0.546655	3.36664	0.379077	0.349451	0.0719775	0.199494	8.78874
140	-13153.6	-13081.6	-71.9819	0.280137	0.375358	0.0384763	0.146676	0.201094	0.183057	0.122587	0.305154	0.359734	0.231364	0.263774	0.429702	0.465993	0.309937	0.290384	0.11308	0.264486	0.209467	0.476224	0.261418	0.350179	0.326385	0.397067	0.163827	0.123721	0.301323	0.0391418	0.0662008	0.0147589	0.0841511	0.335413	0.141596	0.104217	0.110671	0.062245	0.114017	0.499094	0.21871	0.0457298	0.0666661	0.06103	0.0158075	0.299429	0.118479	0.0194483	0.347037	0.0373694	0.0208897	0.512837	0.0624183	0.0038227	0.0891619	0.560887	3.34613	0.38169	0.35186	0.0655807	0.20087	9.10782
150	-13158.1	-13085.5	-72.5832	0.264775	0.448238	0.0214327	0.196722	0.221387	0.213525	0.1299	0.272784	0.411814	0.182754	0.270668	0.332291	0.416258	0.299051	0.261603	0.126705	0.227621	0.19536	0.608645	0.226102	0.388928	0.258651	0.483156	0.169726	0.139118	0.227313	0.0900361	0.0507949	0.0700774	0.109609	0.325077	0.157929	0.0649555	0.0788046	0.0427457	0.0942023	0.400888	0.223846	0.136183	0.153065	0.0653213	0.0139771	0.223333	0.137667	0.0164717	0.376949	0.0393128	0.0223564	0.478109	0.0668005	0.00287301	0.0775484	0.531625	3.38795	0.369822	0.361568	0.0669214	0.201689	9.16826
160	-13157.2	-13084.2	-72.9234	0.258971	0.4566	0.0673619	0.146794	0.23539	0.227397	0.119184	0.359094	0.264366	0.183843	0.352314	0.4086	0.395408	0.229352	0.343446	0.103929	0.284258	0.208254	0.51242	0.265838	0.310609	0.321868	0.508437	0.108039	0.169609	0.302304	0.0298204	0.0579853	0.0458095	0.071937	0.357054	0.149612	0.126366	0.13701	0.116739	0.0942023	0.239129	0.211679	0.0982573	0.0441949	0.0958396	0.0139771	0.244713	0.183355	0.016979	0.381287	0.0405235	0.0229795	0.492653	0.0455784	0.0025565	0.073241	0.520027	3.40418	0.379389	0.355611	0.0658189	0.199181	9.20239
170	-13153.4	-13087	-66.3828	0.247436	0.324197	0.0431377	0.121811	0.210799	0.175709	0.136264	0.284674	0.35248	0.28626	0.353155	0.313688	0.467522	0.263148	0.222056	0.132817	0.233177	0.208254	0.504854	0.190499	0.317585	0.226985	0.463751	0.10698	0.155667	0.199882	0.0434095	0.0574329	0.0359422	0.171043	0.351053	0.0819321	0.0946504	0.0982009	0.0600079	0.0919212	0.332189	0.205247	0.0652167	0.0560043	0.105595	0.00450439	0.18743	0.211438	0.016	0.350155	0.038187	0.0308685	0.500471	0.0643183	0.00199442	0.0648449	0.496048	3.43711	0.381967	0.347047	0.0659778	0.205007	8.54857
180	-13156.5	-13089	-67.5512	0.256545	0.361858	0.0356666	0.120315	0.208885	0.198145	0.116338	0.276386	0.238029	0.18466	0.248283	0.374658	0.360697	0.232013	0.338318	0.159993	0.29554	0.14524	0.544924	0.18577	0.348439	0.232105	0.436622	0.14825	0.13556	0.193168	0.041302	0.0915755	0.0439802	0.106516	0.312631	0.110418	0.05469	0.115416	0.0919241	0.137333	0.281645	0.296324	0.0969591	0.0859646	0.105595	0.00532906	0.356324	0.211438	0.0153659	0.357504	0.0395632	0.031981	0.487142	0.0684444	0.00243094	0.0714558	0.515087	3.41103	0.378586	0.354192	0.0579941	0.209228	8.66522
190	-13158.8	-13096.9	-61.8848	0.268442	0.426098	0.0887212	0.169135	0.121793	0.205126	0.0948645	0.205109	0.327883	0.158408	0.324453	0.332245	0.415253	0.348664	0.207706	0.108012	0.242853	0.226535	0.380373	0.190682	0.325234	0.244297	0.392892	0.101125	0.139243	0.197954	0.0218122	0.0427404	0.0534441	0.116492	0.217486	0.0889003	0.0405211	0.0792649	0.0882256	0.0871411	0.241611	0.186702	0.0997871	0.117199	0.0633112	0.0105935	0.364219	0.20424	0.0135098	0.484341	0.036058	0.0360392	0.364581	0.0654711	0.00308486	0.0802948	0.538798	3.37782	0.345407	0.384754	0.0549033	0.214936	8.09835
200	-13153.3	-13086.8	-66.4794	0.255089	0.316373	0.0564919	0.125645	0.190658	0.22633	0.144883	0.288891	0.321274	0.175067	0.31571	0.41755	0.398338	0.306039	0.274988	0.159471	0.308678	0.140116	0.50311	0.204616	0.281143	0.323679	0.480443	0.125631	0.123357	0.250694	0.0347184	0.0625915	0.0123825	0.110793	0.288362	0.134508	0.0680563	0.0392863	0.1136	0.0871411	0.358126	0.244769	0.0861808	0.118384	0.0236651	0.0135935	0.162604	0.140132	0.0136668	0.515327	0.0320052	0.0308428	0.341926	0.0662321	0.00235746	0.0703889	0.512095	3.41516	0.348412	0.382231	0.0541958	0.215161	8.55807
210	-13152.9	-13093.3	-59.6208	0.28286	0.362843	0.091045	0.11442	0.161836	0.200143	0.125288	0.306766	0.344106	0.165375	0.275572	0.305443	0.303948	0.283191	0.25233	0.109252	0.262696	0.157786	0.275792	0.177261	0.31275	0.303842	0.375722	0.191619	0.120839	0.214592	0.0670933	0.0957081	0.00156916	0.136521	0.27903	0.0601394	0.0638999	0.105965	0.068592	0.0871411	0.277675	0.234782	0.0965919	0.0666341	0.0500262	0.0337834	0.212975	0.139071	0.0154923	0.473919	0.0301575	0.0349624	0.36438	0.0810882	0.00400815	0.0912462	0.565862	3.33888	0.365994	0.375835	0.0519452	0.206226	7.87166
220	-13160.9	-13098.1	-62.8385	0.254886	0.289456	0.0784562	0.12129	0.238639	0.156656	0.100448	0.258535	0.347778	0.223995	0.243487	0.399376	0.347342	0.204189	0.278647	0.132122	0.256007	0.18543	0.421299	0.240477	0.30483	0.271995	0.410175	0.175027	0.15808	0.263658	0.0670933	0.0959274	0.0934945	0.0518086	0.373448	0.0791373	0.0665417	0.0903434	0.0511811	0.0541621	0.287315	0.123709	0.0722281	0.0683868	0.0401598	0.065088	0.201021	0.205549	0.0183018	0.425175	0.0356265	0.0332854	0.409715	0.0778966	0.00234736	0.0702409	0.511678	3.41573	0.362005	0.365624	0.0513792	0.220992	8.19399
230	-13158.6	-13086.9	-71.6927	0.260027	0.420656	0.0509931	0.145704	0.265399	0.18351	0.129895	0.269388	0.347273	0.18947	0.294916	0.330937	0.344013	0.245547	0.276557	0.140688	0.402076	0.222228	0.465592	0.20863	0.381656	0.347788	0.420012	0.159436	0.185077	0.339448	0.0241824	0.0959274	0.0491425	0.144271	0.201793	0.0611848	0.0939073	0.121558	0.130368	0.0672882	0.304864	0.193841	0.100823	0.0653144	0.0401598	0.0749123	0.375205	0.167676	0.0170305	0.510833	0.0331518	0.0309733	0.363109	0.0449023	0.00261237	0.0740207	0.522159	3.40121	0.356248	0.367102	0.054765	0.221885	9.07931
240	-13161.5	-13088.9	-72.5805	0.282294	0.316091	0.0346607	0.131311	0.288046	0.198457	0.121255	0.326467	0.422849	0.219062	0.385392	0.332683	0.452353	0.353907	0.308069	0.182694	0.340613	0.164318	0.374146	0.192039	0.292502	0.300253	0.435471	0.151083	0.107859	0.406881	0.022469	0.0971956	0.0491425	0.0768205	0.216974	0.105051	0.073208	0.102086	0.0750953	0.0970849	0.35763	0.209153	0.137871	0.101386	0.124269	0.0291754	0.330093	0.124473	0.0222487	0.408525	0.03648	0.0340828	0.441282	0.057381	0.00396923	0.0908129	0.564835	3.34038	0.366491	0.352738	0.0600098	0.220762	9.16764
250	-13160.9	-13090.8	-70.0832	0.266976	0.455003	0.0189588	0.17968	0.268346	0.174646	0.167045	0.242275	0.382843	0.218477	0.336214	0.437552	0.452353	0.273815	0.261383	0.138024	0.237633	0.257718	0.38935	0.268879	0.311779	0.205057	0.571979	0.129364	0.125477	0.30751	0.0268377	0.107272	0.0491425	0.179593	0.189572	0.0882679	0.0945459	0.0891349	0.0750953	0.0660677	0.296263	0.196284	0.0825452	0.0688042	0.0692419	0.0442941	0.25703	0.12686	0.0184961	0.415103	0.030327	0.0435708	0.414304	0.0781986	0.00299907	0.0791947	0.535945	3.38186	0.374336	0.345107	0.0616366	0.218921	8.91821
260	-13152.5	-13075.4	-77.1464	0.2787	0.480972	0.0417449	0.208632	0.235922	0.241201	0.168093	0.291867	0.398493	0.210812	0.380828	0.404033	0.48683	0.338611	0.314332	0.169629	0.269139	0.190258	0.480559	0.239107	0.327915	0.325218	0.511836	0.153561	0.129936	0.215635	0.00179137	0.0565572	0.0491425	0.0827965	0.256719	0.0830106	0.0945459	0.111466	0.17052	0.105686	0.370489	0.281072	0.113843	0.100934	0.0939696	0.0309291	0.289577	0.116093	0.0156611	0.431773	0.0296936	0.0314569	0.412054	0.0793611	0.00372693	0.0880648	0.558237	3.34997	0.371783	0.358658	0.0608847	0.208674	9.6243
270	-13160.9	-13085.9	-74.968	0.252837	0.488243	0.0261649	0.129907	0.182912	0.192731	0.150749	0.350286	0.452332	0.237085	0.38735	0.382221	0.306052	0.311708	0.394832	0.162072	0.272446	0.295901	0.527264	0.128322	0.265638	0.264027	0.451764	0.146915	0.144351	0.255896	0.0192218	0.102737	0.0501883	0.0804044	0.367912	0.128803	0.0434105	0.159604	0.076334	0.115797	0.356244	0.261855	0.0993601	0.0714869	0.0470261	0.00600958	0.314869	0.198549	0.0166808	0.406328	0.0316269	0.033505	0.463671	0.0481884	0.00224663	0.0687464	0.507431	3.42158	0.382773	0.350907	0.0595689	0.20675	9.40698
280	-13168.6	-13090.9	-77.686	0.26767	0.391807	0.0769922	0.204715	0.177722	0.355365	0.134754	0.324673	0.359976	0.212017	0.341664	0.391273	0.375567	0.297755	0.310872	0.162072	0.292565	0.201471	0.357908	0.182865	0.30547	0.457457	0.624821	0.163008	0.121323	0.272184	0.0757144	0.108548	0.0501883	0.159499	0.310558	0.128803	0.07048	0.094016	0.122482	0.0989442	0.31281	0.235641	0.0910382	0.169583	0.0229101	0.0119752	0.284345	0.234649	0.0158874	0.423718	0.0301226	0.0319114	0.441618	0.0567431	0.00303951	0.0797153	0.537298	3.37995	0.399613	0.341333	0.0579436	0.201109	9.67848
290	-13151.2	-13078.4	-72.8181	0.263719	0.338115	0.0769922	0.179026	0.226746	0.200509	0.0914569	0.308679	0.374728	0.260198	0.397222	0.42828	0.487521	0.334375	0.279108	0.116428	0.310133	0.226632	0.581854	0.241746	0.245465	0.278993	0.483116	0.136938	0.125228	0.275363	0.0225002	0.108258	0.0112767	0.0888927	0.296776	0.0925193	0.0231657	0.0947692	0.115121	0.0802802	0.288714	0.218139	0.0885486	0.118227	0.0879689	0.024156	0.225573	0.202033	0.0173622	0.370977	0.0329189	0.0341187	0.482612	0.0620105	0.00281375	0.0767615	0.529539	3.39089	0.391677	0.345845	0.0587095	0.203768	9.19177
300	-13150.4	-13085.8	-64.5458	0.252395	0.354894	0.0769922	0.113082	0.226746	0.182765	0.105112	0.286874	0.264842	0.256848	0.268531	0.362497	0.408875	0.259932	0.250169	0.0994503	0.281829	0.194972	0.398319	0.150817	0.295441	0.282034	0.509374	0.144438	0.131581	0.284914	0.0104132	0.107202	0.024441	0.148899	0.25968	0.109478	0.081539	0.0579332	0.115121	0.0714161	0.331949	0.229937	0.0885486	0.0674466	0.0518394	0.0381522	0.229979	0.149469	0.0157591	0.403315	0.0298793	0.0309684	0.438051	0.0820277	0.00222525	0.0684248	0.506509	3.42284	0.388907	0.346846	0.0598899	0.204357	8.36477
310	-13161.8	-13092.3	-69.5614	0.261063	0.404557	0.0747809	0.0862778	0.175998	0.205686	0.101632	0.339378	0.395157	0.261687	0.301159	0.353485	0.391098	0.328539	0.252577	0.0951903	0.248249	0.183193	0.464285	0.264077	0.307583	0.332102	0.518914	0.128251	0.0790124	0.198639	0.0294726	0.0875204	0.024441	0.0855414	0.261869	0.0587148	0.119558	0.112188	0.0526795	0.0398141	0.340763	0.296114	0.0775036	0.163444	0.0815111	0.0381522	0.357803	0.147553	0.0173816	0.341883	0.0329556	0.0341567	0.48315	0.0904729	0.00266792	0.0747874	0.524242	3.3983	0.387646	0.348907	0.0577065	0.205741	8.86615
320	-13157	-13089.4	-67.6408	0.252161	0.368927	0.0645159	0.160094	0.193077	0.257829	0.140084	0.247134	0.264406	0.143648	0.297334	0.316169	0.480571	0.271755	0.391448	0.088033	0.311043	0.18131	0.440478	0.17297	0.393118	0.239123	0.489185	0.174133	0.113152	0.203235	0.0527652	0.0875204	0.0296343	0.146227	0.267736	0.0674357	0.0704705	0.112188	0.0438229	0.115744	0.288564	0.193847	0.12216	0.0578303	0.0532657	0.0381522	0.309737	0.214397	0.0140249	0.452334	0.0246093	0.0275556	0.389846	0.0916302	0.00221401	0.068255	0.506021	3.42351	0.378354	0.357685	0.0578188	0.206142	8.67427
330	-13161.4	-13090.6	-70.8088	0.258706	0.386905	0.0412468	0.145916	0.28666	0.237122	0.104812	0.280011	0.299778	0.188959	0.288909	0.423201	0.457476	0.256109	0.274734	0.0823281	0.336097	0.170726	0.407084	0.157216	0.343714	0.300625	0.590679	0.157195	0.154565	0.266228	0.0187969	0.0509834	0.0296343	0.150583	0.41011	0.120276	0.0866022	0.0889791	0.0399326	0.125566	0.238922	0.226244	0.119989	0.128439	0.0551691	0.0383145	0.306674	0.117427	0.0175736	0.416627	0.0285597	0.0319788	0.412619	0.0926421	0.00254259	0.0730455	0.51949	3.40492	0.384469	0.354167	0.0572501	0.204114	8.99094
340	-13154.2	-13082.2	-72.0004	0.244655	0.338194	0.0495699	0.180317	0.228295	0.178802	0.0980081	0.26283	0.306418	0.244266	0.369072	0.446668	0.467621	0.275756	0.336422	0.175346	0.356055	0.172002	0.475589	0.225177	0.356522	0.316589	0.510146	0.123381	0.139461	0.197071	0.0187969	0.0916241	0.0414325	0.089893	0.255231	0.100217	0.1214	0.0497392	0.0527289	0.0721652	0.404642	0.305116	0.0585723	0.122827	0.0756332	0.0421835	0.240477	0.138122	0.0170128	0.446191	0.0270504	0.0302889	0.415069	0.064388	0.00187193	0.0628578	0.490077	3.44519	0.383985	0.35498	0.057178	0.203857	9.11038
350	-13162	-13087.8	-74.1875	0.268944	0.376954	0.0135722	0.154977	0.185058	0.222822	0.171894	0.252761	0.43695	0.226165	0.326861	0.37488	0.421708	0.338753	0.265553	0.187003	0.330584	0.115817	0.494469	0.307606	0.334089	0.274344	0.567808	0.186734	0.149984	0.251073	0.0497482	0.12788	0.0172761	0.063504	0.237932	0.0666368	0.0929941	0.0588255	0.0959122	0.0721652	0.415356	0.226112	0.0630204	0.142125	0.0487639	0.027871	0.392241	0.16183	0.0180925	0.474507	0.0287671	0.0393801	0.374611	0.0646415	0.00311459	0.0806722	0.53977	3.37644	0.370281	0.362885	0.0584888	0.208345	9.32861
360	-13165.2	-13092.6	-72.6364	0.26867	0.362236	0.123338	0.199752	0.302787	0.175198	0.139464	0.339197	0.434101	0.192013	0.295761	0.410352	0.504416	0.241632	0.267247	0.196054	0.383364	0.218048	0.436636	0.190913	0.334089	0.322128	0.383462	0.163989	0.143311	0.226246	0.011143	0.0617288	0.0492273	0.113131	0.344053	0.101987	0.133143	0.0826964	0.0733421	0.0655682	0.403307	0.234912	0.0630204	0.0680095	0.0338402	0.0197725	0.131403	0.197484	0.0184137	0.427782	0.035287	0.0345209	0.411398	0.072598	0.00309836	0.0804664	0.53924	3.37719	0.366097	0.361656	0.0632752	0.208972	9.1735
370	-13153.3	-13084.4	-68.9755	0.260402	0.402245	0.0828759	0.105663	0.194712	0.197149	0.139464	0.277048	0.40429	0.233807	0.294383	0.355343	0.415582	0.287169	0.283942	0.15545	0.344996	0.154248	0.436636	0.163947	0.244225	0.372222	0.531703	0.124793	0.163893	0.29929	0.0254387	0.0348162	0.00938323	0.0527891	0.299577	0.149042	0.104581	0.114177	0.0203398	0.0965408	0.304961	0.269993	0.0711416	0.122669	0.0249741	0.079078	0.236428	0.126577	0.0176702	0.434478	0.0358393	0.0204411	0.417837	0.0737343	0.00263243	0.0742985	0.522915	3.40015	0.353641	0.370229	0.0597846	0.216345	8.80758
380	-13159.2	-13085.2	-74.0226	0.244694	0.393289	0.0828759	0.156486	0.183573	0.226085	0.181	0.341962	0.341514	0.221689	0.40415	0.270906	0.467185	0.350238	0.300465	0.135086	0.288749	0.169961	0.5368	0.120954	0.423882	0.261729	0.49221	0.172284	0.155266	0.237916	0.0404748	0.061128	0.00825681	0.108315	0.30843	0.0841189	0.120834	0.0918488	0.137378	0.202546	0.317041	0.236084	0.0744626	0.0796952	0.0361348	0.00441992	0.329884	0.15529	0.0174549	0.429182	0.0354024	0.0244171	0.412744	0.0807993	0.00187363	0.0628857	0.490162	3.44508	0.355879	0.369987	0.0597455	0.214388	9.3126
