Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
100	-163.318	0	-163.318	0.132737	0.195826	0.00171248	0.0440505	0.135814	0.0298699	0.173445	0.0490485	0.11297	0.133175	0.0379638	0.0118648	0.034081	0.0629497	0.0208399	0.0315811	0.0226582	0.189335	0.0896969	0.00508535	0.0155629	0.180358	0.119536	0.0933976	0.0475312	0.0247436	0.14071	0.123484	0.00659203	0.152991	0.004506	0.0120936	0.148905	0.0354688	0.357451	0.149953	0.011504	0.0235886	0.0415117	0.0770075	0.246248	0.154031	0.214351	0.24833	0.249937	0.236831	0.511962	0.000165453	5.30022e-08	0.00110443	1.59972e-05	0.00592184	0.189378	3.80468	0.0126616	0.268249	0.259631	0.459459	4.01182
110	-165.719	0	-165.719	0.297783	0.187467	0.00119539	0.0440505	0.00602743	0.0388518	0.173445	0.0727085	0.11297	0.0134092	0.123925	0.0155397	0.034081	0.0756477	0.109486	0.0247485	0.0226582	0.14738	0.0161224	0.00508535	0.010933	0.134731	0.174138	0.0933976	0.068261	0.0848674	0.14071	0.169731	0.028511	0.152991	0.0130454	0.0557207	0.12501	0.179487	0.357451	0.0684409	0.00962465	0.0235886	0.148008	0.0391401	0.0087356	0.00940461	0.213087	0.100449	0.197386	0.479813	0.322377	5.52558e-05	1.7701e-08	0.000368843	0.00511723	0.102772	0.592062	3.30005	0.00929224	0.3463	0.270466	0.373942	3.63426
120	-176.294	0	-176.294	0.041358	0.152181	0.00103557	0.00187397	0.283684	0.0388518	0.130457	0.0679263	0.0249118	0.111454	0.123925	0.0208522	0.0222255	0.0372537	0.109486	0.344907	0.0558771	0.0430987	0.211133	0.0013047	0.148411	0.134731	0.107505	0.188663	0.141148	0.015797	0.205407	0.162146	0.0210732	0.120024	0.0178929	0.0754359	0.0158084	0.0743271	0.357451	0.113369	0.158598	0.0262272	0.0522421	0.000542575	0.184048	0.00158746	0.195536	0.100449	0.167156	0.262981	0.569504	4.67933e-05	1.49901e-08	0.000312355	1.54501e-15	5.86943e-08	0.00159411	3.99841	0.00573355	0.301994	0.342971	0.349301	4.40086
130	-169.441	0	-169.441	0.00125721	0.356868	0.0333033	0.0185697	0.0231748	0.0388518	0.044977	0.0599929	0.136646	0.00736042	0.0940326	0.0430937	0.0222255	0.0759649	0.0152087	0.0826389	0.0554308	0.202786	0.142117	0.00152319	0.0313189	0.0603715	0.0586456	0.208192	0.141148	0.0990746	0.193338	0.0471527	0.0455049	0.120024	0.000708385	0.0461429	0.187173	0.128346	0.357451	0.0295396	0.158598	0.0262272	0.0122181	0.13253	0.00632155	0.0537105	0.339856	0.0109404	0.174624	0.25387	0.57113	4.88839e-05	1.56598e-08	0.00032631	0	4.04141e-240	7.05051e-100	4	0.00472696	0.405324	0.269764	0.320184	3.9493
140	-169.728	0	-169.728	0.00160861	0.0739709	0.0105513	0.0378076	0.0712754	0.0388518	0.0310774	0.131442	0.136646	0.0269887	0.0940326	0.124749	0.0158233	0.0526475	0.0152087	0.0826389	0.283222	0.335816	0.00352766	0.00152319	0.0282893	0.0403078	0.103406	0.208192	0.125024	0.0990746	0.253131	0.291156	0.0455049	0.120024	0.000624606	0.0461429	0.187173	0.165413	0.357451	0.0295396	0.016006	0.00666953	0.048833	0.00637173	0.0369364	0.0285914	0.026304	0.094082	0.271407	0.455138	0.273425	3.9706e-06	1.27197e-09	2.65045e-05	0	8.19186e-188	3.61001e-78	4	0.00339945	0.191399	0.194004	0.611198	3.93205
150	-165.065	0	-165.065	0.0529612	0.334363	0.0105513	0.0378076	0.129406	0.0735288	0.225785	0.0344901	0.224604	0.0269887	0.0940326	0.124749	0.0158233	0.0326346	0.0576376	0.10236	0.0272049	0.240008	0.00352766	0.0262841	0.0282893	0.0248458	0.0740884	0.120346	0.0458241	0.0511052	0.0771632	0.163039	0.00359888	0.120024	0.00254191	0.0224557	0.187173	0.0440025	0.165341	0.0295396	0.0065128	0.0121842	0.048833	0.00804842	0.0172808	0.0387337	0.0563326	0.094082	0.233023	0.30574	0.4612	4.83502e-06	1.54888e-09	3.22747e-05	2.38455e-12	2.30361e-06	0.00730832	3.99269	0.0269199	0.391887	0.175451	0.405742	3.26317
160	-178.219	0	-178.219	0.151058	0.0462978	0.192487	0.0333402	0.252737	0.0504696	0.184144	0.188802	0.224604	0.0738957	0.0434717	0.124749	0.0438337	0.0326346	0.0811423	0.10236	0.0721532	0.403969	0.175637	0.0262841	0.130691	0.0688984	0.0812148	0.0728294	0.0458241	0.0557141	0.0655133	0.163039	0.0582345	0.0872653	0.0594345	0.0224557	0.0890272	0.0440025	0.165341	0.318806	0.026628	0.0767204	0.048833	0.156155	0.0637634	0.0387337	0.0968798	0.02077	0.17963	0.407056	0.413288	3.43247e-06	1.09958e-09	2.29124e-05	5.66207e-05	0.0111145	0.245017	3.74381	0.0204616	0.389565	0.198334	0.391639	4.40979
170	-161.95	0	-161.95	0.0237003	0.0462978	0.00449699	0.0988029	0.0370879	0.0504696	0.187431	0.0837912	0.0342951	0.0738957	0.0434717	0.0834524	0.0438337	0.0951864	0.0670821	0.0723216	0.0721532	0.198321	0.00127289	0.0428774	0.155097	0.0982511	0.0832133	0.120165	0.206884	0.0557141	0.0636582	0.168795	0.0470275	0.123107	0.0304083	0.125452	0.0214444	0.0440025	0.165341	0.0384722	0.026628	0.0195355	0.0343899	0.807176	0.00645473	0.0418076	0.100747	0.0413187	0.2054	0.353978	0.440594	3.65925e-06	1.17223e-09	2.44262e-05	2.21038e-26	2.22342e-13	8.97487e-06	3.99999	0.0117603	0.214612	0.379498	0.394129	3.96163
180	-171.987	0	-171.987	0.132154	0.144444	0.0310756	0.0307231	0.0299201	0.0257017	0.0838575	0.266122	0.0441221	0.0576133	0.0434717	0.170907	0.0356536	0.0153625	0.0670821	0.209034	0.114663	0.128847	0.0199241	0.25248	0.0229504	0.0739369	0.0832133	0.0419693	0.164606	0.0297782	0.0636582	0.168795	0.017287	0.0766271	0.0164511	0.125452	0.0834481	0.00673321	0.457603	0.075334	0.115312	0.0917522	0.0378035	0.0327828	0.0141091	0.395024	0.214086	0.0205293	0.232044	0.371024	0.3969	4.13392e-06	1.32429e-09	2.75948e-05	1.52791e-05	0.0057878	0.187606	3.80659	0.00472894	0.204579	0.368277	0.422415	4.20025
190	-161.444	0	-161.444	0.128216	0.138896	0.0171556	0.158133	0.0299201	0.0407721	0.107503	0.116259	0.0594766	0.0576133	0.052551	0.0336815	0.0356536	0.0686482	0.0187328	0.209034	0.175475	0.0584576	0.0774856	0.019882	0.00306365	0.137095	0.112446	0.0419693	0.0572459	0.0453456	0.0636582	0.43515	0.0823513	0.0766271	0.0221387	0.121112	0.0206599	0.00424631	0.192454	0.075334	0.235518	0.0340564	0.206369	0.0680479	0.124074	0.0775626	0.145916	0.0532508	0.132283	0.458483	0.409216	2.35666e-06	7.54947e-10	1.57312e-05	1.10773e-05	0.00493042	0.175646	3.81941	0.0201638	0.324483	0.314485	0.340868	3.91102
200	-148.426	0	-148.426	0.0938323	0.0837987	0.0171556	0.00873913	0.000427787	0.0664087	0.0352157	0.0339887	0.350064	0.0576133	0.052551	0.0231403	0.0356536	0.0686482	0.0187328	0.209034	0.0129101	0.0299712	0.0191795	0.121857	0.00730949	0.0119853	0.232288	0.122352	0.0572459	0.0453456	0.0344144	0.100756	0.0812454	0.0842857	0.0221387	0.0504638	0.0127185	0.0526436	0.0478165	0.139003	0.0257644	0.00341466	0.00109362	0.0248529	0.133385	0.0117149	0.122528	0.0532508	0.234719	0.221972	0.543278	4.18157e-06	1.33955e-09	2.79128e-05	2.11886e-07	0.000684298	0.0776563	3.92166	0.0187582	0.371574	0.292562	0.317106	2.72311
210	-161.291	0	-161.291	0.0163485	0.162013	0.027051	0.120403	0.0505638	0.0664087	0.123531	0.127206	0.0361608	0.0576133	0.052551	0.0231403	0.00928658	0.0600347	0.0732446	0.209034	0.0394268	0.520585	0.0228218	0.0642164	0.0146361	0.0315462	0.181603	0.176414	0.0304373	0.332303	0.114628	0.100756	0.0173185	0.0519256	0.108903	0.046088	0.00660987	0.024739	0.243018	0.0783572	0.0136508	0.0174143	0.00369609	0.0248529	0.00831685	0.00447864	0.350507	0.0335785	0.146126	0.442284	0.41157	2.60326e-06	8.33946e-10	1.73773e-05	8.34752e-38	4.32358e-19	3.82824e-08	4	0.019242	0.381159	0.274313	0.325286	3.86107
220	-171.204	0	-171.204	0.266327	0.236242	0.0858778	0.130468	0.0232259	0.0174037	0.123531	0.391581	0.0756248	0.0934427	0.0828332	0.0291283	0.0160544	0.00758546	0.0508136	0.209034	0.115007	0.238733	0.061457	0.164999	0.0570521	0.359287	0.130459	0.230581	0.084258	0.332303	0.0313292	0.314579	0.0173185	0.0243036	0.108903	0.0197739	0.0313042	0.0769347	0.131763	0.0783572	0.0106089	0.0135669	0.00568123	0.149674	0.0729979	0.186714	0.0156724	0.0473948	0.274055	0.421678	0.304258	1.15561e-06	3.70195e-10	7.71392e-06	0.00296155	0.0787086	0.534675	3.38365	0.0124354	0.190722	0.318659	0.478184	4.68386
230	-168.839	0	-168.839	0.218043	0.236242	0.168951	0.132369	0.0232259	0.114603	0.0740265	0.132502	0.0756248	0.102761	0.0156542	0.0438799	0.187408	0.00945998	0.0273656	0.213205	0.0292595	0.118748	0.00927427	0.0222969	0.0769818	0.058117	0.157301	0.0526649	0.197867	0.20649	0.0109212	0.10457	0.00901974	0.174099	0.108903	0.00397209	0.24279	0.0182465	0.188426	0.0783572	0.0106089	0.0666677	0.182834	0.00933065	0.055741	0.00253512	0.0156724	0.0236914	0.308198	0.416543	0.275254	6.64464e-07	2.12859e-10	4.43543e-06	0.000940463	0.0447899	0.429092	3.52518	0.0130398	0.165966	0.249575	0.571419	3.79266
240	-160.617	0	-160.617	0.0382224	0.0641142	0.0772412	0.132369	0.0232259	0.00159932	0.0740265	0.132502	0.0965543	0.0763849	0.0213249	0.0438799	0.0154521	0.0454442	0.0273656	0.451563	0.0716646	0.0988491	0.00386032	0.0741742	0.0447082	0.0446685	0.182767	0.101988	0.0736865	0.395461	0.00811962	0.10457	0.00935661	0.0104122	0.0395013	0.0420838	0.00573326	0.0705798	0.241141	0.143068	0.0154258	0.0181495	0.182834	0.111029	0.0796391	0.0248762	0.0321858	0.105874	0.29739	0.299209	0.403398	4.16259e-07	1.33347e-10	2.77861e-06	9.88424e-17	1.48497e-08	0.000901331	3.9991	0.0103935	0.352025	0.198925	0.438656	3.61945
250	-166.454	0	-166.454	0.0952235	0.10005	0.0859758	0.0149655	0.0992293	0.137515	0.0709232	0.132502	0.125067	0.0503336	0.000796837	0.0297576	0.0154521	0.0460601	0.0273656	0.162041	0.0716646	0.0857838	0.123133	0.196336	0.0447082	0.0446685	0.0806835	0.0843319	0.283034	0.3033	0.00811962	0.10457	0.402991	0.016522	0.00880387	0.00658334	0.205212	0.0705798	0.0543753	0.143068	0.0258554	0.0495849	0.00969148	0.00178718	0.0796391	0.000841296	0.0321858	0.0297572	0.23493	0.336325	0.428741	3.96449e-07	1.27001e-10	2.64638e-06	2.62872e-07	0.000762099	0.0812015	3.91804	0.0214291	0.301508	0.410141	0.266922	3.66584
260	-155.386	0	-155.386	0.0899705	0.129977	0.0859758	0.00651	0.0339268	0.00359759	0.00407807	0.0251407	0.21822	0.0548847	0.0446507	0.0297576	0.0154521	0.0460601	0.0295738	0.011898	0.0634031	0.365325	0.0408775	0.058642	0.0447082	0.0826988	0.022455	0.317166	0.129596	0.0582655	0.138528	0.248031	0.0327081	0.00989637	0.000237132	0.0145745	0.00351986	0.0726653	0.0543753	0.098826	0.028828	0.0742767	0.00919628	0.000823926	0.0501783	0.0266122	0.0321858	0.156268	0.178021	0.172028	0.649949	3.08171e-07	9.87216e-11	2.0571e-06	1.12451e-07	0.000498685	0.0681066	3.93139	0.0126059	0.299315	0.460142	0.227937	2.97457
270	-166.145	0	-166.145	0.0344332	0.201385	0.0235601	0.0168269	0.106747	0.0138603	0.116742	0.234262	0.21822	0.221403	0.0160931	0.186124	0.0154521	0.0460601	0.00934834	0.0308546	0.159351	0.503478	0.0408775	0.058642	0.191161	0.12316	0.249188	0.149792	0.0632701	0.136024	0.167608	0.037812	0.111014	0.0107627	0.128351	0.0251475	0.0108607	0.0390611	0.127741	0.16432	0.028828	0.00519584	0.0150331	0.0173972	0.0542893	0.0468076	0.245749	0.0269923	0.178941	0.329038	0.492019	3.09764e-07	9.92317e-11	2.06773e-06	1.82749e-18	2.01983e-09	0.000393936	3.99961	0.0109777	0.297745	0.296755	0.394523	4.39485
280	-160.238	0	-160.238	0.0114416	0.180399	0.0440148	0.0279912	0.0245968	0.0572288	0.116742	0.160206	0.190834	0.167133	0.0158094	0.0236282	0.0154521	0.0105744	0.0222703	0.0333221	0.00978564	0.333336	0.0408775	0.058642	0.247592	0.188361	0.0228959	0.380671	0.187356	0.136024	0.167608	0.24997	0.000207973	0.00368953	0.0434444	0.0365504	0.0108607	0.00763234	0.2387	0.16432	0.00390685	0.00580517	0.0146811	0.0940074	0.0542893	0.0509741	0.189212	0.0506324	0.192075	0.368708	0.439217	7.1417e-08	2.28782e-11	4.76723e-07	1.34384e-53	5.48813e-27	2.02258e-11	4	0.00870071	0.357127	0.235203	0.398969	4.08223
290	-169.456	0	-169.456	0.316642	0.133112	0.0440148	0.0176206	0.0015563	0.0671229	0.00502266	0.160206	0.465688	0.334821	0.0130603	0.0169661	0.0371684	0.0189909	0.107645	0.111126	0.0716367	0.244116	0.0366833	0.058642	0.247592	0.109659	0.0228959	0.0864033	0.120966	0.252481	0.151762	0.176434	0.0335671	0.0143147	0.0443086	0.191317	0.0108607	0.0608825	0.0162261	0.159098	0.0294559	0.0312697	0.0276414	0.0331573	0.00473709	0.125407	0.00420524	0.131466	0.24925	0.449212	0.301538	2.42295e-08	7.76185e-12	1.61737e-07	0.006742	0.117488	0.62272	3.25305	0.00918418	0.311317	0.352479	0.32702	4.03131
300	-169.204	0	-169.204	0.104483	0.133112	0.133867	0.0176206	0.0968756	0.0157102	0.0868964	0.426515	0.0639658	0.161459	0.117531	0.0922306	0.0554743	0.263333	0.107645	0.0391027	0.0583082	0.0498294	0.0946326	0.0890641	0.0143797	0.0454934	0.0391663	0.299649	0.120966	0.199687	0.151762	0.038905	0.0112692	0.00819297	0.130254	0.0280281	0.0880173	0.11333	0.0286956	0.0237837	0.0310193	0.0312697	0.0276414	0.0331573	0.0744906	0.125407	0.138219	0.0645622	0.308585	0.256763	0.434652	1.38493e-08	4.43656e-12	9.24465e-08	9.53689e-07	0.00145033	0.106003	3.89255	0.00981596	0.263531	0.319803	0.40685	3.97052
310	-171.01	0	-171.01	0.00391133	0.0546502	0.148459	0.0176206	0.0968756	0.077663	0.100984	0.15605	0.126492	0.0264826	0.117531	0.0922306	0.135605	0.0290537	0.00509969	0.0256765	0.141614	0.0400441	0.0285109	0.0102003	0.362977	0.0454934	0.140044	0.147607	0.0715761	0.074377	0.151762	0.134682	0.0158738	0.149762	0.0634373	0.000990387	0.0226425	0.326184	0.00315182	0.0228783	0.174537	0.0522955	0.0213013	0.098847	0.0595255	0.0661984	0.134773	0.0645622	0.158821	0.273578	0.567602	6.68103e-09	2.14024e-12	4.45972e-08	6.63415e-155	1.2202e-77	1.92022e-32	4	0.00765925	0.349354	0.242012	0.400975	3.83632
320	-170.054	0	-170.054	0.0061422	0.512423	0.0126429	0.000446196	0.0968756	0.0271633	0.0113474	0.342996	0.0715297	0.0907899	0.0403545	0.0788768	0.136093	0.0290537	0.0843722	0.0156412	0.0109484	0.152078	0.173025	0.0102003	0.0751242	0.0245357	0.110392	0.221106	0.107901	0.0321974	0.0738971	0.134682	0.1738	0.0100102	0.192051	0.0021977	0.0470196	0.113042	0.0881964	0.438744	0.109575	0.0522955	0.146946	0.0152946	0.0595255	0.0661984	0.0967501	0.011772	0.293083	0.380993	0.325924	2.64663e-09	8.47837e-13	1.76667e-08	5.35313e-99	1.09587e-49	7.67239e-21	4	0.00531795	0.450444	0.21858	0.325658	4.30011
330	-173.795	0	-173.795	0.223533	0.512423	0.0126429	0.000218402	0.089438	0.0708493	0.081057	0.261857	0.150847	0.197048	0.0437853	0.0402262	0.136093	0.00561904	0.0250598	0.0622828	0.0993096	0.152078	0.0876555	0.0684307	0.0141857	0.0849389	0.244155	0.132684	0.0224028	0.296028	0.0738971	0.153967	0.23881	0.00878101	0.192051	0.0176964	0.0470196	0.0625342	0.0437897	0.0386632	0.0159985	0.0433427	0.0032299	0.0247158	0.0595255	0.0661984	0.209425	0.00456977	0.52016	0.18477	0.295069	1.34672e-09	4.31417e-13	8.98963e-09	0.00109862	0.0483584	0.442254	3.50829	0.00316081	0.325674	0.231976	0.43919	4.19553
340	-167.001	0	-167.001	0.0333379	0.0772551	0.0126429	0.0238076	0.089438	0.0808102	0.112262	0.204404	0.0948992	0.28049	0.021563	0.00549419	0.0288621	0.00561904	0.0250598	0.218508	0.0993096	0.337264	0.0321005	0.081643	0.00310444	0.217146	0.244155	0.20684	0.00651161	0.0614399	0.0395819	0.153967	0.00731255	0.0278	0.0561116	0.0604735	0.0453605	0.0625342	0.0437897	0.199886	0.0174758	0.000978563	0.0201462	0.0122429	0.465584	0.0799768	0.209425	0.0142743	0.223407	0.473206	0.303388	4.41164e-10	1.41325e-13	2.94486e-09	4.86917e-19	1.04269e-09	0.000299423	3.9997	0.00363519	0.243212	0.266791	0.486361	4.08755
350	-172.465	0	-172.465	0.0154503	0.0455286	0.0126429	0.0238076	0.170926	0.0808102	0.230584	0.142018	0.0629692	0.027897	0.021563	0.000875043	0.0288621	0.18808	0.0250598	0.132544	0.0784625	0.399832	0.0466495	0.00221641	0.0563132	0.0736598	0.227468	0.209505	0.0235056	0.308575	0.0126347	0.238942	0.00861222	0.108052	0.0152145	0.00683776	0.192918	0.108576	0.0987816	0.199886	0.0369465	0.0262128	0.0569259	0.00940765	0.465584	0.0260271	0.279704	0.0214559	0.296832	0.232449	0.470719	1.86046e-10	5.95992e-14	1.24189e-09	6.03574e-40	3.67675e-20	1.37655e-08	4	0.00804103	0.272294	0.149179	0.570486	4.53307
360	-167.098	0	-167.098	0.0363243	0.139904	0.0135222	0.0023768	0.0105854	0.00596303	0.230584	0.345069	0.0629692	0.0677223	0.0704454	0.0231359	0.00684323	0.0384894	0.0250598	0.132544	0.145407	0.0689269	0.0999384	0.144162	0.0563132	0.15211	0.0540062	0.261997	0.381142	0.0822611	0.0234737	0.202572	0.00861222	0.115756	0.0682646	0.086341	0.0360519	0.0184952	0.0476525	0.182812	0.156813	0.0187325	0.12502	0.150434	0.00734467	0.132277	0.0236155	0.0415666	0.305539	0.2988	0.39566	1.91503e-10	6.13474e-14	1.27832e-09	1.48597e-17	5.75866e-09	0.000608419	3.99939	0.00499017	0.37222	0.321566	0.301224	4.06731
