Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
8780	-15727.8	-15710.7	-17.0805	0.0787607	0.104711	0.140119	0.0867157	0.134039	0.102914	0.0909669	0.104697	0.102049	0.0651734	0.0758925	0.154802	0.0952072	0.100623	0.111227	0.121448	0.154264	0.0719195	0.120137	0.144017	0.0595109	0.101635	0.0873934	0.0363762	0.0248618	0.0380923	0.0382684	0.0331309	0.0705905	0.0343594	0.0373585	0.0257076	0.0107995	0.0248246	0.0462547	0.0248289	0.0246942	0.0443535	0.040215	0.0529385	0.0237717	0.0122525	0.0744018	3.1263
8790	-15724.6	-15708.5	-16.1218	0.0901509	0.0939457	0.111284	0.0609512	0.100986	0.089725	0.0787364	0.127366	0.114388	0.082523	0.0775141	0.134557	0.0715849	0.0802358	0.117405	0.147633	0.158077	0.0978983	0.104225	0.129153	0.0696899	0.106824	0.0727494	0.0332395	0.0291121	0.0152382	0.0476073	0.02658	0.0625522	0.0348324	0.0332858	0.0229712	0.0253445	0.0216162	0.042348	0.0358623	0.0308535	0.0503513	0.0264855	0.0541365	0.0280711	0.0172128	0.0751335	3.03044
8800	-15726.5	-15710.3	-16.2631	0.0734587	0.0812987	0.113393	0.0667229	0.131827	0.102571	0.0787364	0.133254	0.0842044	0.0651069	0.0670739	0.136498	0.0873078	0.10735	0.116615	0.134105	0.167516	0.0801137	0.108204	0.100958	0.0723058	0.0880515	0.0867197	0.0356282	0.0367285	0.0195523	0.0586374	0.0417122	0.0716626	0.0446904	0.0316187	0.026242	0.00912153	0.0331298	0.0380734	0.0263937	0.0377559	0.0540036	0.0155009	0.0523696	0.0321935	0.0286852	0.0674688	3.04456
8810	-15727.6	-15710.8	-16.8066	0.106943	0.117895	0.0950724	0.0937524	0.107367	0.0998386	0.0798615	0.139242	0.113382	0.079772	0.0871044	0.142163	0.0922569	0.0967336	0.101926	0.106744	0.167652	0.0845021	0.127976	0.13086	0.0596193	0.101061	0.0725301	0.0231785	0.0439895	0.0145763	0.0451031	0.0252605	0.0762994	0.0288802	0.0310719	0.026242	0.0142232	0.0266593	0.0325868	0.0509132	0.0217185	0.0539831	0.0241394	0.0414553	0.0321935	0.0174606	0.0647268	3.09892
8820	-15731.6	-15715.8	-15.803	0.0962127	0.116695	0.0992009	0.0621078	0.142766	0.102523	0.0791808	0.0940292	0.0905878	0.0666052	0.0626409	0.143697	0.0840297	0.0809183	0.0946934	0.116206	0.161705	0.0774608	0.0906089	0.11929	0.0580083	0.0956328	0.0934974	0.0386859	0.0332517	0.0293606	0.0608563	0.0370749	0.0659929	0.0427392	0.0290988	0.0297268	0.0265762	0.0427453	0.0321008	0.0186028	0.0242744	0.0500805	0.0350121	0.0662513	0.014977	0.0281219	0.0647268	2.99855
8830	-15720.8	-15705	-15.8338	0.0787103	0.0890517	0.0939529	0.0713663	0.120801	0.0976094	0.0869987	0.140223	0.0999291	0.0834116	0.0730111	0.132924	0.0935492	0.0953489	0.115481	0.11185	0.168222	0.0830962	0.0881178	0.133678	0.0620062	0.0923887	0.0929409	0.0344531	0.0480135	0.0267576	0.0434019	0.034	0.0481788	0.032334	0.0315448	0.0285233	0.0124939	0.0163118	0.0262165	0.0254357	0.0296913	0.0642275	0.0324871	0.0445198	0.0170988	0.0339166	0.0673648	3.00164
8840	-15721	-15704.5	-16.5212	0.08055	0.128056	0.110698	0.0688402	0.133935	0.103704	0.0947031	0.119803	0.10962	0.0742229	0.0739342	0.137204	0.0659907	0.116667	0.123091	0.118683	0.139334	0.0760417	0.0975931	0.140487	0.0623582	0.09577	0.0854777	0.0287481	0.0480135	0.0281687	0.0410006	0.0274842	0.0597186	0.0441447	0.0221158	0.0285233	0.0167273	0.011663	0.0350538	0.0323495	0.0286099	0.0537085	0.0324871	0.0519669	0.0194643	0.0306165	0.0730436	3.07037
8850	-15726.2	-15709.7	-16.4788	0.113064	0.0942122	0.130138	0.0843853	0.142814	0.098611	0.0839489	0.139468	0.0887763	0.0862847	0.0832457	0.135832	0.0757862	0.092101	0.112995	0.124314	0.163759	0.0635784	0.112777	0.115043	0.0622475	0.100365	0.0743595	0.0287481	0.0481982	0.0239441	0.0422931	0.0330113	0.059521	0.0397402	0.0171596	0.0285233	0.00894375	0.0315642	0.0373274	0.0323495	0.0288172	0.0387974	0.0267847	0.0303267	0.0182061	0.0426371	0.0711319	3.06613
8860	-15729.7	-15713.5	-16.2412	0.0897056	0.115061	0.109908	0.07814	0.149982	0.0779514	0.0743536	0.11956	0.0992809	0.0727603	0.0679403	0.152265	0.069627	0.100104	0.124538	0.112494	0.155921	0.0928162	0.100616	0.103251	0.060089	0.0942659	0.0814588	0.0171849	0.0588788	0.0254415	0.0420136	0.0292876	0.0674286	0.0463789	0.0239503	0.0262206	0.00831801	0.0375081	0.0359904	0.0349966	0.0202698	0.0600051	0.036188	0.0474474	0.0335391	0.0367354	0.0525056	3.04238
8870	-15730.7	-15714	-16.7176	0.0897056	0.11327	0.114712	0.082593	0.138583	0.104415	0.0737824	0.117814	0.0977988	0.0732194	0.0702593	0.155184	0.0964435	0.0811934	0.115681	0.127116	0.170767	0.093399	0.105368	0.129383	0.0485812	0.0904231	0.0807659	0.015313	0.0343652	0.0153412	0.0390333	0.0245905	0.0561747	0.027981	0.033903	0.0286197	0.0249948	0.0438943	0.0528384	0.0296935	0.0290538	0.0492108	0.036188	0.0681225	0.0335391	0.018008	0.0586888	3.09001
8880	-15726.6	-15710.4	-16.1982	0.0811527	0.0993505	0.0974384	0.0970221	0.112354	0.10191	0.0645372	0.114402	0.0772725	0.0714832	0.0701143	0.147143	0.096813	0.107195	0.118131	0.13888	0.158021	0.07824	0.0974683	0.123779	0.0764553	0.0932309	0.0814739	0.0257992	0.0373259	0.0314658	0.0387242	0.0392947	0.0715955	0.026094	0.0237344	0.0277194	0.00901638	0.0366878	0.0392551	0.0325632	0.0316365	0.0580508	0.0391687	0.0420681	0.0192628	0.0391169	0.0656259	3.03807
8890	-15719.6	-15704	-15.6223	0.0856992	0.110801	0.113308	0.0745746	0.124973	0.104528	0.075643	0.111143	0.104138	0.0820157	0.081198	0.137921	0.0865915	0.10218	0.111623	0.111602	0.142811	0.0815757	0.0957462	0.0930254	0.0712426	0.0855451	0.0758908	0.0215914	0.0382604	0.0194018	0.0550666	0.0458305	0.0603455	0.0247509	0.0418581	0.0278988	0.00976059	0.0203578	0.0376861	0.0431054	0.028136	0.0548297	0.0277754	0.0462141	0.0245277	0.0243648	0.0649477	2.98048
8900	-15717.2	-15701.9	-15.3399	0.0943741	0.101385	0.111007	0.0741558	0.109839	0.102244	0.0802928	0.107114	0.0999307	0.0820157	0.0763236	0.136027	0.0793845	0.102501	0.0930881	0.115025	0.160527	0.0945055	0.108935	0.133144	0.0529299	0.103424	0.0757344	0.0285179	0.0423291	0.0223425	0.0370787	0.0376209	0.0594563	0.032434	0.0129547	0.030188	0.0135914	0.0105345	0.0375802	0.0294605	0.029183	0.061025	0.0263664	0.0429114	0.0174138	0.0148497	0.072493	2.95224
8910	-15727.7	-15710.8	-16.9356	0.0837011	0.104885	0.135882	0.0764456	0.129803	0.106719	0.0598896	0.130878	0.0894205	0.0804763	0.0984898	0.140444	0.067641	0.0809866	0.124023	0.102098	0.154524	0.0759734	0.132822	0.128427	0.0690017	0.0941742	0.0791802	0.0205522	0.0351275	0.0362969	0.052579	0.0370477	0.0665726	0.0317844	0.0198609	0.0308033	0.0177783	0.020036	0.0400011	0.0533781	0.0342916	0.0681878	0.0399907	0.043374	0.0271281	0.0285257	0.0626132	3.11181
8920	-15740.8	-15723.7	-17.0576	0.0794011	0.117335	0.138746	0.08103	0.123043	0.115067	0.0705927	0.117771	0.0968994	0.0896845	0.0872373	0.146598	0.0957146	0.07666	0.143183	0.122782	0.155229	0.0975501	0.0957218	0.0921989	0.0648555	0.0742018	0.0702343	0.0312957	0.0379197	0.0434323	0.0475341	0.0408515	0.0582452	0.0348565	0.0491163	0.0229948	0.019095	0.0136003	0.0400011	0.0385365	0.0337063	0.0559038	0.0366908	0.049529	0.0271281	0.0349512	0.0568956	3.12402
8930	-15722.4	-15706.4	-16.048	0.118823	0.106823	0.0939777	0.0731942	0.115938	0.0939307	0.0712913	0.128193	0.0923898	0.0921481	0.0912552	0.130637	0.0722343	0.0887958	0.12079	0.102879	0.158601	0.0912438	0.108342	0.128673	0.0745938	0.0886909	0.0844776	0.0224878	0.0379197	0.0294608	0.0455239	0.0441689	0.0575853	0.025538	0.0283091	0.036273	0.0206778	0.0117089	0.0400011	0.0307061	0.028873	0.061864	0.0324692	0.0471903	0.0236477	0.0170703	0.0536607	3.02306
8940	-15728.1	-15711.7	-16.3485	0.0886892	0.102064	0.101054	0.0645074	0.122716	0.102243	0.0764995	0.113872	0.109308	0.0896356	0.0885148	0.150493	0.0881545	0.0928491	0.113013	0.113105	0.157926	0.0705453	0.126411	0.120228	0.06749	0.100415	0.0782864	0.0261478	0.0381381	0.0294608	0.0614986	0.0432663	0.0420735	0.0350454	0.0194844	0.0405551	0.0276895	0.0177034	0.0227257	0.0181089	0.0291205	0.0550316	0.0409428	0.0399397	0.029786	0.0335863	0.064783	3.05311
8950	-15723.9	-15708.5	-15.4343	0.0850851	0.0980349	0.0964065	0.0662871	0.129011	0.102867	0.0815341	0.131067	0.107118	0.0823875	0.0726916	0.105503	0.087693	0.105519	0.128604	0.116474	0.131892	0.0845571	0.107833	0.149376	0.0614836	0.0934812	0.082224	0.0189532	0.0408512	0.0289678	0.0378015	0.0384218	0.0616911	0.0303522	0.0285756	0.0399091	0.0162538	0.0113111	0.0300087	0.025932	0.0296683	0.0515095	0.0206042	0.0385625	0.0197564	0.025645	0.0597803	2.96169
8960	-15729.2	-15712.9	-16.3614	0.107704	0.103793	0.111629	0.07616	0.128784	0.0867207	0.0815341	0.145459	0.107118	0.106929	0.0748851	0.148962	0.0814329	0.11454	0.117681	0.128362	0.15406	0.0783316	0.108361	0.110102	0.0562004	0.0918918	0.0629314	0.0251109	0.0482615	0.0214996	0.0402155	0.029714	0.0611346	0.0251961	0.0176631	0.0281074	0.0205102	0.0286938	0.0353648	0.036834	0.0228281	0.0527023	0.0184366	0.039547	0.0127981	0.0351048	0.0711037	3.0544
8970	-15725.7	-15709.9	-15.8617	0.0986786	0.0872347	0.0905493	0.0917667	0.119213	0.096439	0.06779	0.129986	0.101258	0.0741276	0.0690058	0.142942	0.0848673	0.104524	0.102347	0.116806	0.160573	0.0907917	0.104872	0.130635	0.0665826	0.0782246	0.0665809	0.0360299	0.0356472	0.0178435	0.062576	0.0299219	0.0582539	0.0415615	0.0352603	0.0389156	0.0113436	0.0318737	0.0402916	0.0377693	0.0318407	0.0696675	0.0158371	0.0377422	0.020672	0.0132632	0.0623185	3.00442
8980	-15722.3	-15705.4	-16.8792	0.100759	0.100844	0.109425	0.0729358	0.133311	0.093725	0.0701592	0.124825	0.101258	0.0673308	0.09454	0.144948	0.0908763	0.0894747	0.106421	0.140178	0.178366	0.0823786	0.115997	0.107765	0.0635908	0.111746	0.0768031	0.0362002	0.0361952	0.0164207	0.051957	0.0381206	0.0667423	0.04265	0.0333715	0.025265	0.0111908	0.0212522	0.0386674	0.0366084	0.0303175	0.0460045	0.0336134	0.0275751	0.0227961	0.0279205	0.0856475	3.10617
8990	-15726.6	-15710.3	-16.3216	0.0825701	0.119906	0.126933	0.0717497	0.160455	0.0922964	0.0658859	0.1084	0.115786	0.0928743	0.0794267	0.14016	0.071882	0.0796128	0.102071	0.118515	0.178457	0.077487	0.0948164	0.134447	0.0589618	0.0835871	0.0818569	0.0318197	0.0419929	0.0383188	0.0320856	0.0300317	0.0472973	0.0305022	0.0271798	0.025265	0.0170695	0.0216416	0.0373044	0.034712	0.0254478	0.0731501	0.0405865	0.0578299	0.0193975	0.0163268	0.0643137	3.05041
9000	-15725.9	-15709.1	-16.7828	0.0909367	0.123271	0.101907	0.0688394	0.150906	0.0886285	0.0936853	0.121268	0.0819631	0.0815756	0.0894399	0.155323	0.0765996	0.0983028	0.103113	0.117029	0.175405	0.0849603	0.110306	0.113499	0.0664285	0.0825375	0.0849767	0.025659	0.0274459	0.033132	0.0574836	0.0304392	0.0813237	0.0377744	0.0167957	0.0268322	0.0177263	0.0411711	0.0384981	0.0202141	0.0209806	0.059283	0.0392125	0.0492283	0.0119908	0.0266678	0.0737775	3.09654
9010	-15722.2	-15706.6	-15.5448	0.0856568	0.0867542	0.101629	0.0743226	0.144366	0.106615	0.0823403	0.11036	0.0841145	0.0747968	0.0829674	0.135243	0.0825726	0.0859752	0.125347	0.122227	0.158139	0.0651334	0.0907834	0.126238	0.0403802	0.0984287	0.0893428	0.0325038	0.0389237	0.0178471	0.0618681	0.0333626	0.0603198	0.0382826	0.0276299	0.037104	0.0107121	0.0227624	0.0366134	0.0244622	0.0298279	0.0660645	0.0218008	0.039509	0.0154138	0.0242256	0.0797675	2.97273
9020	-15734.5	-15718.7	-15.7504	0.0856568	0.105743	0.10677	0.0987542	0.131571	0.0935038	0.079599	0.120623	0.0798962	0.0655925	0.0806483	0.162483	0.0987852	0.0733648	0.124726	0.129476	0.164158	0.0829745	0.09703	0.141802	0.0536792	0.0590031	0.0775913	0.0325038	0.0321034	0.0179261	0.0609663	0.0255169	0.0573398	0.0341144	0.0372243	0.0208927	0.014484	0.0278535	0.0461471	0.0210078	0.0179027	0.0597787	0.0300945	0.0402032	0.0219994	0.0119446	0.0698561	2.99329
9030	-15725.2	-15709.2	-16.0044	0.0891172	0.10399	0.106172	0.0867743	0.142598	0.102545	0.074033	0.122486	0.0828802	0.0798776	0.0804995	0.130589	0.0878929	0.0726904	0.118921	0.127875	0.164222	0.0828902	0.104385	0.135317	0.0602615	0.0785729	0.0802519	0.0279296	0.0454949	0.0288603	0.0398847	0.0352587	0.0388914	0.0329215	0.0358458	0.0244344	0.019733	0.0229473	0.0535173	0.0511638	0.02725	0.0538769	0.0161543	0.0398682	0.0136522	0.0263089	0.0698561	3.01869
9040	-15736	-15718.6	-17.3614	0.0667328	0.0865346	0.12114	0.0794103	0.133916	0.120565	0.101889	0.125757	0.101677	0.104145	0.0642796	0.127836	0.0822157	0.0952315	0.122164	0.112554	0.179445	0.0929907	0.0986654	0.143292	0.0671702	0.0971618	0.0859262	0.0318026	0.0416143	0.0192834	0.0608365	0.0285525	0.0521798	0.0498396	0.0404946	0.0311869	0.0143991	0.0233975	0.0521352	0.0468745	0.0264085	0.058728	0.0180055	0.0493805	0.0175515	0.0223474	0.0586805	3.1544
9050	-15721.4	-15705.6	-15.818	0.0907088	0.0989067	0.101324	0.0640345	0.13789	0.0885087	0.067317	0.133054	0.0918683	0.0705885	0.0921809	0.123105	0.0811095	0.10206	0.0989555	0.130819	0.164453	0.0775254	0.114211	0.107512	0.0568095	0.112601	0.08718	0.0263053	0.040663	0.0301755	0.0420719	0.0262055	0.0641082	0.041553	0.0321454	0.0224894	0.0133444	0.02133	0.0415098	0.0280996	0.0263575	0.0647442	0.0268585	0.0339252	0.0250297	0.0103144	0.0901053	3.00006
9060	-15726	-15709.8	-16.2067	0.102655	0.118691	0.10737	0.0640345	0.129837	0.115287	0.0655287	0.125309	0.0814616	0.0575128	0.0808793	0.144222	0.0834588	0.0954209	0.100342	0.130294	0.149147	0.0911918	0.109567	0.140915	0.0649834	0.0922756	0.0876406	0.0313742	0.0436952	0.0318193	0.0428142	0.0240517	0.0371948	0.0366135	0.03382	0.0237227	0.013129	0.034033	0.0427297	0.0279568	0.0268461	0.056073	0.0355455	0.0462489	0.0284827	0.0261794	0.0585688	3.03892
9070	-15724.6	-15707.9	-16.6753	0.102175	0.0921869	0.115152	0.0750979	0.117371	0.0958841	0.0799796	0.120516	0.0906735	0.0739202	0.0801141	0.122458	0.0802208	0.11394	0.088501	0.129322	0.174396	0.0803286	0.0995386	0.112666	0.062077	0.102879	0.0847786	0.0307927	0.0416036	0.0345036	0.0489633	0.0341249	0.0678281	0.0272213	0.0345405	0.0403324	0.0101698	0.0130814	0.0549032	0.0385397	0.0320684	0.0512166	0.0292359	0.0602948	0.0223411	0.0295378	0.0903064	3.08578
9080	-15726.3	-15710.6	-15.6637	0.0729011	0.111035	0.10357	0.0949382	0.138493	0.108165	0.0732534	0.141804	0.0802917	0.0707333	0.0751317	0.122672	0.0647574	0.101053	0.109927	0.118108	0.143516	0.0781305	0.113286	0.147146	0.0541869	0.0816582	0.0703724	0.0183407	0.0347061	0.0277137	0.0559416	0.0319011	0.0551111	0.0297407	0.0351109	0.020157	0.024679	0.0344864	0.0411224	0.0316615	0.0262498	0.0494951	0.0265101	0.0545379	0.0199138	0.0331212	0.0589952	2.98463
9090	-15723	-15706.6	-16.4015	0.0919954	0.0883391	0.117466	0.0811294	0.116507	0.100587	0.0744173	0.131675	0.0976559	0.0840147	0.0731328	0.15477	0.0726808	0.0904718	0.108771	0.1126	0.176962	0.0855413	0.114579	0.100768	0.0625823	0.0881734	0.0906064	0.0422015	0.0247909	0.0340965	0.0493483	0.0403932	0.0626347	0.0372906	0.0362734	0.0247755	0.0238435	0.0213641	0.0471768	0.0249898	0.0273799	0.0612358	0.0275469	0.0419435	0.0296865	0.0156654	0.0703386	3.0584
9100	-15723.8	-15707.3	-16.4853	0.0731502	0.109608	0.0912442	0.0639013	0.128133	0.106872	0.0680436	0.132946	0.116108	0.0956974	0.06672	0.136313	0.0778394	0.109228	0.127395	0.113565	0.149545	0.0848355	0.115421	0.128567	0.0678799	0.0930424	0.0855242	0.0403274	0.0387921	0.0203353	0.0529823	0.0406795	0.0596882	0.0411213	0.0242821	0.0302325	0.0115953	0.0215188	0.0300178	0.0379809	0.0345271	0.0556609	0.0160847	0.0397269	0.0167298	0.0205836	0.0923376	3.06678
9110	-15726.2	-15709.6	-16.5861	0.0829021	0.121408	0.10647	0.0659476	0.137398	0.106872	0.0802809	0.116568	0.0798448	0.0723324	0.104852	0.145232	0.0911806	0.085263	0.117938	0.113332	0.152269	0.0602442	0.144555	0.112835	0.055382	0.0930424	0.0802582	0.0306096	0.0418183	0.0270109	0.0433958	0.0307356	0.0584619	0.0413815	0.0356986	0.0279231	0.0153383	0.024815	0.0522686	0.0353195	0.0231877	0.0489052	0.0339838	0.0443976	0.0175475	0.0277945	0.089858	3.07686
9120	-15722.1	-15705.6	-16.5442	0.0833547	0.102733	0.104413	0.0753428	0.131261	0.089745	0.0680305	0.122595	0.0882496	0.0938169	0.0916803	0.132355	0.07699	0.0974789	0.122012	0.120792	0.166283	0.0863746	0.137284	0.120006	0.0494043	0.101789	0.0763339	0.0209169	0.0364563	0.0243953	0.0433958	0.0605018	0.0722703	0.0404448	0.0215553	0.0384959	0.0153383	0.0221251	0.0344768	0.0214812	0.0348789	0.0631902	0.0243587	0.0443976	0.0228894	0.0254141	0.067365	3.07267
9130	-15724.8	-15708.8	-15.9809	0.0943497	0.106054	0.120368	0.0820947	0.143258	0.100244	0.0734524	0.104558	0.100432	0.0846667	0.0736998	0.132869	0.0865313	0.0882824	0.0935783	0.111016	0.13534	0.0861229	0.0927655	0.135748	0.070435	0.0975653	0.0798182	0.0389962	0.0312451	0.0172418	0.067559	0.0348923	0.0501376	0.0427733	0.0219978	0.0378536	0.0162368	0.0227305	0.0395171	0.0315559	0.0173545	0.0600347	0.0294111	0.0409063	0.0129756	0.0322396	0.0774366	3.01634
9140	-15724.5	-15708.9	-15.6305	0.0807573	0.0973854	0.0891423	0.070549	0.109622	0.101664	0.0651837	0.120349	0.105348	0.0846667	0.10054	0.141626	0.0833722	0.105782	0.120223	0.0888682	0.150745	0.0742353	0.105055	0.12026	0.0536279	0.0930281	0.0758193	0.0334732	0.0398864	0.0350462	0.0509558	0.0351024	0.0572845	0.043929	0.0402581	0.0234904	0.0172582	0.0245856	0.037687	0.0209159	0.0378305	0.0600347	0.0227613	0.0452265	0.0188934	0.0178138	0.0810177	2.9813
9150	-15727.2	-15711.6	-15.6235	0.0892731	0.123208	0.101732	0.0716891	0.1362	0.0789978	0.0890897	0.116827	0.0921475	0.0715638	0.0736072	0.116632	0.0827354	0.112652	0.107906	0.112339	0.149854	0.0882046	0.108544	0.137342	0.0615948	0.11082	0.0758193	0.028556	0.0344479	0.0156942	0.0496667	0.0243003	0.0608411	0.0535037	0.0321698	0.0201087	0.0324499	0.0245856	0.0353875	0.019223	0.028438	0.0504713	0.0166423	0.0355167	0.0179912	0.0178138	0.0740126	2.9806
9160	-15731.2	-15714.8	-16.4024	0.0929587	0.102319	0.0951976	0.072984	0.130956	0.0754819	0.0984168	0.107958	0.0964255	0.06347	0.0957735	0.129766	0.0891084	0.0825057	0.117723	0.127842	0.176185	0.0742801	0.105759	0.11023	0.0663697	0.0989225	0.0853596	0.0360183	0.0416997	0.0300331	0.0499901	0.0300291	0.0608411	0.0519986	0.0356515	0.0218608	0.0128312	0.0321634	0.047935	0.0417164	0.0277486	0.0635795	0.0288657	0.0273401	0.0175586	0.0162819	0.0883632	3.0585
9170	-15730	-15713.9	-16.0886	0.0982829	0.108672	0.123183	0.0924126	0.156919	0.105274	0.103454	0.115566	0.0932912	0.0613201	0.0768907	0.128075	0.0730525	0.0971744	0.106036	0.11466	0.168367	0.0691688	0.106807	0.11023	0.0621337	0.0759402	0.0775156	0.0207599	0.0439396	0.0179351	0.0657091	0.0393214	0.0662857	0.0350158	0.0322411	0.0115253	0.015473	0.0134252	0.0389512	0.0250052	0.0271721	0.0499922	0.0317664	0.0489273	0.0247991	0.0189644	0.0754756	3.02711
9180	-15726.8	-15710.4	-16.3846	0.100678	0.101546	0.110699	0.066541	0.0926709	0.0784741	0.0811432	0.115523	0.0972312	0.0712373	0.0768907	0.159153	0.087098	0.0962893	0.124993	0.112093	0.169662	0.101398	0.11417	0.123926	0.064478	0.094318	0.0690468	0.0408334	0.0407357	0.0213073	0.0524988	0.0337132	0.0696005	0.0314716	0.0251119	0.0394971	0.0281942	0.0195706	0.0480593	0.0232222	0.0218864	0.0493538	0.0338234	0.0369573	0.0234118	0.025959	0.0822489	3.05672
9190	-15727.5	-15711	-16.4436	0.0885759	0.106181	0.0957616	0.0800007	0.130759	0.0867191	0.0703098	0.121032	0.106302	0.0871376	0.0634244	0.152773	0.0763475	0.0922771	0.106454	0.116089	0.18375	0.0814561	0.113607	0.12146	0.0790855	0.075862	0.112302	0.0379015	0.0454381	0.0209419	0.0613321	0.0256205	0.0535686	0.0391193	0.0204528	0.0287952	0.0277099	0.0272686	0.046839	0.0189771	0.0303137	0.0506752	0.0216275	0.0345345	0.0135165	0.025959	0.0843535	3.06261
9200	-15729.5	-15713.1	-16.3743	0.0873651	0.0981799	0.1106	0.0807703	0.147661	0.102055	0.0748469	0.116364	0.0810484	0.0849707	0.0868531	0.119046	0.0972394	0.109129	0.118303	0.111946	0.159501	0.0778642	0.130567	0.0976562	0.064289	0.0856778	0.0873022	0.0165667	0.0423411	0.0385634	0.0430985	0.0433479	0.0672003	0.0315258	0.0370465	0.0210866	0.0190466	0.0251671	0.0455002	0.0232965	0.0209404	0.0786394	0.0216275	0.0379598	0.0228633	0.0324153	0.0582213	3.05569
9210	-15731.5	-15716.4	-15.1566	0.0954041	0.0979253	0.0969749	0.0914868	0.116651	0.0919724	0.0944809	0.105081	0.096685	0.0681649	0.0979997	0.139966	0.0655894	0.0920541	0.0989517	0.120243	0.183811	0.0873629	0.113336	0.116585	0.0584849	0.0842171	0.0820342	0.0307347	0.0411453	0.0368907	0.0448849	0.0237356	0.0374639	0.0340332	0.021902	0.0226431	0.0117884	0.0251671	0.0272944	0.0323651	0.032287	0.0464787	0.0235616	0.0390966	0.0166483	0.0135169	0.0768136	2.93391
9220	-15727.4	-15711.1	-16.3274	0.0885681	0.109732	0.10581	0.0805724	0.11898	0.0864837	0.0659379	0.113169	0.101792	0.0739297	0.0777287	0.155993	0.0888427	0.0999537	0.0986338	0.129251	0.157878	0.0868128	0.108934	0.101275	0.0693099	0.110425	0.0902121	0.031064	0.0373763	0.0214629	0.0432232	0.0214587	0.0571837	0.0557855	0.0315144	0.0258761	0.0195496	0.0205629	0.0596409	0.0258641	0.0247968	0.0687079	0.0217034	0.0590719	0.03125	0.023533	0.0511468	3.051
9230	-15722.5	-15705.9	-16.5544	0.0980661	0.12809	0.0944615	0.0805724	0.108979	0.0873163	0.081338	0.118821	0.0970038	0.0814267	0.0811153	0.129764	0.0940716	0.0965665	0.0964251	0.10396	0.155265	0.0915336	0.112771	0.13061	0.068905	0.0930907	0.0820498	0.0232418	0.03648	0.0148476	0.0548452	0.035374	0.062139	0.0439433	0.0283161	0.0266836	0.0130579	0.0283277	0.045974	0.0433378	0.0277086	0.0603739	0.0277008	0.043441	0.0338801	0.0213618	0.0904543	3.07369
9240	-15725.7	-15709.3	-16.3574	0.102774	0.108225	0.105015	0.0654598	0.124705	0.0964859	0.0852609	0.119593	0.0815795	0.0627868	0.0884677	0.133413	0.0834473	0.100215	0.149765	0.125242	0.167795	0.0740437	0.112178	0.119466	0.0573633	0.0899318	0.0789533	0.0333533	0.0433012	0.0269718	0.0328514	0.0269541	0.056734	0.0309834	0.0349509	0.0200213	0.0213344	0.0172014	0.0409504	0.0482322	0.027657	0.065648	0.0427937	0.0411949	0.0166276	0.0132164	0.0808465	3.05399
9250	-15724.5	-15708.7	-15.8382	0.0904979	0.094277	0.123425	0.0616248	0.134516	0.0941599	0.0749699	0.112887	0.101884	0.0714825	0.0817243	0.144087	0.076043	0.103223	0.098673	0.134913	0.137187	0.0728377	0.106757	0.105967	0.0594886	0.0971115	0.0836792	0.0344056	0.0486919	0.0209486	0.039305	0.0409161	0.0643932	0.0313894	0.0348121	0.0320843	0.0121826	0.0140379	0.0419761	0.0262793	0.0272061	0.0512597	0.0583053	0.0510908	0.0273411	0.0107439	0.0732929	3.00208
9260	-15721	-15705.4	-15.623	0.0923247	0.110167	0.126752	0.0723541	0.131132	0.0748861	0.0772747	0.125171	0.0981474	0.0772013	0.0731312	0.154778	0.0738641	0.0813452	0.103089	0.120081	0.156951	0.0774316	0.111517	0.124228	0.0548991	0.0777987	0.0943464	0.0380765	0.0276233	0.0175996	0.0423399	0.0334894	0.0643932	0.0343396	0.0210614	0.0290671	0.00761613	0.0238511	0.0363098	0.0266633	0.0272613	0.0425555	0.0315919	0.0426291	0.0356351	0.0231996	0.0863806	2.98055
9270	-15719.3	-15703.6	-15.7135	0.0944141	0.115746	0.101671	0.0696279	0.105559	0.0884126	0.0712738	0.116863	0.0978901	0.0742557	0.090142	0.128885	0.0721046	0.0848145	0.119752	0.109315	0.154051	0.0904909	0.131331	0.110589	0.0530213	0.114738	0.0956782	0.0327496	0.0326096	0.0301163	0.0426149	0.0334894	0.0601653	0.031067	0.0290501	0.0312869	0.0179522	0.026401	0.0386441	0.0266633	0.0313418	0.0443021	0.0315919	0.0404196	0.0283894	0.0239085	0.0662141	2.9896
