Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
190	-15735.5	-15718.3	-17.1473	0.100812	0.110774	0.112434	0.0787368	0.107908	0.104205	0.0615225	0.140081	0.0788138	0.0875852	0.0576044	0.143216	0.0945909	0.117357	0.108845	0.121753	0.172106	0.0937189	0.130272	0.111054	0.0740163	0.101558	0.0688205	0.024238	0.0582995	0.0350457	0.05152	0.0255403	0.0600269	0.0301186	0.0405452	0.0176679	0.0166007	0.0187457	0.03731	0.0302887	0.0271695	0.0555512	0.0429736	0.0493812	0.0216523	0.0167133	0.0958135	3.13299
200	-15722.5	-15706.9	-15.6257	0.0768515	0.0956596	0.109094	0.0627895	0.125237	0.0995198	0.0760445	0.120758	0.0980342	0.0787637	0.0619512	0.163383	0.0734567	0.108073	0.116293	0.132857	0.160969	0.0774259	0.0968359	0.126093	0.0642677	0.088129	0.0915262	0.029857	0.0432002	0.0190556	0.0253875	0.03708	0.0581186	0.0370056	0.0122693	0.0259282	0.0166007	0.0163065	0.0339994	0.0342944	0.0267696	0.0618172	0.0290874	0.0608034	0.013839	0.035441	0.059956	2.98083
210	-15721	-15704.9	-16.1705	0.0931668	0.113897	0.130617	0.0759095	0.0989102	0.0927561	0.0748007	0.136778	0.112349	0.0857465	0.0768374	0.159103	0.0852235	0.0802234	0.111983	0.118049	0.170337	0.0881547	0.102903	0.120917	0.057856	0.0910509	0.0846888	0.0260825	0.0439488	0.0248749	0.053102	0.0380948	0.0509319	0.0385463	0.0248839	0.0259282	0.0157767	0.0123314	0.0349677	0.025789	0.0236017	0.0585644	0.0308623	0.0341097	0.0224971	0.0249489	0.0631994	3.0353
220	-15721.3	-15704.7	-16.6061	0.0942338	0.118823	0.129612	0.0672808	0.135866	0.0962737	0.0897745	0.128352	0.0873036	0.0787799	0.106128	0.14473	0.0617726	0.0945698	0.119337	0.12064	0.153936	0.0776309	0.104261	0.115932	0.062561	0.088876	0.0851112	0.0260825	0.0339421	0.0214187	0.0393492	0.038901	0.0645151	0.0369667	0.0197957	0.029822	0.017458	0.0238117	0.0437955	0.0372163	0.0211525	0.0556671	0.0493859	0.0437411	0.0219077	0.0251047	0.0670503	3.07887
230	-15720.3	-15704.5	-15.8861	0.0779139	0.115751	0.0980219	0.0653545	0.125758	0.0859853	0.0584062	0.13288	0.111025	0.0787056	0.0844499	0.133675	0.079917	0.0942909	0.119337	0.101178	0.172708	0.0730477	0.110086	0.127803	0.0580528	0.0971278	0.089769	0.0288091	0.0333613	0.0171981	0.0588615	0.0330514	0.0734026	0.03103	0.0269811	0.0287566	0.00961651	0.0229859	0.0466402	0.0333075	0.0343868	0.0662846	0.0197013	0.0421151	0.0169747	0.0251047	0.0670503	3.00686
240	-15721.2	-15705.5	-15.667	0.092348	0.129846	0.108189	0.0802713	0.126344	0.105795	0.0712792	0.129456	0.0877171	0.0807365	0.0837119	0.138924	0.0632059	0.100619	0.094496	0.0974028	0.155177	0.0820622	0.107479	0.12984	0.0506064	0.0873428	0.0935725	0.0288091	0.032099	0.0258955	0.0481803	0.0303174	0.0694406	0.0304539	0.0395784	0.0221652	0.0196237	0.0296619	0.0407431	0.027468	0.0247263	0.0646766	0.0207202	0.034857	0.0169747	0.0198424	0.0623011	2.98496
250	-15722.9	-15706.7	-16.2651	0.0729985	0.0983946	0.112343	0.0614393	0.121937	0.118035	0.086204	0.147104	0.103279	0.0712843	0.0731102	0.124503	0.0926936	0.0953174	0.115826	0.116283	0.152554	0.0792451	0.109676	0.127829	0.077753	0.101877	0.0853504	0.0216435	0.0418961	0.0240717	0.0589584	0.0386551	0.0554051	0.0379723	0.0369168	0.0291032	0.0120595	0.0183163	0.0254114	0.0321767	0.0316792	0.0480235	0.0338471	0.0344492	0.018922	0.0214203	0.0788002	3.04476
260	-15718.9	-15703.4	-15.5018	0.10175	0.0926812	0.101886	0.0718122	0.117513	0.108056	0.082046	0.125619	0.104843	0.0761795	0.0822625	0.145154	0.0722665	0.10215	0.0944756	0.133747	0.152428	0.0767185	0.0971353	0.109627	0.0602871	0.0797212	0.0895033	0.0249676	0.032009	0.0193173	0.0621748	0.0317786	0.0695063	0.036106	0.0361372	0.0314383	0.0141902	0.0132271	0.0383985	0.0268807	0.0261138	0.0509951	0.026571	0.0438962	0.0176112	0.0176042	0.0716548	2.96844
270	-15723.4	-15708	-15.3634	0.0763806	0.095183	0.111586	0.0712087	0.117128	0.0945201	0.0719419	0.0972135	0.0983869	0.0864196	0.0780615	0.129126	0.0714065	0.0948153	0.115302	0.114655	0.170075	0.0737261	0.0981707	0.136317	0.0698635	0.075934	0.0862465	0.0435561	0.0254239	0.0204028	0.0523213	0.0260157	0.0686531	0.0599367	0.0302646	0.0357693	0.0229153	0.0203047	0.0379469	0.0167068	0.0303705	0.0476352	0.0301669	0.0443674	0.017198	0.0193182	0.0716548	2.9546
280	-15725.1	-15709.8	-15.2134	0.106754	0.096721	0.106589	0.0973946	0.137944	0.0888055	0.0657762	0.116001	0.094356	0.0866471	0.064392	0.12597	0.0624276	0.089768	0.115302	0.114655	0.167102	0.0930002	0.0985606	0.114959	0.0534127	0.0886261	0.0876412	0.0420515	0.0236295	0.0229691	0.0368449	0.0310503	0.0586633	0.04033	0.0289806	0.0357693	0.0149921	0.0268275	0.0314399	0.0339265	0.026992	0.0569091	0.0261995	0.0358219	0.0155356	0.0192049	0.0586495	2.93959
290	-15724.1	-15708.3	-15.7604	0.0799244	0.119221	0.10753	0.0706611	0.138308	0.0914216	0.0713585	0.0981437	0.0888775	0.0715324	0.0884166	0.13871	0.0859143	0.0761075	0.102138	0.102079	0.193376	0.0824735	0.109819	0.141884	0.0530696	0.101399	0.0726857	0.0226961	0.0347952	0.0232315	0.0476169	0.0328259	0.067726	0.04033	0.0189026	0.0151206	0.0149921	0.0190316	0.0416752	0.0344331	0.0310103	0.0604344	0.0315522	0.0556825	0.0182333	0.021823	0.0771254	2.99429
300	-15716.3	-15700.5	-15.7795	0.0940695	0.106504	0.113374	0.0623767	0.137788	0.0897733	0.069949	0.137081	0.0923918	0.0646762	0.0729801	0.146192	0.07546	0.098363	0.115247	0.114334	0.162472	0.0820726	0.111284	0.118526	0.047259	0.0894243	0.0726857	0.0328194	0.0327184	0.0227518	0.0476169	0.0369788	0.0606448	0.0428547	0.0214716	0.0441058	0.0146495	0.0242681	0.0413551	0.0353043	0.0350409	0.0488769	0.0287271	0.0454467	0.0238631	0.021823	0.0606043	2.9962
310	-15727.4	-15712.3	-15.0655	0.0845759	0.112183	0.0954537	0.0635375	0.115733	0.0820711	0.0747012	0.112466	0.0984917	0.0839452	0.09128	0.142486	0.0848989	0.0887299	0.108315	0.108259	0.181777	0.0878097	0.0986584	0.111563	0.0697249	0.0842163	0.0812169	0.0351633	0.0210541	0.0148064	0.0558509	0.0334833	0.0473878	0.0415206	0.0177173	0.0130841	0.0162131	0.0242681	0.0501887	0.031936	0.0173425	0.0456296	0.0251595	0.0395688	0.0212978	0.0257741	0.0852675	2.92481
320	-15718.2	-15701.9	-16.2978	0.102903	0.107309	0.102277	0.0747748	0.137302	0.101907	0.0901094	0.112414	0.118437	0.0726683	0.0844422	0.131322	0.0839988	0.0912271	0.120812	0.109084	0.16325	0.0745498	0.113852	0.129378	0.0677834	0.0846227	0.0698304	0.0214753	0.0229465	0.0202802	0.0519383	0.0352781	0.0575178	0.0285923	0.0248107	0.0366632	0.0259825	0.0249774	0.0361378	0.0259529	0.0302057	0.058933	0.0251595	0.0461893	0.0158973	0.0198233	0.0950165	3.04803
330	-15727.1	-15711.4	-15.6807	0.0822891	0.100556	0.114315	0.0563161	0.115167	0.0832387	0.0805058	0.120436	0.0805215	0.0735787	0.07787	0.134445	0.0749261	0.102421	0.129261	0.155897	0.147918	0.10094	0.109548	0.124097	0.0511306	0.0995234	0.0932359	0.0293346	0.0257634	0.0173607	0.0401736	0.0274217	0.055645	0.0454926	0.0214233	0.0228325	0.0139731	0.0266976	0.0488023	0.0330004	0.0302057	0.0436098	0.0320869	0.0359361	0.021096	0.0241398	0.0831876	2.98632
340	-15723.1	-15706.9	-16.232	0.0914976	0.106247	0.117273	0.0656725	0.117372	0.10225	0.0642442	0.120635	0.106656	0.0890897	0.0802915	0.138386	0.0952251	0.0954632	0.115791	0.108571	0.169099	0.0851391	0.124853	0.119672	0.0586725	0.09095	0.061094	0.0363343	0.0317105	0.0334023	0.0518011	0.0303631	0.051986	0.0251424	0.0162994	0.0309749	0.0211252	0.0276097	0.0309894	0.0559091	0.0286229	0.0610475	0.0278695	0.0528011	0.0209054	0.0188276	0.0635877	3.04146
350	-15718.7	-15702.4	-16.3714	0.0796076	0.116104	0.114136	0.0612754	0.125519	0.106937	0.074775	0.134224	0.0956272	0.0816083	0.0818766	0.133374	0.0799298	0.10526	0.11175	0.103933	0.173184	0.0901883	0.121671	0.12558	0.0567769	0.102938	0.0792862	0.0218429	0.0375475	0.028208	0.0441351	0.0351412	0.0654449	0.0355945	0.0275306	0.0267117	0.0213006	0.0196729	0.0593635	0.027742	0.0374959	0.0366552	0.0266682	0.0358556	0.0187819	0.0204672	0.0736777	3.0554
360	-15733	-15717.8	-15.2689	0.104755	0.0813544	0.109929	0.0684834	0.135801	0.0928899	0.0689282	0.120523	0.0852436	0.0883338	0.0614166	0.126172	0.0599526	0.0783609	0.0932222	0.115273	0.178192	0.0841458	0.107871	0.089861	0.0536819	0.098569	0.0830496	0.0296247	0.0502848	0.0401234	0.0572116	0.0267969	0.0654449	0.0307338	0.0314843	0.0347675	0.0139686	0.0293999	0.0454926	0.0262065	0.0375151	0.0529481	0.0247991	0.0321718	0.0189558	0.0315634	0.07964	2.94514
370	-15720.3	-15704.1	-16.1949	0.0881343	0.112119	0.107244	0.0895715	0.133035	0.083337	0.0839973	0.123833	0.101068	0.0699446	0.0993426	0.149794	0.0894189	0.074655	0.108236	0.103847	0.17	0.0831899	0.113485	0.126857	0.0554582	0.0912774	0.0830496	0.0231139	0.0302975	0.0187322	0.0560897	0.0414096	0.0595014	0.0432836	0.0202126	0.0347675	0.0139686	0.0180373	0.0401345	0.0254044	0.0256544	0.0549424	0.0247991	0.0574284	0.0142221	0.0338221	0.0610323	3.03775
380	-15730.9	-15714.9	-15.9367	0.101155	0.111971	0.0904757	0.0801412	0.124973	0.0990437	0.0900311	0.123337	0.0950227	0.0597514	0.094305	0.129626	0.0928108	0.0676633	0.120816	0.12014	0.154905	0.0720003	0.108037	0.108312	0.0752201	0.103283	0.084889	0.0200586	0.0469882	0.0335943	0.0450982	0.0428855	0.0526697	0.0291269	0.0304886	0.0217106	0.00818108	0.012389	0.0450069	0.0323308	0.0158968	0.0673421	0.0225803	0.0396278	0.0199398	0.0398569	0.0782383	3.01192
390	-15730.2	-15713.6	-16.5662	0.0896757	0.133395	0.104252	0.0597854	0.111941	0.0976862	0.0695419	0.128642	0.0998636	0.0700306	0.0685914	0.15242	0.07497	0.0978793	0.109533	0.118283	0.17964	0.0651464	0.126551	0.134261	0.062174	0.102865	0.0750512	0.0391207	0.0432987	0.0429922	0.0589876	0.0353161	0.0525722	0.0401257	0.0217006	0.0234022	0.0365968	0.0166261	0.0450069	0.0271128	0.0204377	0.0557292	0.0411103	0.0396278	0.0185585	0.0179226	0.0664522	3.07487
400	-15724.3	-15708.4	-15.8351	0.0869026	0.104981	0.0967744	0.0820071	0.106252	0.0815579	0.0753051	0.124643	0.0910604	0.068516	0.074589	0.117621	0.0676623	0.115168	0.108641	0.117532	0.16986	0.0825879	0.103505	0.130549	0.062174	0.111349	0.0878638	0.0268083	0.0349695	0.0212035	0.0323724	0.0389662	0.059396	0.0462573	0.012012	0.0397557	0.030491	0.0161448	0.0370072	0.0428639	0.0287579	0.0683977	0.0300155	0.0469715	0.0157113	0.0314825	0.0750832	3.00177
410	-15734	-15717.8	-16.1408	0.0891889	0.102881	0.118195	0.0601089	0.139717	0.105369	0.0657007	0.117531	0.117944	0.080612	0.0695494	0.143919	0.0666418	0.109749	0.115428	0.136201	0.137125	0.0630871	0.100526	0.103886	0.0785168	0.105741	0.101899	0.0448858	0.0377272	0.0178549	0.0267936	0.022104	0.0508158	0.028873	0.028793	0.02888	0.0273667	0.0274321	0.0483941	0.0413664	0.0353192	0.0505382	0.0300155	0.0428545	0.0184581	0.0146459	0.0796994	3.03233
420	-15724.5	-15708.8	-15.6921	0.112624	0.080082	0.116793	0.0674225	0.113297	0.095994	0.0704029	0.116441	0.0974557	0.0888204	0.0781833	0.143549	0.0720528	0.0981109	0.105278	0.124329	0.151018	0.0745252	0.106954	0.128895	0.0680495	0.0848468	0.0729837	0.0316414	0.0455547	0.0219225	0.0356432	0.0315593	0.0549036	0.038215	0.0241872	0.0329221	0.0342964	0.0228704	0.0367028	0.0503188	0.0152357	0.0450073	0.0324758	0.060454	0.0193779	0.0229759	0.0630879	2.98746
430	-15734.8	-15719.3	-15.5409	0.0961849	0.116306	0.113469	0.0809574	0.118322	0.0973789	0.0635717	0.116441	0.0841874	0.0784458	0.0859068	0.124849	0.0638954	0.0761416	0.117537	0.105096	0.178919	0.0769539	0.10003	0.113523	0.0795139	0.0660288	0.0904695	0.0331581	0.0320835	0.0314482	0.0338776	0.0392033	0.0574004	0.0471935	0.0267472	0.0514234	0.0105097	0.0334838	0.0447322	0.0211151	0.0242125	0.0593471	0.021368	0.0595567	0.0228641	0.0115213	0.0669724	2.97234
440	-15727.5	-15712.5	-15.0191	0.0815143	0.104357	0.101509	0.073981	0.128274	0.0872953	0.0833264	0.121928	0.0965435	0.0693898	0.0606256	0.129398	0.0749473	0.0961992	0.118105	0.11688	0.136595	0.0731461	0.100578	0.120482	0.0601853	0.0665098	0.0777251	0.0184097	0.0327585	0.0108349	0.0456798	0.0420638	0.0713358	0.0527351	0.0296133	0.0242443	0.0232358	0.0224178	0.0523989	0.0466846	0.0306213	0.0645664	0.0191258	0.0340175	0.0171515	0.0228827	0.0798941	2.92017
450	-15726.9	-15710.1	-16.8068	0.0820192	0.10613	0.12126	0.0725364	0.124267	0.100628	0.0730943	0.128543	0.0952135	0.0923763	0.0881816	0.14871	0.106338	0.097266	0.100117	0.126623	0.155607	0.0926059	0.0940925	0.128383	0.0624207	0.0839793	0.0596799	0.0363769	0.0412362	0.035235	0.0557004	0.0416961	0.0680187	0.0288292	0.0143082	0.0309728	0.020197	0.0199965	0.0376795	0.0434281	0.0285328	0.0636703	0.0260475	0.0450932	0.00848736	0.0209538	0.092397	3.09893
460	-15727.2	-15711.1	-16.0929	0.0772277	0.0934	0.105275	0.0725364	0.122658	0.0876019	0.0799947	0.141842	0.108312	0.0958358	0.0703152	0.142452	0.0806245	0.0936539	0.127873	0.129939	0.145765	0.0712672	0.132789	0.0950004	0.0542655	0.0841644	0.0929428	0.0180133	0.05102	0.0214686	0.052505	0.0245402	0.0685935	0.031869	0.0309668	0.0343622	0.0210022	0.0212438	0.0375563	0.0324506	0.0366902	0.0479461	0.0224381	0.0598084	0.0157897	0.0172878	0.0762548	3.02754
470	-15727.4	-15710.3	-17.0203	0.0782006	0.112614	0.0901553	0.0744231	0.129918	0.103614	0.094041	0.117469	0.113032	0.0739787	0.0824157	0.155329	0.104141	0.106706	0.110314	0.0986258	0.171278	0.0784077	0.0953542	0.128338	0.074801	0.0872484	0.0990841	0.0414939	0.0374933	0.019285	0.0504341	0.0439521	0.0597221	0.0305178	0.0260817	0.0209332	0.0253333	0.0285854	0.0366124	0.0282189	0.0349812	0.0502254	0.0256844	0.0594696	0.021219	0.0235964	0.0769553	3.12028
480	-15726.2	-15710.4	-15.7155	0.0968035	0.0926113	0.120077	0.0646274	0.127297	0.0954856	0.0662163	0.106481	0.102869	0.0722018	0.074738	0.124572	0.0911829	0.0653432	0.0990771	0.11142	0.16039	0.0891294	0.115624	0.125236	0.0564889	0.0948581	0.0765478	0.0354894	0.0396167	0.0259378	0.0477915	0.025238	0.0601846	0.0310253	0.0309028	0.0243509	0.0230181	0.0219759	0.0478687	0.0322504	0.0274961	0.04221	0.0501691	0.055284	0.00974575	0.0426979	0.0872758	2.98981
