Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	TL
570	-22049.8	-21973.9	-75.832	1.21545	0.590018	0.657998	1.20091	0.935398	0.304935	0.878858	0.00569323	0.995522	0.158719	0.396972	0.00213266	0.437346	0.26966	0.297158	0.490811	0.575803	0.156784	0.684233	0.0439822	0.38472	10.6831
580	-22050.5	-21978	-72.443	1.17894	0.593621	0.64046	1.26379	0.910954	0.338613	0.878858	0.00226894	0.871396	0.125547	0.431978	0.00693792	0.429325	0.374998	0.294618	0.523455	0.443509	0.118039	0.482313	0.0970678	0.337517	10.3442
590	-22048	-21974.8	-73.2325	1.08579	0.697419	0.553138	1.35383	0.862073	0.349819	0.96323	0.00382162	0.892468	0.150004	0.406785	0.00146211	0.432571	0.260704	0.1611	0.464462	0.524925	0.176963	0.699601	0.0898149	0.293175	10.4232
600	-22048.3	-21979.6	-68.7343	1.03421	0.609521	0.581239	1.18218	0.88297	0.271015	0.882865	0.00280417	0.90258	0.225445	0.433195	0.00126635	0.369561	0.353519	0.12135	0.47535	0.397595	0.2077	0.598053	0.0683118	0.372609	9.97333
610	-22049	-21975.6	-73.3847	1.0798	0.596302	0.574826	1.05157	0.907437	0.269456	0.899477	0.00178139	1.0834	0.206871	0.450947	0.00509687	0.392306	0.348222	0.0817694	0.643807	0.52952	0.151841	0.603988	0.0679771	0.49198	10.4384
620	-22049.5	-21976	-73.5043	1.13684	0.751614	0.569083	1.15045	0.982236	0.199607	0.982426	0.000192132	0.897785	0.170016	0.486524	0.00418703	0.383285	0.260364	0.137614	0.529204	0.449508	0.106609	0.724268	0.0593151	0.469211	10.4503
630	-22046.1	-21970.3	-75.7894	1.13964	0.555124	0.733236	1.25673	0.851569	0.239145	0.999513	0.000629308	1.09474	0.193569	0.4493	0.00422621	0.40984	0.352903	0.0235083	0.514823	0.505765	0.12057	0.693876	0.15747	0.382657	10.6788
640	-22050	-21976.8	-73.24	1.1235	0.748217	0.558849	1.3697	0.966249	0.315386	0.870573	0.00334808	0.756449	0.167002	0.420725	0.00120286	0.434005	0.274591	0.212514	0.438567	0.64907	0.147304	0.67101	0.0188243	0.27682	10.4239
650	-22050.1	-21975.9	-74.1938	1.12457	0.621377	0.553674	1.25651	0.894641	0.230903	1.19328	0.00266515	0.947416	0.195544	0.402527	0.00113762	0.400069	0.149374	0.116767	0.557751	0.520255	0.161405	0.659471	0.120854	0.409086	10.5193
660	-22047.7	-21976.1	-71.5257	1.02535	0.658831	0.554933	1.14854	0.860601	0.29337	0.885334	0.00314474	0.910691	0.177867	0.416673	0.00429443	0.399005	0.243493	0.0905566	0.598825	0.545987	0.23078	0.718095	0.0549269	0.431171	10.2525
670	-22047.3	-21972.4	-74.909	1.17275	0.536744	0.73878	1.05787	0.976043	0.280398	1.02976	0.000691609	0.843394	0.203261	0.481613	0.00429443	0.361456	0.319643	0.131915	0.496893	0.717858	0.14696	0.620423	0.102495	0.367554	10.5908
680	-22044.7	-21974.1	-70.5921	1.03795	0.62706	0.572993	1.11617	0.928124	0.285672	0.904775	0.000670741	0.863139	0.213634	0.487245	0.00422927	0.374436	0.315389	0.167514	0.450595	0.583665	0.274756	0.612808	0.0517613	0.286524	10.1591
690	-22050.5	-21978.7	-71.7887	1.22734	0.721874	0.596834	1.17798	0.723263	0.324344	0.937905	0.00199867	0.818766	0.175902	0.526107	0.00365137	0.400132	0.212193	0.17961	0.459314	0.44641	0.125797	0.63961	0.0862211	0.493526	10.2788
700	-22053	-21981.1	-71.9554	1.22797	0.588257	0.715773	1.03991	0.895249	0.268952	1.00301	0.000172582	0.842839	0.16177	0.490174	0.00342608	0.385447	0.172582	0.31628	0.480341	0.387698	0.0643009	0.534174	0.152219	0.564895	10.2954
710	-22047.6	-21973.7	-73.8523	1.42026	0.588257	0.591439	1.23466	0.953085	0.320387	0.878275	0.00181398	0.873184	0.184123	0.44981	0.00315056	0.42115	0.436787	0.154532	0.362388	0.475255	0.0426299	0.592597	0.0372559	0.464088	10.4851
720	-22044.4	-21973.3	-71.0459	1.3151	0.575294	0.569932	1.15201	0.839557	0.322676	0.903276	0.00140256	0.950164	0.189204	0.384157	0.00206886	0.395063	0.297803	0.154532	0.518396	0.466753	0.0984217	0.609284	0.0598084	0.399597	10.2045
730	-22049.4	-21975.1	-74.3653	1.29944	0.547401	0.6982	1.33033	0.880449	0.246915	1.09643	0.0023925	0.928991	0.174534	0.440394	0.00259516	0.425496	0.364251	0.154532	0.365322	0.490554	0.0948329	0.546369	0.132962	0.314046	10.5364
740	-22050.5	-21978.2	-72.2588	1.33253	0.505394	0.766613	1.15631	0.874776	0.345911	0.844472	0.00431737	0.846361	0.125757	0.409767	0.00466963	0.463976	0.364988	0.109939	0.348953	0.583728	0.184927	0.657901	0.0403121	0.354167	10.3258
750	-22060.5	-21998.3	-62.1198	1.12542	0.519396	0.594921	1.02915	0.867212	0.226884	0.791419	0.00128938	0.727967	0.173112	0.405742	0.00487196	0.445844	0.133327	0.0868731	0.497788	0.426776	0.12047	0.683901	0.13775	0.31176	9.31187
760	-22053	-21976.4	-76.5813	1.30852	0.715439	0.548961	1.52315	0.781589	0.336075	0.877737	0.000315394	0.908158	0.15288	0.433852	0.00482828	0.439642	0.386295	0.16381	0.567584	0.508803	0.0413958	0.611047	0.182694	0.26525	10.758
770	-22053.2	-21981.2	-72.0161	1.25621	0.720817	0.454726	1.3653	0.841557	0.369738	0.846599	0.00407538	0.88653	0.170443	0.423742	0.00486973	0.418554	0.277708	0.054997	0.416489	0.508803	0.00582467	0.596617	0.212318	0.465589	10.3015
780	-22050	-21978.9	-71.1131	1.18381	0.678306	0.523469	1.06558	0.812604	0.242274	0.995632	0.000682557	1.01534	0.192001	0.461749	0.0044188	0.392396	0.381301	0.153274	0.509753	0.443523	0.0672598	0.536099	0.106694	0.445047	10.2112
790	-22054.3	-21981.3	-72.9546	1.28731	0.646375	0.59994	1.37479	0.94175	0.340299	0.881916	0.00138108	0.923909	0.186009	0.456891	0.00105572	0.468911	0.346744	0.0571821	0.331359	0.511923	0.0158689	0.561659	0.110361	0.349732	10.3954
800	-22048.3	-21979.4	-68.8714	1.03947	0.579994	0.569922	1.15533	0.880061	0.321901	0.849847	0.000366054	0.985265	0.181521	0.351345	0.00625418	0.392408	0.381318	0.0807333	0.522767	0.471451	0.102092	0.698499	0.134134	0.282367	9.98704
810	-22049.6	-21976.2	-73.3872	1.17368	0.559445	0.550434	1.42111	0.921822	0.248263	0.95683	0.00302356	0.892147	0.209534	0.517694	0.00427108	0.390519	0.327358	0.100933	0.534045	0.438295	0.126056	0.69148	0.0759245	0.295757	10.4386
820	-22049.7	-21974.4	-75.3168	1.17207	0.6796	0.623763	1.29453	0.875284	0.243852	0.965019	0.000358928	0.962625	0.129473	0.53125	0.00347288	0.40895	0.292116	0.0466594	0.533541	0.551234	0.105341	0.542638	0.190787	0.479027	10.6316
830	-22045	-21972.4	-72.5732	1.25867	0.480248	0.77728	1.29374	0.937415	0.298956	0.791999	0.00065704	0.940337	0.147946	0.408708	0.00373553	0.437207	0.24288	0.0617737	0.439581	0.624701	0.161845	0.598341	0.0887896	0.362415	10.3572
840	-22050.2	-21975.4	-74.8054	1.37242	0.637459	0.632334	1.1605	0.897989	0.3585	0.978988	0.00162233	0.921719	0.165157	0.383587	0.0037108	0.391431	0.407383	0.0532734	0.372752	0.518917	0.0614136	0.493148	0.17954	0.588591	10.5804
850	-22046.8	-21970.8	-76.0457	1.27469	0.610046	0.644918	1.06437	1.02238	0.351981	0.966402	0.00175514	0.902027	0.159296	0.429263	0.00208137	0.445948	0.410983	0.117523	0.4745	0.518917	0.103631	0.572204	0.170278	0.461287	10.7045
860	-22049.6	-21976.3	-73.2304	1.25271	0.661035	0.594719	1.16889	0.829231	0.28098	0.812316	0.000806391	1.02591	0.133498	0.40786	0.00286149	0.453743	0.22175	0.144697	0.583714	0.396942	0.214364	0.71702	0.189771	0.330121	10.4229
870	-22045.8	-21971.1	-74.7745	1.2353	0.612223	0.64584	1.12216	1.01908	0.28098	1.09021	0.00105226	0.916461	0.177179	0.455322	0.0065669	0.400292	0.237662	0.138629	0.499975	0.425681	0.125801	0.509077	0.227952	0.449901	10.5773
880	-22042.6	-21969.7	-72.8751	1.19479	0.590873	0.636887	1.3436	0.882779	0.251059	0.903354	0.00213614	0.893823	0.202987	0.449768	0.00266807	0.394047	0.244729	0.0738558	0.501032	0.623682	0.105545	0.557975	0.167002	0.36482	10.3874
890	-22049.5	-21978.3	-71.1181	1.18962	0.464225	0.619476	1.38984	0.874276	0.241475	0.8142	0.00155911	0.905559	0.136083	0.391485	0.002661	0.468006	0.22825	0.0637347	0.411654	0.54597	0.236416	0.619591	0.22004	0.387595	10.2117
900	-22046.9	-21974	-72.8255	1.15102	0.513172	0.720578	1.29647	0.928482	0.307605	0.744234	0.00304718	0.923516	0.139798	0.428826	0.00394833	0.458785	0.242286	0.159803	0.4637	0.54597	0.194407	0.728926	0.0318962	0.395976	10.3824
910	-22049.7	-21977.1	-72.6272	1.27131	0.542892	0.655714	1.19687	0.988407	0.284364	0.833013	0.00101046	0.924952	0.201971	0.372307	0.00996627	0.410939	0.202369	0.197196	0.407044	0.672114	0.148608	0.643782	0.0078412	0.389946	10.3626
920	-22049.3	-21978.5	-70.7693	1.13951	0.700926	0.713793	1.09597	0.885051	0.259901	0.760085	5.30841e-05	0.943388	0.150895	0.493153	0.00218239	0.400897	0.368984	0.0917739	0.513132	0.47012	0.169938	0.662701	0.0189958	0.335384	10.1768
930	-22052.1	-21977	-75.043	1.28715	0.502006	0.821706	1.27366	0.981705	0.257006	0.798498	0.00422245	0.8531	0.145174	0.448442	0.00514873	0.472784	0.242672	0.0549562	0.480682	0.580425	0.268052	0.666541	0.0923469	0.367915	10.6042
940	-22058.2	-21984.7	-73.5716	1.16915	0.536783	0.572596	1.56184	0.865931	0.212001	0.937081	0.00344622	0.846356	0.13816	0.373115	0.00344518	0.50109	0.239997	0.0678737	0.462575	0.678771	0.163869	0.727633	0.148109	0.247227	10.4571
950	-22050	-21979.1	-70.9723	1.04129	0.660505	0.582693	1.24612	1.00194	0.324252	0.8992	0.000574928	0.863653	0.158414	0.402604	0.00428296	0.389392	0.281597	0.00620809	0.273678	0.559568	0.121078	0.729314	0.0842784	0.566485	10.1971
960	-22055.4	-21982.2	-73.1997	1.14089	0.746343	0.585278	1.06565	0.850983	0.231723	0.899676	0.0028269	0.852026	0.170714	0.367134	0.00510305	0.427122	0.256164	0.0112263	0.527735	0.685144	0.114644	0.777516	0.0729884	0.628987	10.4199
970	-22057.1	-21982.3	-74.8249	1.14503	0.607774	0.724862	1.32025	0.751443	0.235909	1.09149	0.000465755	1.09342	0.153799	0.39433	0.00167835	0.438363	0.219199	0.0945084	0.527735	0.636805	0.134043	0.481318	0.0993167	0.430649	10.5824
980	-22048.3	-21975.2	-73.1051	1.21288	0.578893	0.703247	1.22125	0.882398	0.37455	0.808322	0.000159101	0.877048	0.20748	0.434585	0.004745	0.42055	0.219199	0.0706453	0.509621	0.724297	0.0814188	0.662174	0.107554	0.309395	10.4104
990	-22052.7	-21980.4	-72.224	1.39424	0.649682	0.56413	1.22798	0.921679	0.198183	0.87305	9.88986e-05	0.993639	0.181777	0.366402	0.00313341	0.385797	0.183127	0.113912	0.486399	0.479304	0.204421	0.624175	0.0483331	0.422842	10.3223
1000	-22050	-21977.5	-72.5883	1.09949	0.543888	0.612124	1.13809	0.958724	0.250584	1.01361	4.885e-05	0.973608	0.175878	0.569964	0.00732141	0.411653	0.325733	0.113912	0.471181	0.530843	0.231359	0.525238	0.0936407	0.311842	10.3587
1010	-22053.9	-21981.5	-72.4026	1.17179	0.498914	0.716376	1.0384	0.913575	0.319582	1.09665	0.00146583	0.798148	0.228437	0.369004	0.00639479	0.367607	0.286465	0.17301	0.443613	0.604482	0.0647178	0.659154	0.179296	0.403079	10.3402
